대학명,모집단위,유형,전형명,사유
숙명여대,경제학부,논술,논술(논술우수자전형),미공개
숙명여대,교육학부,논술,논술(논술우수자전형),미공개
숙명여대,독일언어·문화학과,논술,논술(논술우수자전형),미공개
숙명여대,르꼬르동블루외식경영전공,논술,논술(논술우수자전형),미공개
숙명여대,문헌정보학과,논술,논술(논술우수자전형),미공개
숙명여대,문화관광외식학부,논술,논술(논술우수자전형),미공개
숙명여대,미디어학부,논술,논술(논술우수자전형),미공개
숙명여대,법학부,논술,논술(논술우수자전형),미공개
숙명여대,사회심리학과,논술,논술(논술우수자전형),미공개
숙명여대,소비자경제학과,논술,논술(논술우수자전형),미공개
숙명여대,아동복지학부,논술,논술(논술우수자전형),미공개
숙명여대,역사문화학과,논술,논술(논술우수자전형),미공개
숙명여대,영어영문학부,논술,논술(논술우수자전형),미공개
숙명여대,일본학과,논술,논술(논술우수자전형),미공개
숙명여대,정치외교학과,논술,논술(논술우수자전형),미공개
숙명여대,중어중문학부,논술,논술(논술우수자전형),미공개
숙명여대,프랑스언어·문화학과,논술,논술(논술우수자전형),미공개
숙명여대,한국어문학부,논술,논술(논술우수자전형),미공개
숙명여대,행정학과,논술,논술(논술우수자전형),미공개
숙명여대,홍보광고학과,논술,논술(논술우수자전형),미공개
숙명여대,기계시스템학부,논술,논술(논술우수자전형),미공개
숙명여대,데이터사이언스전공,논술,논술(논술우수자전형),미공개
숙명여대,생명시스템학부,논술,논술(논술우수자전형),미공개
숙명여대,수학과,논술,논술(논술우수자전형),미공개
숙명여대,식품영양학과,논술,논술(논술우수자전형),미공개
숙명여대,신소재물리학부,논술,논술(논술우수자전형),미공개
숙명여대,약학부,논술,논술(논술우수자전형),신설
숙명여대,의류학과,논술,논술(논술우수자전형),미공개
숙명여대,인공지능공학부,논술,논술(논술우수자전형),미공개
숙명여대,지능형전자시스템학부,논술,논술(논술우수자전형),미공개
숙명여대,컴퓨터과학전공,논술,논술(논술우수자전형),미공개
숙명여대,통계학과,논술,논술(논술우수자전형),미공개
숙명여대,화공생명공학부,논술,논술(논술우수자전형),미공개
숙명여대,화학과,논술,논술(논술우수자전형),미공개
숙명여대,첨단공학부,교과,학생부교과(지역균형선발전형),신설
숙명여대,[유형1] 자유전공학부,교과,학생부교과(지역균형선발전형),신설
순천대,물리교육과,교과,학생부교과(지역인재전형),신설
순천대,생물교육과,교과,학생부교과(지역인재전형),신설
순천대,화학교육과,교과,학생부교과(지역인재전형),신설
순천대,사회과학분야,종합,학생부종합(종합서류전형),신설
순천대,사회교육과,종합,학생부종합(종합면접전형),신설
순천대,인문분야,종합,학생부종합(종합서류전형),신설
순천대,간호학과,종합,학생부종합(종합면접전형),신설
순천대,건축학부,종합,학생부종합(종합서류전형),신설
순천대,공학분야,종합,학생부종합(종합서류전형),신설
순천대,농업교육과,종합,학생부종합(종합서류전형),신설
순천대,물리교육과,종합,학생부종합(종합면접전형),신설
순천대,생물교육과,종합,학생부종합(종합면접전형),신설
순천대,수학교육과,종합,학생부종합(종합면접전형),신설
순천대,약학과,종합,학생부종합(종합면접전형),신설
순천대,컴퓨터교육과,종합,학생부종합(종합면접전형),신설
순천대,화학교육과,종합,학생부종합(종합면접전형),신설
순천대,예체능분야,종합,학생부종합(종합면접전형),신설
순천대,생명산업과학분야,종합,학생부종합(종합서류전형),신설
순천대,국어교육과,종합,학생부종합(종합서류전형),신설
순천대,영어교육과,종합,학생부종합(종합서류전형),신설
순천대,식품영양학과,종합,학생부종합(종합서류전형),신설
순천대,융합바이오시스템기계공학과,종합,학생부종합(종합서류전형),신설
순천대,[유형1] 자유전공학부(인문사회·자연),종합,학생부종합(종합서류전형),신설
순천향대,[광역] 디지털의료스쿨,교과,학생부교과(충청형지역인재전형),신설
순천향대,[광역] 의약바이오스쿨(바이오의약계열),교과,학생부교과(충청형지역인재전형),신설
순천향대,[광역] 첨단의료기기스쿨,교과,학생부교과(충청형지역인재전형),신설
순천향대,[광역] 헬스케어서비스스쿨(스포츠의학계열),교과,학생부교과(충청형지역인재전형),신설
순천향대,AI게임공학과,교과,학생부교과(충청형지역인재전형),신설
순천향대,소프트웨어공학전공,교과,학생부교과(충청형지역인재전형),미공개
순천향대,컴퓨터공학전공,교과,학생부교과(충청형지역인재전형),미공개
순천향대,[유형1] 자율전공학과,교과,학생부교과(충청형지역인재전형),신설
순천향대,[광역] 디지털의료스쿨,종합,학생부종합(일반학생전형),신설
순천향대,AI게임공학과,종합,학생부종합(일반학생전형),신설
순천향대,[광역] 의약바이오스쿨(바이오의약계열),종합,학생부종합(일반학생전형),신설
순천향대,[광역] 첨단의료기기스쿨,종합,학생부종합(일반학생전형),신설
순천향대,[광역] 헬스케어서비스스쿨(스포츠의학계열),종합,학생부종합(일반학생전형),신설
순천향대,컴퓨터공학전공,종합,학생부종합(일반학생전형),미공개
순천향대,디지털애니메이션학과,종합,학생부종합(일반학생전형),신설
순천향대,스포츠응용산업학과,종합,학생부종합(일반학생전형),신설
순천향대,[유형1] 자율전공학과,종합,학생부종합(일반학생전형),신설
숭실대,회계학과,논술,논술(논술우수자),미공개
숭실대,[유형1] 자유전공학부(인문),종합,학생부종합(SSU미래인재전형(서류형)),신설
숭실대,[유형1] 자유전공학부(자연),종합,학생부종합(SSU미래인재전형(서류형)),신설
신경주대,미래라이프학부,교과,학생부교과(일반전형),신설
신경주대,말산업학과,교과,학생부교과(일반전형),신설
신경주대,재난안전경영학과,교과,학생부교과(일반전형),신설
신경주대,미용예술향장학과,교과,학생부교과(일반전형),신설
신경주대,전통문화예술학과,교과,학생부교과(일반전형),신설
신경주대,태권도학과,교과,학생부교과(일반전형),신설
신라대,AI로봇학과,교과,학생부교과(일반고교과전형),신설
신라대,[유형2] 자율전공학부,교과,학생부교과(일반고교과전형),신설
신라대,경영학과,종합,학생부종합(학생부종합Ⅰ전형),미공개
신라대,교육학과,종합,학생부종합(학생부종합Ⅰ전형),신설
신라대,국어교육과,종합,학생부종합(학생부종합Ⅰ전형),신설
신라대,문화콘텐츠학과,종합,학생부종합(학생부종합Ⅰ전형),미공개
신라대,역사교육과,종합,학생부종합(학생부종합Ⅰ전형),신설
신라대,영어교육과,종합,학생부종합(학생부종합Ⅰ전형),신설
신라대,유아교육과,종합,학생부종합(학생부종합Ⅰ전형),신설
신라대,일어교육과,종합,학생부종합(학생부종합Ⅰ전형),신설
신라대,AI로봇학과,종합,학생부종합(학생부종합Ⅰ전형),신설
신라대,"건축학과(4년제, 5년제)",종합,학생부종합(학생부종합Ⅰ전형),신설
신라대,수학교육과,종합,학생부종합(학생부종합Ⅰ전형),신설
신라대,응급구조학과,종합,학생부종합(학생부종합Ⅰ전형),신설
신라대,컴퓨터교육과,종합,학생부종합(학생부종합Ⅰ전형),신설
신라대,항공운항학과,종합,학생부종합(학생부종합Ⅰ전형),신설
신라대,[유형2] 자율전공학부,종합,학생부종합(학생부종합Ⅰ전형),신설
신라대,미디어커뮤니케이션학부,종합,학생부종합(학생부종합Ⅰ전형),신설
신라대,외식조리학부,종합,학생부종합(학생부종합Ⅰ전형),신설
신한대,기후환경·에너지공학과,논술,논술(논술전형),신설
신한대,미래자동차공학과,논술,논술(논술전형),신설
신한대,첨단소재공학과,논술,논술(논술전형),신설
신한대,[유형2] K-CULTURE대학(자율전공),교과,학생부교과(학생부우수자전형),신설
신한대,미디어영상학과,교과,학생부교과(학생부우수자전형),신설
신한대,바둑콘텐츠학과,교과,학생부교과(일반전형),신설
신한대,[유형2] K-CULTURE대학(자율전공),종합,학생부종합(신한국인전형),신설
신한대,미디어영상학과,종합,학생부종합(신한국인전형),신설
신한대,바둑콘텐츠학과,종합,학생부종합(신한국인전형),신설
아주대,AI컴퓨터공학부,논술,논술(논술우수자전형),신설
아주대,첨단스마트산업공학과,논술,논술(논술우수자전형),신설
아주대,첨단에코에너지공학과,논술,논술(논술우수자전형),신설
아주대,AI컴퓨터공학부,교과,학생부교과(고교추천전형),신설
아주대,첨단에코에너지공학과,교과,학생부교과(고교추천전형),신설
아주대,AI컴퓨터공학부,종합,학생부종합(첨단융합인재전형),신설
아주대,첨단에코에너지공학과,종합,학생부종합(첨단융합인재전형),신설
연세대,[유형1] 진리자유학부(인문),논술,논술(논술전형),신설
연세대,경영학과,논술,논술(논술전형),미공개
연세대,경제학부,논술,논술(논술전형),미공개
연세대,교육학부,논술,논술(논술전형),미공개
연세대,국어국문학과,논술,논술(논술전형),미공개
연세대,노어노문학과,논술,논술(논술전형),미공개
연세대,독어독문학과,논술,논술(논술전형),미공개
연세대,문헌정보학과,논술,논술(논술전형),미공개
연세대,불어불문학과,논술,논술(논술전형),미공개
연세대,사학과,논술,논술(논술전형),미공개
연세대,사회학과,논술,논술(논술전형),미공개
연세대,심리학과,논술,논술(논술전형),미공개
연세대,언론홍보영상학부,논술,논술(논술전형),미공개
연세대,영어영문학과,논술,논술(논술전형),미공개
연세대,정치외교학과,논술,논술(논술전형),미공개
연세대,중어중문학과,논술,논술(논술전형),미공개
연세대,철학과,논술,논술(논술전형),미공개
연세대,행정학과,논술,논술(논술전형),미공개
연세대,[유형1] 진리자유학부(자연),논술,논술(논술전형),신설
연세대,IT융합공학전공,논술,논술(논술전형),미공개
연세대,건축공학과,논술,논술(논술전형),미공개
연세대,기계공학부,논술,논술(논술전형),미공개
연세대,대기과학과,논술,논술(논술전형),미공개
연세대,도시공학과,논술,논술(논술전형),미공개
연세대,디스플레이융합공학과,논술,논술(논술전형),미공개
연세대,모빌리티시스템전공,논술,논술(논술전형),신설
연세대,물리학과,논술,논술(논술전형),미공개
연세대,사회환경시스템공학부,논술,논술(논술전형),미공개
연세대,산업공학과,논술,논술(논술전형),미공개
연세대,생명공학과,논술,논술(논술전형),미공개
연세대,생화학과,논술,논술(논술전형),미공개
연세대,수학과,논술,논술(논술전형),미공개
연세대,시스템반도체공학과,논술,논술(논술전형),미공개
연세대,시스템생물학과,논술,논술(논술전형),미공개
연세대,신소재공학부,논술,논술(논술전형),미공개
연세대,약학과,논술,논술(논술전형),미공개
연세대,인공지능시스템학과,논술,논술(논술전형),신설
연세대,인공지능학과,논술,논술(논술전형),신설
연세대,전기전자공학부,논술,논술(논술전형),미공개
연세대,지구시스템과학과,논술,논술(논술전형),미공개
연세대,지능형반도체전공,논술,논술(논술전형),신설
연세대,천문우주학과,논술,논술(논술전형),미공개
연세대,컴퓨터과학과,논술,논술(논술전형),신설
연세대,화공생명공학부,논술,논술(논술전형),미공개
연세대,화학과,논술,논술(논술전형),미공개
연세대,응용통계학과,논술,논술(논술전형),미공개
연세대,인공지능시스템학과,교과,학생부교과(추천형),신설
연세대,인공지능학과,교과,학생부교과(추천형),신설
연세대,첨단약과학과,교과,학생부교과(추천형),신설
연세대,컴퓨터과학과,교과,학생부교과(추천형),신설
연세대,글로벌인재학부,종합,학생부종합(국제형-해외고/검정고시),미공개
연세대,인공지능시스템학과,종합,학생부종합(활동우수형),신설
연세대,인공지능학과,종합,학생부종합(활동우수형),신설
연세대,첨단약과학과,종합,학생부종합(활동우수형),신설
연세대,컴퓨터과학과,종합,학생부종합(활동우수형),신설
연세대(미래),[유형2] 자율융합계열(인문),논술,논술(논술우수자),신설
연세대(미래),[유형2] 자율융합계열(자연),논술,논술(논술우수자),신설
연세대(미래),AI반도체학부,논술,논술(논술우수자),신설
연세대(미래),기후에너지시스템공학부,논술,논술(논술우수자),신설
연세대(미래),데이터사이언스학부,논술,논술(논술우수자),신설
연세대(미래),소프트웨어학부,논술,논술(논술우수자),신설
연세대(미래),의공학부,논술,논술(논술우수자),신설
연세대(미래),[유형2] 자율융합계열(인문),교과,학생부교과(교과우수자(일반형)),신설
연세대(미래),[유형2] 자율융합계열(자연),교과,학생부교과(교과우수자(일반형)),신설
연세대(미래),기후에너지시스템공학부,교과,학생부교과(교과우수자(추천형)),신설
연세대(미래),반도체공학물리학과,교과,학생부교과(교과우수자(추천형)),신설
연세대(미래),의공학부,교과,학생부교과(교과우수자(추천형)),신설
연세대(미래),글로벌엘리트학부,종합,학생부종합(글로벌인재),미공개
연세대(미래),[유형2] 자율융합계열(인문),종합,학생부종합(학교생활우수자(면접형)),신설
연세대(미래),[유형2] 자율융합계열(자연),종합,학생부종합(학교생활우수자(면접형)),신설
연세대(미래),기후에너지시스템공학부,종합,학생부종합(강원인재(일반)),신설
연세대(미래),반도체공학물리학과,종합,학생부종합(강원인재(일반)),신설
연세대(미래),의공학부,종합,학생부종합(강원인재(일반)),신설
영남대,AI융합전공,교과,학생부교과(지역인재전형),신설
영남대,음악학부,교과,학생부교과(일반학생전형),신설
영남대,AI융합전공,종합,학생부종합(잠재능력우수자전형),신설
영남대,의예과(경주권),종합,학생부종합(지역의사선발전형(진료권)),신설
영남대,의예과(구미권),종합,학생부종합(지역의사선발전형(진료권)),신설
영남대,의예과(상주권),종합,학생부종합(지역의사선발전형(진료권)),신설
영남대,의예과(안동권),종합,학생부종합(지역의사선발전형(진료권)),신설
영남대,의예과(영주권),종합,학생부종합(지역의사선발전형(진료권)),신설
영남대,의예과(포항권),종합,학생부종합(지역의사선발전형(진료권)),신설
영산대,법행정학부,교과,학생부교과(일반계고전형),신설
영산대,AI공학과,교과,학생부교과(일반계고전형),신설
영산대,Bakery&Beverage학과,교과,학생부교과(일반계고전형),신설
영산대,스마트건설교통공학과,교과,학생부교과(일반계고전형),신설
영산대,조리예술학부,교과,학생부교과(일반계고전형),신설
영산대,K-공연방송미디어학과,교과,학생부교과(일반계고전형),신설
영산대(양산),상담심리학과,교과,학생부교과(일반계고전형),신설
용인대,AI시스템반도체학과,교과,학생부교과(일반학생전형),신설
우석대,조리제과제빵학부,교과,학생부교과(교과면접),신설
우석대,AI융합학부,교과,학생부교과(교과),신설
우석대(진천),경찰범죄심리학과,교과,학생부교과(교과),신설
우석대(진천),글로벌디자인문화경영학부,교과,학생부교과(교과면접),신설
우석대(진천),바이오융합학과,교과,학생부교과(교과),신설
우석대(진천),[유형1] 체육 자율전공학부(진천),교과,학생부교과(교과),신설
우석대(진천),생활체육학부,교과,학생부교과(교과),신설
우석대(진천),스포츠문화예술학부,교과,학생부교과(교과),신설
우송대,호텔관광학부(글로벌호텔관광학과),교과,학생부교과(자기추천전형),신설
우송대,제과제빵·조리학부(글로벌제과제빵학과),교과,학생부교과(지역인재전형),신설
우송대,제과제빵·조리학부(글로벌제과제빵학과),종합,학생부종합(종합서류형전형),신설
우송대,호텔관광학부(글로벌호텔관광학과),종합,학생부종합(종합서류형전형),신설
울산대,예술학부(음악),교과,학생부교과(일반교과전형),신설
울산대,신소재·반도체융합학부,종합,학생부종합(지역인재특별전형),신설
울산대,의예과-거창권,교과,학생부교과(지역의사제전형),신설
울산대,의예과-김해권,교과,학생부교과(지역의사제전형),신설
울산대,의예과-진주권,교과,학생부교과(지역의사제전형),신설
울산대,의예과-창원권,교과,학생부교과(지역의사제전형),신설
울산대,의예과-통영권,교과,학생부교과(지역의사제전형),신설
원광대,AI공학계열,교과,학생부교과(일반),신설
원광대,AI공학계열,종합,학생부종합,신설
원광대,치의예과(자연),교과,학생부교과(지역인재교과-호남),신설
원광대,한의예과(자연),교과,학생부교과(지역인재교과-호남),신설
유원대,국방인재개발학과,교과,학생부교과(유원교과전형),신설
유원대,유아교육과,교과,학생부교과(유원교과전형),신설
유원대,와인사이언스학과,교과,학생부교과(유원교과전형),신설
유원대,스포츠학부,교과,학생부교과(유원교과전형),신설
유원대,사회복지학부,종합,학생부종합(학생부종합전형),신설
유원대,산업안전보건학과,종합,학생부종합(학생부종합전형),신설
유원대,응급구조학과,종합,학생부종합(학생부종합전형),신설
유원대,자율설계학부,종합,학생부종합(학생부종합전형),신설
유원대,창의설계학부,종합,학생부종합(학생부종합전형),신설
을지대(대전),의예과,종합,학생부종합(지역의료인재특별형),신설
을지대(성남),빅데이터인공지능전공,논술,논술(논술우수자전형),신설
을지대(성남),빅데이터인공지능전공,교과,학생부교과(지역균형전형)(학교장추천),신설
을지대(성남),빅데이터인공지능전공,종합,학생부종합(EU서류형),신설
을지대(의정부),임상병리학과(의정부),논술,논술(논술우수자전형),신설
이화여대,경영학부,논술,논술(논술전형),미공개
이화여대,경제학과,논술,논술(논술전형),미공개
이화여대,국어국문학과,논술,논술(논술전형),미공개
이화여대,국제사무학과,논술,논술(논술전형),미공개
이화여대,기독교학과,논술,논술(논술전형),미공개
이화여대,독어독문학과,논술,논술(논술전형),미공개
이화여대,문헌정보학과,논술,논술(논술전형),미공개
이화여대,불어불문학과,논술,논술(논술전형),미공개
이화여대,사학과,논술,논술(논술전형),미공개
이화여대,사회복지학과,논술,논술(논술전형),미공개
이화여대,사회학과,논술,논술(논술전형),미공개
이화여대,소비자학과,논술,논술(논술전형),미공개
이화여대,심리학과,논술,논술(논술전형),미공개
이화여대,영어영문학부,논술,논술(논술전형),미공개
이화여대,의류산업학과,논술,논술(논술전형),미공개
이화여대,정치외교학과,논술,논술(논술전형),미공개
이화여대,중어중문학과,논술,논술(논술전형),미공개
이화여대,철학과,논술,논술(논술전형),미공개
이화여대,커뮤니케이션·미디어학부,논술,논술(논술전형),미공개
이화여대,행정학과,논술,논술(논술전형),미공개
이화여대,간호학부,논술,논술(논술전형),미공개
이화여대,건축도시시스템공학과,논술,논술(논술전형),미공개
이화여대,건축학과,논술,논술(논술전형),미공개
이화여대,기후에너지시스템공학과,논술,논술(논술전형),미공개
이화여대,물리학과,논술,논술(논술전형),미공개
이화여대,사이버보안학과,논술,논술(논술전형),미공개
이화여대,생명과학과,논술,논술(논술전형),미공개
이화여대,수학과,논술,논술(논술전형),미공개
이화여대,식품생명공학과,논술,논술(논술전형),미공개
이화여대,식품영양학과,논술,논술(논술전형),미공개
이화여대,약학부 약학전공,논술,논술(논술전형),미공개
이화여대,융합보건학과,논술,논술(논술전형),미공개
이화여대,융합전자반도체공학부 전자전기공학전공,논술,논술(논술전형),미공개
이화여대,융합전자반도체공학부 지능형반도체공학전공,논술,논술(논술전형),미공개
이화여대,융합콘텐츠학과,논술,논술(논술전형),미공개
이화여대,의예과,논술,논술(논술전형),신설
이화여대,컴퓨터공학과,논술,논술(논술전형),미공개
이화여대,통계학과,논술,논술(논술전형),미공개
이화여대,화공신소재공학과,논술,논술(논술전형),미공개
이화여대,화학·나노과학과,논술,논술(논술전형),미공개
이화여대,환경공학과,논술,논술(논술전형),미공개
이화여대,휴먼기계바이오공학과,논술,논술(논술전형),미공개
이화여대,스크랜튼학부,논술,논술(논술전형),미공개
이화여대,디자인학부,종합,학생부종합(예체능서류전형),신설
이화여대,체육과학부,종합,학생부종합(예체능서류전형),신설
인천대,인공지능시스템공학과,교과,학생부교과(지역균형전형),신설
인천대,인공지능시스템공학과,종합,학생부종합(자기추천전형),신설
인천대,스포츠의학부,종합,학생부종합(자기추천전형),신설
인하대,경영학부(경영학과),논술,논술(논술우수자),미공개
인하대,경영학부(파이낸스경영학과),논술,논술(논술우수자),미공개
인하대,경제학과,논술,논술(논술우수자),미공개
인하대,국제통상학과,논술,논술(논술우수자),미공개
인하대,문화콘텐츠문화경영학과,논술,논술(논술우수자),미공개
인하대,미디어커뮤니케이션학과,논술,논술(논술우수자),미공개
인하대,사학과,논술,논술(논술우수자),미공개
인하대,사회교육과,논술,논술(논술우수자),미공개
인하대,사회복지학과,논술,논술(논술우수자),미공개
인하대,아태물류학부,논술,논술(논술우수자),미공개
인하대,일본언어문화학과,논술,논술(논술우수자),미공개
인하대,정치외교학과,논술,논술(논술우수자),미공개
인하대,중국학과,논술,논술(논술우수자),미공개
인하대,철학과,논술,논술(논술우수자),미공개
인하대,한국어문학과,논술,논술(논술우수자),미공개
인하대,행정학과,논술,논술(논술우수자),미공개
인하대,간호학과,논술,논술(논술우수자),미공개
인하대,건축학부,논술,논술(논술우수자),미공개
인하대,고분자공학과,논술,논술(논술우수자),미공개
인하대,공간정보공학과,논술,논술(논술우수자),미공개
인하대,기계공학과,논술,논술(논술우수자),미공개
인하대,데이터사이언스학과,논술,논술(논술우수자),미공개
인하대,물리학과,논술,논술(논술우수자),미공개
인하대,반도체시스템공학과,논술,논술(논술우수자),미공개
인하대,사회인프라공학과,논술,논술(논술우수자),미공개
인하대,산업경영공학과,논술,논술(논술우수자),미공개
인하대,생명공학과,논술,논술(논술우수자),미공개
인하대,생명과학과,논술,논술(논술우수자),신설
인하대,수학과,논술,논술(논술우수자),미공개
인하대,수학교육과,논술,논술(논술우수자),미공개
인하대,스마트모빌리티공학과,논술,논술(논술우수자),미공개
인하대,식품영양학과,논술,논술(논술우수자),미공개
인하대,신소재공학과,논술,논술(논술우수자),미공개
인하대,에너지자원공학과,논술,논술(논술우수자),미공개
인하대,의예과,논술,논술(논술우수자),미공개
인하대,인공지능공학과,논술,논술(논술우수자),미공개
인하대,조선해양공학과,논술,논술(논술우수자),미공개
인하대,첨단바이오의약학과,논술,논술(논술우수자),신설
인하대,컴퓨터공학과,논술,논술(논술우수자),미공개
인하대,통계학과,논술,논술(논술우수자),미공개
인하대,항공우주공학과,논술,논술(논술우수자),미공개
인하대,해양과학과,논술,논술(논술우수자),미공개
인하대,화공에너지공학부(이차전지공학전공),논술,논술(논술우수자),신설
인하대,화공에너지공학부(화학공학전공),논술,논술(논술우수자),미공개
인하대,화학과,논술,논술(논술우수자),미공개
인하대,환경공학과,논술,논술(논술우수자),미공개
인하대,에너지자원공학과,교과,학생부교과(지역균형),신설
인하대,첨단바이오의약학과,교과,학생부교과(지역균형),신설
장로회신학대,[유형1] 자유전공,종합,학생부종합(드림(PUTS인재)),신설
장로회신학대,기독교교육과,종합,학생부종합(드림(PUTS인재)),신설
장로회신학대,신학과,종합,학생부종합(드림(PUTS인재)),신설
전남대,"에너지공학계열(에너지자원공학과, 토목공학과, 신소재공학부, 화학공학부, 전기공학과, 에너지공학부)",교과,학생부교과(지역인재전형),신설
전남대(여수),"기계공학계열(기계설계공학과, 기계시스템공학과, 메카트로닉스공학과, 냉동공조공학과)",교과,학생부교과(지역인재전형),신설
전남대(여수),기계설계공학과,교과,학생부교과(지역인재전형),신설
전남대(여수),기계시스템공학과,교과,학생부교과(지역인재전형),신설
전남대(여수),냉동공조공학과,교과,학생부교과(지역인재전형),신설
전남대(여수),메카트로닉스공학과,교과,학생부교과(지역인재전형),신설
전남대(여수),산업기술융합공학과(야간),교과,학생부교과(일반전형),미공개
전남대(여수),양식생물학과,교과,학생부교과(지역인재전형),신설
전남대(여수),융합생명공학과,교과,학생부교과(지역인재전형),신설
전남대(여수),"전기전자컴퓨터공학계열 (전자통신공학과, 전기및반도체공학과, 컴퓨터공학과)",교과,학생부교과(지역인재전형),신설
전남대(여수),해양경찰학과,교과,학생부교과(지역인재전형),신설
전남대(여수),해양바이오식품학과,교과,학생부교과(지역인재전형),신설
전남대(여수),해양생산관리학과,교과,학생부교과(지역인재전형),신설
전남대(여수),"해양수산자율전공계열(양식생물학과, 해양생산관리학과, 해양융합과학과, 해양바이오식품학과, 해양경찰학과)",교과,학생부교과(지역인재전형),신설
전남대(여수),해양융합과학과,교과,학생부교과(지역인재전형),신설
전남대(여수),화공생명공학과,교과,학생부교과(지역인재전형),신설
전남대(여수),"화공환경공학계열(환경시스템공학과, 융합생명공학과, 화공생명공학과)",교과,학생부교과(지역인재전형),신설
전남대(여수),환경시스템공학과,교과,학생부교과(지역인재전형),신설
전남대(여수),물류교통학과,종합,학생부종합(고교생활우수자Ⅱ전형),미공개
전남대(여수),기계설계공학과,종합,학생부종합(고교생활우수자Ⅱ전형),신설
전남대(여수),기계시스템공학과,종합,학생부종합(고교생활우수자Ⅱ전형),신설
전남대(여수),냉동공조공학과,종합,학생부종합(고교생활우수자Ⅱ전형),신설
전남대(여수),메카트로닉스공학과,종합,학생부종합(고교생활우수자Ⅱ전형),신설
전남대(여수),양식생물학과,종합,학생부종합(고교생활우수자Ⅱ전형),신설
전남대(여수),융합생명공학과,종합,학생부종합(고교생활우수자Ⅱ전형),신설
전남대(여수),"전기전자컴퓨터공학계열 (전자통신공학과, 전기및반도체공학과, 컴퓨터공학과)",종합,학생부종합(고교생활우수자Ⅱ전형),신설
전남대(여수),조선해양공학과,종합,학생부종합(고교생활우수자Ⅱ전형),미공개
전남대(여수),해양경찰학과,종합,학생부종합(고교생활우수자Ⅱ전형),신설
전남대(여수),해양바이오식품학과,종합,학생부종합(고교생활우수자Ⅱ전형),신설
전남대(여수),해양생산관리학과,종합,학생부종합(고교생활우수자Ⅱ전형),신설
전남대(여수),해양융합과학과,종합,학생부종합(고교생활우수자Ⅱ전형),신설
전남대(여수),화공생명공학과,종합,학생부종합(고교생활우수자Ⅱ전형),신설
전남대(여수),환경시스템공학과,종합,학생부종합(고교생활우수자Ⅱ전형),신설
전북대,국제학부,교과,학생부교과(일반학생),미공개
전북대,독어교육과,종합,학생부종합(지역인재1유형-호남권),신설
전북대,약학과,종합,학생부종합(지역인재1유형-호남권),신설
전북대,본부 융합자율전공학부1(전주캠퍼스),종합,학생부종합(지역인재1유형-호남권),신설
전북대(익산),본부 융합자율전공학부2(특성화캠퍼스),종합,학생부종합(지역인재1유형-호남권),신설
전주대,동물보건학과,교과,학생부교과(지역인재1전형),신설
전주대,첨단신소재공학과,교과,학생부교과(일반학생전형),신설
전주대,펫산업학과,교과,학생부교과(지역인재1전형),신설
전주대,산업디자인학과,교과,학생부교과(일반학생전형),신설
전주대,축구학과,교과,학생부교과(일반학생전형),신설
전주대,행정학과,종합,학생부종합(일반학생전형),신설
전주대,동물보건학과,종합,학생부종합(일반학생전형),신설
전주대,펫산업학과,종합,학생부종합(일반학생전형),신설
전주대,예술심리치료학과,종합,학생부종합(일반학생전형),신설
제주국제대,융합경영학부,교과,학생부교과(일반학생전형),미공개
제주국제대,건설공학부,교과,학생부교과(일반학생전형),미공개
제주국제대,건설공학부(야),교과,학생부교과(일반학생전형),미공개
제주국제대,안전공학부,교과,학생부교과(일반학생전형),미공개
제주국제대,에너지기계공학부,교과,학생부교과(일반학생전형),미공개
제주대,물리교육전공,교과,학생부교과(지역인재),미공개
제주대,글로벌자율학부,교과,학생부교과(지역인재),신설
제주대,(야)경영학과,종합,학생부종합(일반학생),신설
제주대,경제학과,종합,학생부종합(일반학생),신설
제주대,관광개발학과,종합,학생부종합(일반학생),신설
제주대,국어국문학과,종합,학생부종합(일반학생),신설
제주대,독일학과,종합,학생부종합(일반학생),신설
제주대,무역학과,종합,학생부종합(일반학생),신설
제주대,사학과,종합,학생부종합(일반학생),신설
제주대,사회학과,종합,학생부종합(일반학생),신설
제주대,산업응용경제학과,종합,학생부종합(일반학생),신설
제주대,언론홍보학과,종합,학생부종합(일반학생),신설
제주대,영어영문학과,종합,학생부종합(일반학생),신설
제주대,일어일문학과,종합,학생부종합(일반학생),신설
제주대,정치외교학과,종합,학생부종합(일반학생),신설
제주대,중어중문학과,종합,학생부종합(일반학생),신설
제주대,철학과,종합,학생부종합(일반학생),신설
제주대,건축공학과,종합,학생부종합(일반학생),신설
제주대,건축학과,종합,학생부종합(일반학생),신설
제주대,데이터사이언스학 과,종합,학생부종합(일반학생),신설
제주대,물리학과,종합,학생부종합(일반학생),신설
제주대,생물학과,종합,학생부종합(일반학생),신설
제주대,생활환경복지학과,종합,학생부종합(일반학생),신설
제주대,수산생명의학과,종합,학생부종합(일반학생),신설
제주대,수학과,종합,학생부종합(일반학생),신설
제주대,식물자원환경전공,종합,학생부종합(일반학생),신설
제주대,식품생명공학과,종합,학생부종합(일반학생),신설
제주대,식품영양학과,종합,학생부종합(일반학생),신설
제주대,원예과학전공,종합,학생부종합(일반학생),신설
제주대,원자력공학과,종합,학생부종합(일반학생),신설
제주대,인공지능학과,종합,학생부종합(일반학생),신설
제주대,전기공학과,종합,학생부종합(일반학생),신설
제주대,전자공학과,종합,학생부종합(일반학생),신설
