대학명,모집단위,유형,전형명,사유
제주대,지구해양과학과,종합,학생부종합(일반학생),신설
제주대,토목공학과,종합,학생부종합(일반학생),신설
제주대,통신공학과,종합,학생부종합(일반학생),신설
제주대,패션의류학과,종합,학생부종합(일반학생),신설
제주대,해양산업경찰학과,종합,학생부종합(일반학생),신설
제주대,해양생명과학과,종합,학생부종합(일반학생),신설
제주대,해양시스템공학과,종합,학생부종합(일반학생),신설
제주대,화공그린에너지학과,종합,학생부종합(일반학생),신설
제주대,화학·코스메틱스학과,종합,학생부종합(일반학생),신설
제주대,환경공학과,종합,학생부종합(일반학생),신설
제주대,글로벌자율학부,종합,학생부종합(지역인재),신설
제주대,의예과,종합,학생부종합(지역인재),신설
조선대,유럽언어문화학부,교과,학생부교과(지역인재전형),신설
조선대,행정·사회복지학부,교과,학생부교과(지역인재전형),신설
조선대,AI·SW학부,교과,학생부교과(일반전형),신설
조선대,반도체광공학과,교과,학생부교과(지역인재전형),신설
조선대,문화콘텐츠학부,교과,학생부교과(일반전형),신설
조선대,[유형2] 라이프케어,교과,학생부교과(지역인재전형),신설
조선대,[유형2] 바이오메디,교과,학생부교과(지역인재전형),신설
조선대,[유형2] 에이지테크,교과,학생부교과(지역인재전형),신설
조선대,[유형2] 자유전공(공학),교과,학생부교과(지역인재전형),신설
조선대,[유형2] 자유전공(법사회·경상),교과,학생부교과(지역인재전형),신설
조선대,[유형2] 자유전공(인문·예체능),교과,학생부교과(지역인재전형),신설
조선대,행정·사회복지학부,종합,학생부종합(서류전형),신설
조선대,AI·SW학부,종합,학생부종합(서류전형),신설
조선대,[유형2] 라이프케어,종합,학생부종합(서류전형),신설
조선대,[유형2] 바이오메디,종합,학생부종합(서류전형),신설
조선대,[유형2] 에이지테크,종합,학생부종합(서류전형),신설
조선대,[유형2] 자유전공(공학),종합,학생부종합(서류전형),신설
조선대,[유형2] 자유전공(법사회·경상),종합,학생부종합(서류전형),신설
조선대,[유형2] 자유전공(인문·예체능),종합,학생부종합(서류전형),신설
조선대,서양화전공,종합,학생부종합(서류전형),신설
조선대,한국화전공,종합,학생부종합(서류전형),신설
중부대(고양),글로벌무역학전공,교과,학생부교과(학생부우수자전형),신설
중앙대,간호학과(인문),논술,논술(논술일반형),미공개
중앙대,경영학부 경영학,논술,논술(논술창의형),신설
중앙대,경영학부 글로벌금융,논술,논술(논술일반형),미공개
중앙대,경제학부,논술,논술(논술창의형),신설
중앙대,공공인재학부,논술,논술(논술창의형),신설
중앙대,광고홍보학부 광고홍보학,논술,논술(논술일반형),미공개
중앙대,교육학과,논술,논술(논술일반형),미공개
중앙대,국어국문학부 국어국문학,논술,논술(논술일반형),미공개
중앙대,국제물류학과,논술,논술(논술일반형),미공개
중앙대,도시계획·부동산학과,논술,논술(논술일반형),미공개
중앙대,문헌정보학과,논술,논술(논술일반형),미공개
중앙대,미디어커뮤니케이션학부,논술,논술(논술창의형),신설
중앙대,사회복지학부,논술,논술(논술일반형),미공개
중앙대,사회학과,논술,논술(논술일반형),미공개
중앙대,심리학과,논술,논술(논술창의형),신설
중앙대,아시아문화학부 일본어문학,논술,논술(논술일반형),미공개
중앙대,아시아문화학부 중국어문학,논술,논술(논술일반형),미공개
중앙대,역사학과,논술,논술(논술일반형),미공개
중앙대,영어교육과,논술,논술(논술일반형),미공개
중앙대,영어영문학과,논술,논술(논술창의형),신설
중앙대,유럽문화학부 독일어문학,논술,논술(논술일반형),미공개
중앙대,유럽문화학부 러시아어문학,논술,논술(논술일반형),미공개
중앙대,유럽문화학부 프랑스어문학,논술,논술(논술일반형),미공개
중앙대,응용통계학과,논술,논술(논술일반형),미공개
중앙대,정치국제학과,논술,논술(논술창의형),신설
중앙대,철학과,논술,논술(논술일반형),미공개
중앙대,AI학과,논술,논술(논술일반형),미공개
중앙대,간호학과(자연),논술,논술(논술일반형),미공개
중앙대,건축학부,논술,논술(논술일반형),미공개
중앙대,기계공학부,논술,논술(논술창의형),신설
중앙대,물리학과,논술,논술(논술일반형),미공개
중앙대,사회기반시스템공학부 건설환경플랜트공학,논술,논술(논술일반형),미공개
중앙대,사회기반시스템공학부 도시시스템공학,논술,논술(논술일반형),미공개
중앙대,산업보안학과(자연),논술,논술(논술일반형),신설
중앙대,생명과학과,논술,논술(논술일반형),미공개
중앙대,소프트웨어학부,논술,논술(논술창의형),신설
중앙대,수학과,논술,논술(논술일반형),미공개
중앙대,약학부,논술,논술(논술창의형),신설
중앙대,에너지시스템공학부,논술,논술(논술일반형),미공개
중앙대,융합공학부,논술,논술(논술창의형),신설
중앙대,의학부,논술,논술(논술창의형),신설
중앙대,전자전기공학부,논술,논술(논술창의형),신설
중앙대,지능형반도체공학과,논술,논술(논술일반형),신설
중앙대,화학공학과,논술,논술(논술창의형),신설
중앙대,화학과,논술,논술(논술일반형),미공개
중앙대,경영학부 글로벌금융,종합,학생부종합(탐구형인재),신설
중앙대,산업보안학과(자연),종합,학생부종합(탐구형인재),신설
중앙대(다빈치),생명자원공학부 동물생명공학,논술,논술(논술일반형),미공개
중앙대(다빈치),생명자원공학부 식물생명공학,논술,논술(논술일반형),미공개
중앙대(다빈치),시스템생명공학과,논술,논술(논술일반형),미공개
중앙대(다빈치),식품공학부 식품공학,논술,논술(논술일반형),미공개
중앙대(다빈치),식품공학부 식품영양학,논술,논술(논술일반형),미공개
중앙대(다빈치),예술공학부,논술,논술(논술일반형),미공개
중앙대(다빈치),첨단소재공학과,논술,논술(논술일반형),미공개
중원대,기계공학과,교과,학생부교과(일반1),신설
중원대,바이오융합학과,교과,학생부교과(일반1),신설
중원대,항공운항학과,교과,학생부교과(지역인재1),미공개
중원대,[유형2] AI융합디자인학부,교과,학생부교과(일반1),신설
중원대,AI드라마제작학과,교과,학생부교과(일반1),신설
중원대,[유형2] 스포츠산업학부,교과,학생부교과(일반2),신설
중원대,임상병리학과,종합,학생부종합(학생부종합),신설
차의과학대,간호학과,종합,학생부종합(CHA학생부종합전형),미공개
차의과학대,약학과,종합,학생부종합(CHA학생부종합전형),신설
차의과학대,[유형1] 글로벌미래인재대학,종합,학생부종합(CHA학생부종합전형),미공개
창신대,AI융합경영학과,교과,학생부교과(창신인재면접전형),신설
창신대,사회복지학과(야),교과,학생부교과(지역인재전형),신설
창신대,AI로봇산업학과,교과,학생부교과(창신인재면접전형),신설
창신대,방산AI융합학과,교과,학생부교과(창신인재면접전형),신설
창신대,[유형1] 자유전공학부 공통,교과,학생부교과(창신인재면접전형),신설
창신대,부동산경영학과(야),교과,학생부교과(창신인재면접전형),신설
창신대,[유형2] 자유전공학부 인문·사회·예술계열,교과,학생부교과(지역인재전형),신설
창신대,[유형2] 자유전공학부 자연·공학계열,교과,학생부교과(지역인재전형),신설
창원대,GAST자율전공학부,교과,학생부교과(글로컬인재전형),신설
창원대,기계항공자율전공학부,교과,학생부교과(글로컬인재전형),신설
창원대,자연과학계열 자율전공학부,교과,학생부교과(글로컬인재전형),신설
창원대,AI생명과학과,교과,학생부교과(학업성적우수자전형),신설
창원대,AI전기공학과,교과,학생부교과(학업성적우수자전형),신설
창원대,모빌리티기계공학과,교과,학생부교과(학업성적우수자전형),신설
창원대,문화기술융합학과,교과,학생부교과(학업성적우수자전형),신설
창원대,미생물생명공학과,교과,학생부교과(학업성적우수자전형),신설
창원대,반도체물리학과,교과,학생부교과(학업성적우수자전형),신설
창원대,생명보건학과,교과,학생부교과(학업성적우수자전형),신설
창원대,수학과,교과,학생부교과(학업성적우수자전형),신설
창원대,에너지기계공학과,교과,학생부교과(학업성적우수자전형),신설
창원대,원자력기계공학과,교과,학생부교과(학업성적우수자전형),신설
창원대,인공지능공학과,교과,학생부교과(학업성적우수자전형),신설
창원대,인공지능디펜스공학과,교과,학생부교과(학업성적우수자전형),신설
창원대,인공지능파이낸스학과,교과,학생부교과(학업성적우수자전형),신설
창원대,인공지능화학공학과,교과,학생부교과(학업성적우수자전형),신설
창원대,화학과,교과,학생부교과(학업성적우수자전형),신설
창원대,모빌리티기계공학과,종합,학생부종합(지역인재전형),신설
창원대,문화기술융합학과,종합,학생부종합(지역인재전형),신설
창원대,생명보건학과,종합,학생부종합(지역인재전형),신설
창원대,에너지기계공학과,종합,학생부종합(지역인재전형),신설
창원대,원자력기계공학과,종합,학생부종합(지역인재전형),신설
창원대,인공지능공학과,종합,학생부종합(지역인재전형),신설
창원대,인공지능화학공학과,종합,학생부종합(지역인재전형),신설
창원대,재료금속공학과,종합,학생부종합(지역인재전형),신설
창원대,화학과,종합,학생부종합(지역인재전형),신설
창원대,글로벌문화산업학과,종합,학생부종합(지역인재전형),신설
창원대,글로벌인재개발학과,종합,학생부종합(지역인재전형),신설
창원대,AI생명과학과,종합,학생부종합(지역인재전형),신설
창원대,AI전기공학과,종합,학생부종합(지역인재전형),신설
창원대,GAST자율전공학부,종합,학생부종합(지역인재전형),신설
창원대,기계항공자율전공학부,종합,학생부종합(지역인재전형),신설
창원대,미생물생명공학과,종합,학생부종합(지역인재전형),신설
창원대,반도체물리학과,종합,학생부종합(지역인재전형),신설
창원대,수학과,종합,학생부종합(지역인재전형),신설
창원대,인공지능디펜스공학과,종합,학생부종합(지역인재전형),신설
창원대,인공지능파이낸스학과,종합,학생부종합(지역인재전형),신설
창원대,자연과학계열 자율전공학부,종합,학생부종합(지역인재전형),신설
청운대(인천),AI융합학과,교과,학생부교과(일반전형),신설
청주대,경제금융학과,교과,학생부교과(지역인재전형),신설
초당대,뷰티디자인학부,교과,학생부교과(일반학생전형),신설
초당대,사회복지·제약보건학부,교과,학생부교과(일반학생전형),신설
초당대,소방·군사·경찰학부,교과,학생부교과(일반학생전형),신설
초당대,호텔조리베이커리학부,교과,학생부교과(일반학생전형),신설
총신대,기독교교육과,교과,학생부교과(교과우수자),신설
총신대,아동학과,교과,학생부교과(교과우수자),신설
총신대,역사교육과,교과,학생부교과(교과우수자),신설
총신대,영어교육과,교과,학생부교과(교과우수자),신설
총신대,중독상담학과,교과,학생부교과(교과우수자),신설
총신대,중독상담학과,종합,학생부종합(코람데오인재),신설
추계예술대,콘텐츠창작학부,교과,학생부교과(미래인재전형),신설
충남대,국토안보학전공(남),교과,학생부교과(국가안보교과전형),신설
충남대,국토안보학전공(여),교과,학생부교과(국가안보교과전형),신설
충남대,[유형2] 경상대학자율전공,교과,학생부교과(지역인재전형),신설
충남대,[유형2] 사회과학대학자율전공,교과,학생부교과(지역인재전형),신설
충남대,[유형2] 인문대학자율전공,교과,학생부교과(지역인재전형),신설
충남대,[유형2] 지식융합학부자율전공,교과,학생부교과(지역인재전형),신설
충남대,농업경제학과,교과,학생부교과(지역인재전형),신설
충남대,동물바이오시스템과학과,교과,학생부교과(지역인재전형),신설
충남대,동물자원생명과학과,교과,학생부교과(지역인재전형),신설
충남대,산림환경자원학과,교과,학생부교과(지역인재전형),신설
충남대,생물환경화학과,교과,학생부교과(지역인재전형),신설
충남대,스마트농업시스템기계공학과,교과,학생부교과(지역인재전형),신설
충남대,식물자원학과,교과,학생부교과(지역인재전형),신설
충남대,식품공학과,교과,학생부교과(지역인재전형),신설
충남대,원예학과,교과,학생부교과(지역인재전형),신설
충남대,응용생물학과,교과,학생부교과(지역인재전형),신설
충남대,지역환경토목학과,교과,학생부교과(지역인재전형),신설
충남대,환경소재공학과,교과,학생부교과(지역인재전형),신설
충남대,[유형2] 공과대학자율전공,교과,학생부교과(지역인재전형),신설
충남대,[유형2] 농업생명과학대학자율전공,교과,학생부교과(지역인재전형),신설
충남대,[유형2] 생명시스템과학대학자율전공,교과,학생부교과(지역인재전형),신설
충남대,[유형2] 생활과학대학자율전공,교과,학생부교과(지역인재전형),신설
충남대,[유형2] 자연과학대학자율전공,교과,학생부교과(지역인재전형),신설
충남대,동물바이오시스템과학과,종합,학생부종합(학생부종합Ⅰ-서류전형),신설
충남대,동물자원생명과학과,종합,학생부종합(학생부종합Ⅰ-서류전형),신설
충남대,산림환경자원학과,종합,학생부종합(학생부종합Ⅰ-서류전형),신설
충남대,스마트농업시스템기계공학과,종합,학생부종합(학생부종합Ⅰ-서류전형),신설
충남대,식물자원학과,종합,학생부종합(학생부종합Ⅰ-서류전형),신설
충남대,식품공학과,종합,학생부종합(학생부종합Ⅰ-서류전형),신설
충남대,응용생물학과,종합,학생부종합(학생부종합Ⅰ-서류전형),신설
충남대,전기․전자․통신공학교육과,종합,학생부종합(학생부종합Ⅰ-면접전형),신설
충남대,지역환경토목학과,종합,학생부종합(학생부종합Ⅰ-서류전형),신설
충남대,환경소재공학과,종합,학생부종합(학생부종합Ⅰ-서류전형),신설
충북대,생물교육과,교과,학생부교과(지역인재전형),신설
충북대,인공지능학부,교과,학생부교과(지역인재전형),신설
충북대,화학교육과,교과,학생부교과(지역인재전형),신설
충북대,인공지능학부,종합,학생부종합(학생부종합Ⅱ전형),신설
충북대,[유형2] 인문사회자율전공계열,종합,학생부종합(학생부종합Ⅱ전형),신설
충북대,[유형2] 자연과학자율전공계열,종합,학생부종합(학생부종합Ⅱ전형),신설
충북대,약학과,종합,학생부종합(학생부종합Ⅱ전형),미공개
충북대,제약학과,종합,학생부종합(학생부종합Ⅱ전형),미공개
칼빈대,[유형1] 자유전공학부,교과,학생부교과(일반학생전형),신설
평택대,[유형2] AI융합자율전공,교과,학생부교과(PTU추천전형),신설
평택대,AI소프트웨어학과,교과,학생부교과(PTU추천전형),신설
평택대,AI콘텐츠학과,교과,학생부교과(PTU추천전형),신설
평택대,[유형2] 인문사회자율전공,종합,학생부종합(PTU종합전형),신설
평택대,[유형2] AI융합자율전공,종합,학생부종합(PTU종합전형),신설
평택대,AI소프트웨어학과,종합,학생부종합(PTU종합전형),신설
평택대,연극영화과(영화영상),종합,학생부종합(PTU종합전형),신설
평택대,[유형1] 글로벌자율전공학부,종합,학생부종합(PTU종합전형),신설
한경국립대,인공지능학과,교과,학생부교과(지역균형선발-안성),신설
한경국립대,[유형2] AI융합대학,교과,학생부교과(지역균형선발-안성),신설
한경국립대,[유형2] 공과대학,교과,학생부교과(지역균형선발-안성),신설
한경국립대,[유형2] 생명자원과학대학,교과,학생부교과(지역균형선발-안성),신설
한경국립대,[유형2] 인문사회과학대학,교과,학생부교과(지역균형선발-안성),신설
한경국립대,인공지능학과,종합,학생부종합(잠재력우수자-안성),신설
한경국립대,[유형2] AI융합대학,종합,학생부종합(잠재력우수자-안성),신설
한경국립대,[유형2] 공과대학,종합,학생부종합(잠재력우수자-안성),신설
한경국립대,[유형2] 생명자원과학대학,종합,학생부종합(잠재력우수자-안성),신설
한경국립대,[유형2] 인문사회과학대학,종합,학생부종합(잠재력우수자-안성),신설
한국공대,[유형2] 경영학부,논술,논술(논술우수자),신설
한국공대,[유형2] AI융합대학,논술,논술(논술우수자),신설
한국공대,[유형2] 첨단융합대학,논술,논술(논술우수자),신설
한국공대,에너지공학전공,교과,학생부교과(지역균형),신설
한국공대,전기공학전공,교과,학생부교과(지역균형),신설
한국공대,에너지공학전공,종합,학생부종합(창의인재),신설
한국공대,전기공학전공,종합,학생부종합(창의인재),신설
한국교통대,AI소프트웨어학과,교과,학생부교과(지역인재전형),신설
한국교통대,항공서비스학과,종합,학생부종합(학생부종합Ⅰ전형),신설
한국교통대,AI소프트웨어학과,종합,학생부종합(학생부종합Ⅱ전형),신설
한국교통대,컴퓨터공학과,종합,학생부종합(학생부종합Ⅱ전형),신설
한국교통대(증평),생명공학과,교과,학생부교과(지역인재전형),신설
한국교통대(증평),식품공학과,교과,학생부교과(지역인재전형),신설
한국교통대(증평),식품영양학과,교과,학생부교과(지역인재전형),신설
한국기술교대,[유형1] 사회융합자율전공,논술,논술(논술전형),신설
한국기술교대,고용서비스정책학과,논술,논술(논술전형),미공개
한국기술교대,데이터경영전공,논술,논술(논술전형),신설
한국기술교대,융합경영전공,논술,논술(논술전형),신설
한국기술교대,[유형1] ICT융합자율전공,논술,논술(논술전형),신설
한국기술교대,[유형1] 공학융합자율전공,논술,논술(논술전형),신설
한국기술교대,AI·소프트웨어전공,논술,논술(논술전형),신설
한국기술교대,AI정보통신공학전공,논술,논술(논술전형),신설
한국기술교대,건축공학과,논술,논술(논술전형),미공개
한국기술교대,기계공학부,논술,논술(논술전형),미공개
한국기술교대,디자인공학과,논술,논술(논술전형),미공개
한국기술교대,메카트로닉스공학부,논술,논술(논술전형),미공개
한국기술교대,에너지신소재공학전공,논술,논술(논술전형),미공개
한국기술교대,전기공학전공,논술,논술(논술전형),신설
한국기술교대,전자공학전공,논술,논술(논술전형),신설
한국기술교대,컴퓨터공학전공,논술,논술(논술전형),신설
한국기술교대,화학생명공학전공,논술,논술(논술전형),미공개
한국기술교대,반도체·디스플레이공학과,종합,학생부종합(충남형계약학과(조기취업형))(정원외),신설
한국외대,AI융합대학(서울)[통합모집],논술,논술(논술전형),신설
한국외대,ELLT학과,논술,논술(논술전형),미공개
한국외대,Language & AI융합학부,논술,논술(논술전형),미공개
한국외대,Language & Diplomacy학부,논술,논술(논술전형),미공개
한국외대,Language & Trade학부,논술,논술(논술전형),미공개
한국외대,Social Science & AI융합학부,논술,논술(논술전형),미공개
한국외대,경영학부,논술,논술(논술전형),미공개
한국외대,경제학부,논술,논술(논술전형),미공개
한국외대,국제통상학과,논술,논술(논술전형),미공개
한국외대,국제학부,논술,논술(논술전형),미공개
한국외대,네덜란드어과,논술,논술(논술전형),미공개
한국외대,노어과,논술,논술(논술전형),미공개
한국외대,독일어과,논술,논술(논술전형),미공개
한국외대,말레이·인도네시아학과,논술,논술(논술전형),미공개
한국외대,몽골학과,논술,논술(논술전형),미공개
한국외대,미디어커뮤니케이션학부,논술,논술(논술전형),미공개
한국외대,베트남학과,논술,논술(논술전형),미공개
한국외대,스칸디나비아어과,논술,논술(논술전형),미공개
한국외대,스페인어과,논술,논술(논술전형),미공개
한국외대,아랍어과,논술,논술(논술전형),미공개
한국외대,영미문학·문화학과,논술,논술(논술전형),미공개
한국외대,영어통번역학과,논술,논술(논술전형),미공개
한국외대,융합일본지역학부,논술,논술(논술전형),미공개
한국외대,이탈리아어과,논술,논술(논술전형),미공개
한국외대,인도·남아시아학과,논술,논술(논술전형),미공개
한국외대,일본언어문화학부,논술,논술(논술전형),미공개
한국외대,정치외교학과,논술,논술(논술전형),미공개
한국외대,중국언어문화학부,논술,논술(논술전형),미공개
한국외대,중국외교통상학부,논술,논술(논술전형),미공개
한국외대,태국학과,논술,논술(논술전형),미공개
한국외대,튀르키예·아제르바이잔학과,논술,논술(논술전형),미공개
한국외대,페르시아어·이란학과,논술,논술(논술전형),미공개
한국외대,포르투갈어과,논술,논술(논술전형),미공개
한국외대,프랑스어학부,논술,논술(논술전형),미공개
한국외대,행정학과,논술,논술(논술전형),미공개
한국외대,[유형1] 자유전공학부(서울),논술,논술(논술전형),신설
한국외대,AI융합대학(서울)[통합모집],종합,학생부종합(서류형),신설
한국외대(글로벌),Global Business & Technology학부,논술,논술(논술전형),미공개
한국외대(글로벌),국제금융학과,논술,논술(논술전형),미공개
한국외대(글로벌),글로벌스포츠산업학부,논술,논술(논술전형),미공개
한국외대(글로벌),디지털콘텐츠학부,논술,논술(논술전형),미공개
한국외대(글로벌),사학과,논술,논술(논술전형),미공개
한국외대(글로벌),언어인지과학과,논술,논술(논술전형),미공개
한국외대(글로벌),융합인재학부,논술,논술(논술전형),미공개
한국외대(글로벌),철학과,논술,논술(논술전형),미공개
한국외대(글로벌),투어리즘 & 웰니스학부,논술,논술(논술전형),미공개
한국외대(글로벌),AI데이터융합학부,논술,논술(논술전형),미공개
한국외대(글로벌),AI로봇공학과,논술,논술(논술전형),신설
한국외대(글로벌),AI융합대학(글로벌)[통합모집],논술,논술(논술전형),신설
한국외대(글로벌),Finance & AI융합학부,논술,논술(논술전형),미공개
한국외대(글로벌),기후변화융합학부,논술,논술(논술전형),미공개
한국외대(글로벌),바이오메디컬공학부,논술,논술(논술전형),미공개
한국외대(글로벌),반도체전자공학부(반도체공학전공),논술,논술(논술전형),미공개
한국외대(글로벌),반도체전자공학부(전자공학전공),논술,논술(논술전형),신설
한국외대(글로벌),산업경영공학과,논술,논술(논술전형),미공개
한국외대(글로벌),생명공학과,논술,논술(논술전형),미공개
한국외대(글로벌),수학과,논술,논술(논술전형),미공개
한국외대(글로벌),전자물리학과,논술,논술(논술전형),미공개
한국외대(글로벌),컴퓨터공학부,논술,논술(논술전형),미공개
한국외대(글로벌),통계학과,논술,논술(논술전형),미공개
한국외대(글로벌),화학과,논술,논술(논술전형),미공개
한국외대(글로벌),환경학과,논술,논술(논술전형),미공개
한국외대(글로벌),[유형1] 자유전공학부(글로벌),논술,논술(논술전형),미공개
한국외대(글로벌),AI로봇공학과,종합,학생부종합(SW인재),신설
한국외대(글로벌),AI융합대학(글로벌)[통합모집],종합,학생부종합(서류형),신설
한국외대(송도),글로벌바이오 & 비즈니스융합학부,종합,학생부종합(서류형),신설
한국체육대,사회체육학과,교과,학생부교과(교과성적우수자전형),신설
한국항공대,항공운항학과,논술,논술(논술우수자),미공개
한국항공대,[유형1] 자유전공학부(공학적성),논술,논술(논술우수자),신설
한국항공대,[유형1] 자유전공학부(사회적성),논술,논술(논술우수자),신설
한국항공대,[유형1] 자유전공학부(이학적성),논술,논술(논술우수자),신설
한국해양대,첨단소재공학과,교과,학생부교과(지역인재전형),신설
한국해양대,첨단소재공학과,종합,학생부종합(아치해양인재전형Ⅰ(일반)),신설
한국해양대,해양과학융합학부 해양환경학전공,종합,학생부종합(아치해양인재전형Ⅰ(일반)),미공개
한남대,탈메이지교양·융합대학자유전공학부,교과,학생부교과(지역인재교과우수자전형),신설
한남대,AI데이터사이언스학과,교과,학생부교과(지역인재교과우수자전형),신설
한남대,AI로봇융합공학과,교과,학생부교과(지역인재교과우수자전형),신설
한남대,나노반도체소재공학과,교과,학생부교과(지역인재교과우수자전형),신설
한남대,산업정보공학과,교과,학생부교과(지역인재교과우수자전형),신설
한남대,AI데이터사이언스학과,종합,학생부종합(한남인재Ⅰ전형),신설
한남대,나노반도체소재공학과,종합,학생부종합(한남인재Ⅰ전형),신설
한남대,산업정보공학과,종합,학생부종합(한남인재Ⅰ전형),신설
한라대,스포츠학과,종합,학생부종합(운곡인재),미공개
한라대,자유전공학부,종합,학생부종합(운곡인재),신설
한림대,글로컬MICE학과,교과,학생부교과(지역인재전형),신설
한림대,[유형2] 의생명과학대학 자율전공,교과,학생부교과(지역인재전형),신설
한림대,인공지능컴퓨팅학부,교과,학생부교과(지역인재전형),신설
한림대,글로컬MICE학과,종합,학생부종합(학교생활우수자전형),신설
한림대,[유형2] 의생명과학대학 자율전공,종합,학생부종합(학교생활우수자전형),신설
한림대,인공지능컴퓨팅학부,종합,학생부종합(학교생활우수자전형),신설
한림대,[유형1] 자유전공학부,종합,학생부종합(학교생활우수자전형),신설
한밭대,회계세무부동산학과(야간),종합,학생부종합(야간),신설
한밭대,전기시스템공학과(야간),종합,학생부종합(야간),신설
한밭대,산업디자인학과,종합,학생부종합(지역인재(종합)),신설
한밭대,시각·영상디자인학과,종합,학생부종합(지역인재(종합)),신설
한서대,[유형2] 인문사회전공자율학과,교과,학생부교과(한서인재전형),신설
한서대,미디어문예창작학과,교과,학생부교과(학생부교과전형),신설
한서대,사회복지학과,교과,학생부교과(지역인재 특별전형),미공개
한서대,항공외국어학과,교과,학생부교과(학생부교과전형),신설
한서대,[유형2] 공학전공자율학과,교과,학생부교과(한서인재전형),신설
한서대,[유형2] 자연과학전공자율학과,교과,학생부교과(한서인재전형),신설
한서대,AI로보틱스학과,교과,학생부교과(학생부교과전형),신설
한서대,AI모빌리티학과,교과,학생부교과(학생부교과전형),신설
한서대,수산생명의학과,교과,학생부교과(지역인재 특별전형),신설
한서대,신소재화학공학과,교과,학생부교과(학생부교과전형),신설
한서대,의료재활학과,교과,학생부교과(학생부교과전형),신설
한서대,항공보안학과,교과,학생부교과(지역인재 특별전형),신설
한서대,환경·토목·건축학과,교과,학생부교과(학생부교과전형),신설
한서대,[유형2] 예체능전공자율학과,교과,학생부교과(학생부교과전형),신설
한서대,공간디자인학과,교과,학생부교과(학생부교과전형),신설
한서대,디지털산업디자인학과,교과,학생부교과(지역인재 특별전형),신설
한서대,문화유산보존학과,교과,학생부교과(학생부교과전형),신설
한서대,영화영상학과,교과,학생부교과(학생부교과전형),신설
한서대,레저해양스포츠학과,교과,학생부교과(한서인재전형),신설
한서대,작업치료학과,종합,학생부종합(융합인재전형),미공개
한성대,AI기계로봇공학과,교과,학생부교과(지역균형전형),신설
한성대,AI기계로봇공학과,종합,학생부종합(한성인재전형),신설
한성대,미래모빌리티학과,종합,학생부종합(한성인재전형),신설
한성대,[유형1] 상상력인재학부,종합,학생부종합(한성인재전형),신설
한세대,[광역] 인문사회학부,교과,학생부교과(면접우수자전형),신설
한세대,[광역] 첨단융합학부,교과,학생부교과(면접우수자전형),신설
한세대,[광역] 인문사회학부,종합,학생부종합(한세인재전형),신설
한세대,신학과,종합,학생부종합(한세인재전형),신설
한세대,[광역] 첨단융합학부,종합,학생부종합(한세인재전형),신설
한세대,간호학과,종합,학생부종합(한세인재전형),신설
한세대,[광역] 디자인학부,종합,학생부종합(한세인재전형),신설
한세대,[유형1] 자유전공학부,종합,학생부종합(한세인재전형),신설
한양대,[유형1] 한양인터칼리지학부(인문),논술,논술,신설
한양대,경영학부,논술,논술,미공개
한양대,경제금융학부,논술,논술,미공개
한양대,관광학부,논술,논술,미공개
한양대,국어국문학과,논술,논술,미공개
한양대,미디어커뮤니케이션학과,논술,논술,미공개
한양대,사학과,논술,논술,미공개
한양대,사회학과,논술,논술,미공개
한양대,연극영화학과(영화),논술,논술,미공개
한양대,정보시스템학과(상경),논술,논술,미공개
한양대,정책학과,논술,논술,미공개
한양대,정치외교학과,논술,논술,미공개
한양대,철학과,논술,논술,미공개
한양대,파이낸스경영학과,논술,논술,미공개
한양대,[유형1] 한양인터칼리지학부(자연),논술,논술,신설
한양대,간호학과,논술,논술,미공개
한양대,건설환경공학과,논술,논술,미공개
한양대,건축공학부,논술,논술,미공개
한양대,건축학부(5년제),논술,논술,미공개
한양대,기계공학부,논술,논술,미공개
한양대,도시공학과,논술,논술,미공개
한양대,물리학과,논술,논술,미공개
한양대,미래자동차공학과,논술,논술,미공개
한양대,산업공학과,논술,논술,미공개
한양대,생명과학과,논술,논술,미공개
한양대,수학과,논술,논술,미공개
한양대,수학교육과,논술,논술,미공개
한양대,식품영양학과,논술,논술,미공개
한양대,신소재공학부,논술,논술,미공개
한양대,융합전자공학부,논술,논술,미공개
한양대,의예과,논술,논술,신설
한양대,전기·생체공학부(전기공학전공),논술,논술,미공개
한양대,컴퓨터소프트웨어학부,논술,논술,미공개
한양대,화학공학과,논술,논술,미공개
한양대,화학과,논술,논술,미공개
한양대,반도체공학과,논술,논술(정원외),신설
한양대(ERICA),지능형시스템공학전공,교과,학생부교과(지역균형선발),신설
한양대(ERICA),지능형클라우드전공,교과,학생부교과(지역균형선발),신설
한양대(ERICA),지능형시스템공학전공,종합,학생부종합(서류형),신설
한양대(ERICA),[계열모집] 서해5도 상경계열,종합,학생부종합(서해 5도)(정원외),신설
한양대(ERICA),[계열모집] 서해5도 인문계열,종합,학생부종합(서해 5도)(정원외),신설
한양대(ERICA),[계열모집] 서해5도 자연계열,종합,학생부종합(서해 5도)(정원외),신설
한양대(ERICA),스마트융합공학부,종합,학생부종합(조기취업형 계약학과)(정원외),신설
협성대,글로벌통상·문화학과,종합,학생부종합(융합인재Ⅱ전형),신설
협성대,[유형1] 자율전공학부(1유형),종합,학생부종합(융합인재Ⅰ전형),신설
호남대,K푸드-조리·영양학부,교과,학생부교과(지역인재전형),신설
호남대,공공안전행정학부,교과,학생부교과(지역인재전형),신설
호남대,AI융합학부,교과,학생부교과(지역인재전형),신설
