대학명,모집단위,권역,지역,세부지역,계열,모집단위2027,교과1전형,교과1_50,교과1_70,교과1_50_5,교과1_70_5,교과2전형,교과2_50,교과2_70,교과2_50_5,교과2_70_5,교과3전형,교과3_50,교과3_70,교과3_50_5,교과3_70_5,종합1전형,종합1_50,종합1_70,종합1_50_5,종합1_70_5,종합2전형,종합2_50,종합2_70,종합2_50_5,종합2_70_5,정시백분위,정시영어한국사,정시반영영역
서울여대,프랑스문화콘텐츠전공,서울,서울,노원구,인문,프랑스문화콘텐츠전공,교과우수자,3.26,3.26,1.99,1.99,,,,,,,,,,,바롬인재면접,3.98,4.71,2.39,2.81,바롬인재서류,3.14,3.14,1.92,1.92,86.35,3/-,국수영탐(1)
서울여대,행정학과,서울,서울,노원구,인문,행정학과,교과우수자,2.92,3.05,1.81,1.88,,,,,,,,,,,바롬인재면접,3.22,3.24,1.96,1.97,바롬인재서류,3.2,3.33,1.95,2.03,87.7,3/-,국수영탐(1)
서울여대,화학과,서울,서울,노원구,자연,화학과,교과우수자,2.75,2.75,1.72,1.72,,,,,,,,,,,바롬인재면접,3.4,3.55,2.06,2.14,바롬인재서류,2.9,2.94,1.8,1.82,87.3,2/-,국수영탐(1)
서울장신대,복지상담학부,경인권,경기,광주시,인문,복지상담학부,일반,5.72,6.43,3.38,3.78,,,,,,,,,,,,,,,,,,,,,33.57142857142857,3/5,국영탐(1)
서울장신대,신학부,경인권,경기,광주시,인문,신학부,교역자추천자,5.86,6.63,3.47,3.88,,,,,,,,,,,,,,,,,,,,,48.857142857142854,4/4,국영탐(1)
서울한영대,사회복지학과,서울,서울,구로구,인문,사회복지학과,일반,5.28,5.46,3.13,3.23,,,,,,,,,,,,,,,,,,,,,60.75,5/4,국영탐(1)한
서울한영대,상담심리학과,서울,서울,구로구,인문,상담심리학과,일반,5.23,5.33,3.1,3.16,,,,,,,,,,,,,,,,,,,,,63.875,4/3,국영탐(1)한
서울한영대,신학과,서울,서울,구로구,인문,신학과,일반,7.24,7.24,4.17,4.17,,,,,,,,,,,,,,,,,,,,,44.875,4/5,국영탐(1)한
서울한영대,아동보육학과,서울,서울,구로구,인문,아동보육학과,일반,6.34,7.11,3.73,4.11,,,,,,,,,,,,,,,,,,,,,64.875,3/4,국영탐(1)한
서울한영대,재활복지학과,서울,서울,구로구,인문,재활복지학과,일반,5.86,5.96,3.47,3.52,,,,,,,,,,,,,,,,,,,,,63.125,4/2,국영탐(1)한
서원대,AI소프트웨어학과,충청권,충북,청주시,자연,AI소프트웨어학과,일반,5.4,6.8,3.2,3.95,,,,,,,,,,,,,,,,,,,,,,-/-,"국수탐(1) 중 2개, 영"
서원대,건축학과,충청권,충북,청주시,자연,건축학부,일반,5,5.9,2.97,3.49,,,,,,,,,,,,,,,,,,,,,,-/-,"국수탐(1) 중 2개, 영"
서원대,경영학부,충청권,충북,청주시,인문,경영학부,일반,4.8,5.8,2.86,3.43,인문계고,5,5.6,2.97,3.31,,,,,,,,,,,,,,,,,-/-,"국수탐(1) 중 2개, 영"
서원대,경찰행정학부,충청권,충북,청주시,인문,경찰행정학부,인문계고,3.7,3.9,2.23,2.34,일반,3.7,3.8,2.23,2.28,창의면접,4.5,5,2.69,2.97,,,,,,,,,,,,-/-,"국수탐(1) 중 2개, 영"
서원대,광고홍보학과,충청권,충북,청주시,인문,광고홍보학과,일반,4.2,4.7,2.51,2.8,인문계고,4.4,4.7,2.63,2.8,,,,,,,,,,,,,,,,,-/-,"국수탐(1) 중 2개, 영"
서원대,교육학과,충청권,충북,청주시,인문,교육학과,일반,3.2,3.4,1.95,2.06,,,,,,,,,,,,,,,,,,,,,,-/-,"국수탐(1) 중 2개, 영"
서원대,국어교육과,충청권,충북,청주시,인문,국어교육과,일반,2.6,2.8,1.63,1.74,,,,,,,,,,,,,,,,,,,,,,-/-,"국수탐(1) 중 2개, 영"
서원대,디자인학과,충청권,충북,청주시,예체능,디자인학과,일반,3.6,4.1,2.17,2.46,,,,,,,,,,,,,,,,,,,,,,-/-,"국수탐(1) 중 2개, 영"
서원대,레저스포츠학부,충청권,충북,청주시,예체능,레저스포츠학부,일반,3.6,3.9,2.17,2.34,창의면접,5.4,7,3.2,4.06,,,,,,,,,,,,,,,,,-/-,
서원대,미디어콘텐츠학부,충청권,충북,청주시,자연,미디어콘텐츠학부,일반,4.1,4.5,2.46,2.69,인문계고,4.1,4.5,2.46,2.69,,,,,,,,,,,,,,,,,-/-,"국수탐(1) 중 2개, 영"
서원대,바이오코스메틱학과,충청권,충북,청주시,자연,바이오코스메틱학과,일반,4.4,4.7,2.63,2.8,인문계고,5.1,5.8,3.03,3.43,,,,,,,,,,,,,,,,,-/-,"국수탐(1) 중 2개, 영"
서원대,뷰티학과,충청권,충북,청주시,예체능,뷰티학과,창의면접,4.9,6,2.92,3.54,인문계고,3.7,4,2.23,2.4,일반,3.9,4.6,2.34,2.75,,,,,,,,,,,66.8,5/-,"국수탐(1) 중 2개, 영"
서원대,사회교육과,충청권,충북,청주시,인문,사회교육과,일반,2.8,3.2,1.74,1.95,,,,,,,,,,,,,,,,,,,,,,-/-,"국수탐(1) 중 2개, 영"
서원대,사회복지학부,충청권,충북,청주시,인문,사회복지학과,일반,4.1,4.4,2.46,2.63,인문계고,4.3,4.6,2.58,2.75,창의면접,4.9,6.2,2.92,3.66,,,,,,,,,,,,-/-,"국수탐(1) 중 2개, 영"
서원대,상담심리학과,충청권,충북,청주시,인문,상담심리학과,일반,3.7,4,2.23,2.4,인문계고,3.8,4.1,2.28,2.46,창의면접,5.2,6.1,3.09,3.6,,,,,,,,,,,,-/-,"국수탐(1) 중 2개, 영"
서원대,생물교육과,충청권,충북,청주시,자연,생물교육과,일반,3.3,3.9,2.01,2.34,,,,,,,,,,,,,,,,,,,,,,-/-,"국수탐(1) 중 2개, 영"
서원대,소방행정학과,충청권,충북,청주시,인문,소방행정학과,일반,3.9,4.3,2.34,2.58,인문계고,4.1,4.4,2.46,2.63,창의면접,5.1,5.6,3.03,3.31,,,,,,,,,,,,-/-,"국수탐(1) 중 2개, 영"
서원대,수학교육과,충청권,충북,청주시,자연,수학교육과,일반,2.6,3.2,1.63,1.95,,,,,,,,,,,,,,,,,,,,,,-/-,"국수탐(1) 중 2개, 영"
서원대,식품공학과,충청권,충북,청주시,자연,식품공학과,일반,5.1,6.9,3.03,4.01,,,,,,,,,,,,,,,,,,,,,,-/-,"국수탐(1) 중 2개, 영"
서원대,식품영양학과,충청권,충북,청주시,자연,식품영양학과,일반,3.8,4.9,2.28,2.92,인문계고,4.5,5,2.69,2.97,,,,,,,,,,,,,,,,,-/-,"국수탐(1) 중 2개, 영"
서원대,아동복지학과,충청권,충북,청주시,인문,아동복지학과,일반,4.4,4.8,2.63,2.86,,,,,,,,,,,,,,,,,,,,,,-/-,"국수탐(1) 중 2개, 영"
서원대,역사교육과,충청권,충북,청주시,인문,역사교육과,일반,2.9,3.3,1.8,2.01,,,,,,,,,,,,,,,,,,,,,,-/-,"국수탐(1) 중 2개, 영"
서원대,영어교육과,충청권,충북,청주시,인문,영어교육과,일반,2.9,3.6,1.8,2.17,,,,,,,,,,,,,,,,,,,,,,-/-,"국수탐(1) 중 2개, 영"
서원대,웹툰콘텐츠학과,충청권,충북,청주시,예체능,웹툰콘텐츠학과,창의면접,4.7,6,2.8,3.54,,,,,,,,,,,,,,,,,,,,,,-/-,
서원대,유아교육과,충청권,충북,청주시,인문,유아교육과,일반,3.5,4.2,2.12,2.51,,,,,,,,,,,,,,,,,,,,,,-/-,"국수탐(1) 중 2개, 영"
서원대,윤리교육과,충청권,충북,청주시,인문,윤리교육과,일반,2.6,2.9,1.63,1.8,,,,,,,,,,,,,,,,,,,,,,-/-,"국수탐(1) 중 2개, 영"
서원대,음악교육과,충청권,충북,청주시,예체능,음악교육과,일반,3.5,4.5,2.12,2.69,,,,,,,,,,,,,,,,,,,,,63.2,3/-,"국수탐(1) 중 2개, 영"
서원대,응급구조학과,충청권,충북,청주시,자연,응급구조학과,일반,3.9,4.3,2.34,2.58,인문계고,4.1,4.4,2.46,2.63,,,,,,,,,,,,,,,,,-/-,"국수탐(1) 중 2개, 영"
서원대,제약공학과,충청권,충북,청주시,자연,제약공학과,일반,4.7,5.4,2.8,3.2,,,,,,,,,,,,,,,,,,,,,,-/-,"국수탐(1) 중 2개, 영"
서원대,체육교육과,충청권,충북,청주시,예체능,체육교육과,일반,2.6,3.3,1.63,2.01,,,,,,,,,,,,,,,,,,,,,84.4,3/-,"국수탐(1) 중 2개, 영"
서원대,컴퓨터공학과,충청권,충북,청주시,자연,컴퓨터공학과,일반,5,6.5,2.97,3.81,창의면접,5.6,6.6,3.31,3.86,,,,,,,,,,,,,,,,72,5/-,"국수탐(1) 중 2개, 영"
서원대,패션의류학과,충청권,충북,청주시,자연,패션의류학과,일반,3.3,3.8,2.01,2.28,창의면접,4.2,5.3,2.51,3.14,인문계고,3.5,3.6,2.12,2.17,,,,,,,,,,,,-/-,"국수탐(1) 중 2개, 영"
서원대,항공관광학과,충청권,충북,청주시,인문,항공관광학과,창의면접,4.6,6.7,2.75,3.91,일반,3.4,3.8,2.06,2.28,,,,,,,,,,,,,,,,,-/-,"국수탐(1) 중 2개, 영"
서원대,헬스케어운동학과,충청권,충북,청주시,예체능,헬스케어운동학과,창의면접,4.9,7.1,2.92,4.1,일반,3.4,3.7,2.06,2.23,,,,,,,,,,,,,,,,,-/-,
서원대,호텔외식조리학부,충청권,충북,청주시,자연,호텔외식조리학부,일반,3.4,4.2,2.06,2.51,창의면접,5.2,7.5,3.09,4.3,인문계고,4.1,4.2,2.46,2.51,,,,,,,,,,,,-/-,"국수탐(1) 중 2개, 영"
서원대,환경공학과,충청권,충북,청주시,자연,환경안전학과,일반,5.8,6.9,3.43,4.01,,,,,,,,,,,,,,,,,,,,,72.8,5/-,"국수탐(1) 중 2개, 영"
선문대,AI모빌리티융합공학과,충청권,충남,아산시,자연,AI모빌리티융합공학과,면접(계약학과),4.43,4.43,2.65,2.65,,,,,,,,,,,,,,,,,,,,,,-/-,국수영탐(1) 중 2개
선문대,AI소프트웨어학과,충청권,충남,아산시,자연,AI소프트웨어학과,면접(계약학과),,,,,일반,6.03,6.5,3.56,3.81,,,,,,서류,6.8,6.8,3.95,3.95,,,,,,23.5,4/4,국수영탐(1) 중 2개
선문대,AI소프트웨어학과,충청권,충남,아산시,자연,AI소프트웨어학과 및 컴퓨터공학부,면접(계약학과),,,,,일반,6.03,6.5,3.56,3.81,,,,,,서류,6.8,6.8,3.95,3.95,,,,,,,-/-,
선문대,IT경영학과,충청권,충남,아산시,인문,IT경영학과,일반,5.5,5.77,3.25,3.41,,,,,,,,,,,서류,,,,,,,,,,,4/7,국수영탐(1) 중 2개
선문대,간호학과,충청권,충남,아산시,자연,간호학과,일반,2.3,2.57,1.47,1.62,면접,2.97,3.3,1.84,2.01,,,,,,서류,3.94,3.94,2.36,2.36,,,,,,78.66666666666666,5/3,국수영탐(1) 중 3개
선문대,건축학부,충청권,충남,아산시,자연,건축학부,일반,4.3,4.63,2.58,2.76,,,,,,,,,,,서류,6.22,6.59,3.67,3.86,,,,,,,4/5,국수영탐(1) 중 2개
선문대,경영학과,충청권,충남,아산시,인문,경영학과,일반,5.03,5.43,2.99,3.22,,,,,,,,,,,서류,6.48,6.78,3.8,3.94,,,,,,,4/7,국수영탐(1) 중 2개
선문대,경찰행정법학과,충청권,충남,아산시,인문,경찰행정법학과,일반,4.23,4.43,2.53,2.65,,,,,,,,,,,서류,6.41,6.48,3.76,3.8,,,,,,,4/4,국수영탐(1) 중 2개
선문대,관광호텔경영학과,충청권,충남,아산시,인문,관광호텔경영학과,일반,5.17,5.5,3.07,3.25,,,,,,,,,,,서류,6.95,6.98,4.03,4.05,,,,,,,4/7,국수영탐(1) 중 2개
선문대,글로벌경제학과,충청권,충남,아산시,인문,글로벌경제학과,일반,5.5,6.23,3.25,3.67,,,,,,,,,,,서류,6.95,6.95,4.03,4.03,,,,,,,4/7,국수영탐(1) 중 2개
선문대,기계공학과,충청권,충남,아산시,자연,기계공학과,일반,4.5,4.9,2.69,2.92,,,,,,,,,,,서류,6.82,6.98,3.96,4.05,,,,,,23.5,4/4,국수영탐(1) 중 2개
선문대,디스플레이반도체공학과,충청권,충남,아산시,자연,디스플레이반도체공학과,일반,5.5,5.63,3.25,3.33,,,,,,,,,,,서류,6.67,6.67,3.9,3.9,,,,,,,4/5,국수영탐(1) 중 2개
선문대,디자인학부 방송콘텐츠디자인전공,충청권,충남,아산시,예체능,디자인학부 방송콘텐츠디자인전공,,,,,,,,,,,,,,,,서류,6.17,6.24,3.64,3.68,,,,,,,-/-,
선문대,디자인학부 시각디자인전공,충청권,충남,아산시,예체능,디자인학부 시각디자인전공,,,,,,,,,,,,,,,,서류,5.53,5.76,3.27,3.41,,,,,,,-/-,
선문대,디지털콘텐츠학과,충청권,충남,아산시,인문,디지털콘텐츠학과,일반,4.43,5.1,2.65,3.03,,,,,,,,,,,서류,6.47,6.47,3.8,3.8,,,,,,,4/4,국수영탐(1) 중 2개
선문대,모빌리티시스템공학과,충청권,충남,아산시,자연,모빌리티시스템공학과,면접(계약학과),4.37,5.17,2.61,3.07,,,,,,,,,,,,,,,,,,,,,,-/-,국수영탐(1) 중 2개
선문대,물리치료학과,충청권,충남,아산시,자연,물리치료학과,면접,2.77,3.23,1.72,1.97,일반,2.17,2.23,1.4,1.44,,,,,,서류,4.5,4.5,2.69,2.69,,,,,,76.99999999999999,4/2,국수영탐(1) 중 3개
선문대,미디어커뮤니케이션학부,충청권,충남,아산시,인문,미디어커뮤니케이션학부,일반,4.17,4.5,2.5,2.69,,,,,,,,,,,서류,5.76,5.88,3.41,3.48,,,,,,,4/4,국수영탐(1) 중 2개
선문대,미래자동차공학부,충청권,충남,아산시,자연,미래자동차공학부,일반,5.1,5.37,3.03,3.18,,,,,,,,,,,서류,6.4,6.62,3.76,3.87,,,,,,23.5,4/4,국수영탐(1) 중 2개
선문대,반도체소재공학과,충청권,충남,아산시,자연,반도체소재공학과,일반,4.77,5.3,2.85,3.14,,,,,,,,,,,서류,,,,,,,,,,,4/5,국수영탐(1) 중 2개
선문대,사학과,충청권,충남,아산시,인문,사학과,일반,3.77,4.43,2.27,2.65,,,,,,,,,,,서류,4.83,5.08,2.88,3.02,,,,,,,4/4,국수영탐(1) 중 2개
선문대,사회복지학과,충청권,충남,아산시,인문,사회복지학과,일반,4.5,4.77,2.69,2.85,,,,,,,,,,,서류,5.94,6.31,3.51,3.71,,,,,,,4/4,국수영탐(1) 중 2개
선문대,산업경영공학과,충청권,충남,아산시,자연,산업경영공학과,일반,5.43,5.86,3.22,3.47,,,,,,,,,,,서류,6.71,6.81,3.91,3.96,,,,,,,4/5,국수영탐(1) 중 2개
선문대,상담심리학과,충청권,충남,아산시,인문,상담심리학과,일반,4.23,4.37,2.53,2.61,,,,,,,,,,,서류,5.42,5.88,3.21,3.48,,,,,,,4/4,국수영탐(1) 중 2개
선문대,소방방재안전학과,충청권,충남,아산시,자연,소방방재안전학과,일반,4.77,5.03,2.85,2.99,,,,,,,,,,,서류,6.52,6.52,3.82,3.82,,,,,,,4/5,국수영탐(1) 중 2개
선문대,수산생명의학과,충청권,충남,아산시,자연,수산생명의학과,일반,4.77,5.1,2.85,3.03,,,,,,,,,,,서류,5.83,5.83,3.45,3.45,,,,,,,5/4,국수영탐(1) 중 2개
선문대,스마트팩토리융합공학과,충청권,충남,아산시,자연,스마트팩토리융합공학과,면접(계약학과),5.23,5.23,3.1,3.1,,,,,,,,,,,,,,,,,,,,,,-/-,국수영탐(1) 중 2개
선문대,식품공학・영양학부,충청권,충남,아산시,자연,식품공학・영양학부,일반,4.3,4.43,2.58,2.65,,,,,,,,,,,서류,5.94,5.94,3.51,3.51,,,,,,,5/4,국수영탐(1) 중 2개
선문대,신학과,충청권,충남,아산시,인문,신학과,면접,2.77,3.77,1.72,2.27,,,,,,,,,,,,,,,,,,,,,,-/-,국수영탐(1) 중 2개
선문대,아시아문화학부,충청권,충남,아산시,인문,아시아문화학부,일반,6.23,6.37,3.67,3.74,,,,,,,,,,,서류,6.17,6.29,3.64,3.7,,,,,,,4/7,국수영탐(1) 중 2개
선문대,영화영상학과,충청권,충남,아산시,예체능,영화영상학과,일반,5.1,5.37,3.03,3.18,,,,,,,,,,,서류,5.97,5.97,3.53,3.53,,,,,,33.5,6/6,국수영탐(1) 중 2개
선문대,외국어학부 스페인어중남미전공,충청권,충남,아산시,인문,외국어학부 스페인어중남미전공,일반,4.83,4.9,2.88,2.92,,,,,,,,,,,서류,6.83,6.83,3.97,3.97,,,,,,,4/7,국수영탐(1) 중 2개
선문대,외국어학부 영어학전공,충청권,충남,아산시,인문,외국어학부 영어학전공,일반,4.7,4.97,2.8,2.96,,,,,,,,,,,서류,6.68,6.68,3.9,3.9,,,,,,,4/7,국수영탐(1) 중 2개
선문대,외국어학부 일본어전공,충청권,충남,아산시,인문,외국어학부 일본어전공,일반,3.9,4.03,2.34,2.42,,,,,,,,,,,서류,6.12,6.67,3.61,3.9,,,,,,,4/7,국수영탐(1) 중 2개
선문대,응급구조학과,충청권,충남,아산시,자연,응급구조학과,면접,4.17,4.5,2.5,2.69,일반,4.17,4.23,2.5,2.53,,,,,,서류,5.13,5.29,3.05,3.13,,,,,,45.66666666666667,5/3,국수영탐(1) 중 3개
선문대,자유전공학부,충청권,충남,아산시,공통,자유전공학부,일반,4.3,4.63,2.58,2.76,,,,,,,,,,,서류,6.56,6.91,3.84,4.01,,,,,,,5/5,국수영탐(1) 중 2개
선문대,전자공학과,충청권,충남,아산시,자연,전자공학과,일반,4.57,5.1,2.73,3.03,,,,,,,,,,,서류,6.39,6.39,3.75,3.75,,,,,,,4/5,국수영탐(1) 중 2개
선문대,제약생명공학과,충청권,충남,아산시,자연,제약생명공학과,일반,4.23,4.9,2.53,2.92,,,,,,,,,,,서류,5.94,6.23,3.51,3.67,,,,,,,5/4,국수영탐(1) 중 2개
선문대,지능로봇공학과,충청권,충남,아산시,자연,지능로봇공학과,일반,5.7,6.1,3.37,3.6,,,,,,,,,,,서류,6.88,6.88,4,4,,,,,,23.5,4/4,국수영탐(1) 중 2개
선문대,치위생학과,충청권,충남,아산시,자연,치위생학과,면접,3.97,4.1,2.38,2.46,일반,3.23,3.37,1.97,2.04,,,,,,서류,5.63,5.73,3.33,3.39,,,,,,66.66666666666667,4/5,국수영탐(1) 중 3개
선문대,컴퓨터공학부,충청권,충남,아산시,자연,컴퓨터공학부,일반,5.03,5.57,2.99,3.29,,,,,,,,,,,서류,6.61,6.8,3.87,3.95,,,,,,23.5,4/4,국수영탐(1) 중 2개
선문대,항공서비스학과,충청권,충남,아산시,인문,항공서비스학과,면접,5.17,5.7,3.07,3.37,일반,4.77,4.77,2.85,2.85,,,,,,,,,,,,,,,,,4/7,국수영탐(1) 중 2개
성결대,정보통신공학과,경인권,경기,안양시,자연,ICT공학과,교과성적우수자,3.2,3.4,1.95,2.06,SKU창의,4.8,5.8,2.86,3.43,,,,,,,,,,,,,,,,77.15,5/-,"국수영 중 2개, 탐(1)"
성결대,자율전공학부,경인권,경기,안양시,공통,SK자율전공학부,교과성적우수자,3,3.2,1.85,1.95,,,,,,,,,,,영암학생부종합,4,5.4,2.4,3.2,,,,,,55.3,4/-,"국수영 중 2개, 탐(1)"
성결대,경영학과,경인권,경기,안양시,인문,경영학과,교과성적우수자,2,2.4,1.31,1.52,SKU창의,3.8,4.4,2.28,2.63,,,,,,,,,,,,,,,,78.6,2/-,"국수영 중 2개, 탐(1)"
성결대,공학계열자율전공학부,경인권,경기,안양시,자연,공학계열자율전공학부,교과성적우수자,3.2,3.4,1.95,2.06,SKU창의,4.4,5.6,2.63,3.31,,,,,,영암학생부종합,4.2,5,2.51,2.97,,,,,,76.95,3/-,"국수영 중 2개, 탐(1)"
성결대,국제개발협력학과,경인권,경기,안양시,인문,국제교류개발협력학과,교과성적우수자,3.2,3.6,1.95,2.17,SKU창의,4.6,5.4,2.75,3.2,,,,,,,,,,,,,,,,76.95,3/-,"국수영 중 2개, 탐(1)"
성결대,글로벌물류학과,경인권,경기,안양시,인문,글로벌물류학과,교과성적우수자,3.4,3.6,2.06,2.17,SKU창의,4.8,5.6,2.86,3.31,,,,,,,,,,,,,,,,74.65,4/-,"국수영 중 2개, 탐(1)"
성결대,기독교교육상담학과,경인권,경기,안양시,인문,기독교교육상담학과,교과성적우수자,3.8,4.2,2.28,2.51,기독교,4.4,4.8,2.63,2.86,,,,,,,,,,,,,,,,,-/-,"국수영 중 2개, 탐(1)"
성결대,미디어소프트웨어학과,경인권,경기,안양시,자연,미디어소프트웨어학과,교과성적우수자,3,3.4,1.85,2.06,SKU창의,4.4,5,2.63,2.97,,,,,,,,,,,,,,,,76.9,3/-,"국수영 중 2개, 탐(1)"
성결대,뷰티디자인학과,경인권,경기,안양시,예체능,뷰티디자인학과,교과성적우수자,1.8,2.6,1.22,1.63,SKU창의,3.6,4,2.17,2.4,,,,,,,,,,,,,,,,57.75,4/-,"국수영 중 2개, 탐(1)"
성결대,사회복지학과,경인권,경기,안양시,인문,사회복지학과,교과성적우수자,2.4,3,1.52,1.85,SKU창의,4.2,4.6,2.51,2.75,,,,,,,,,,,,,,,,76.95,4/-,"국수영 중 2개, 탐(1)"
성결대,산업경영공학과,경인권,경기,안양시,자연,산업시스템공학과,교과성적우수자,3.4,3.8,2.06,2.28,SKU창의,5,5.6,2.97,3.31,,,,,,,,,,,,,,,,76.25,3/-,"국수영 중 2개, 탐(1)"
성결대,관광학과,경인권,경기,안양시,인문,스마트관광항공학부(관광학),SKU창의,4.4,5,2.63,2.97,교과성적우수자,3,3.4,1.85,2.06,,,,,,,,,,,,,,,,76.9,3/-,"국수영 중 2개, 탐(1)"
성결대,도시디자인정보공학과,경인권,경기,안양시,자연,스마트도시공학과,교과성적우수자,2.8,3.2,1.74,1.95,SKU창의,4.4,5.2,2.63,3.09,,,,,,,,,,,,,,,,76.25,3/-,"국수영 중 2개, 탐(1)"
성결대,신학과,경인권,경기,안양시,인문,신학과,미래인재,5.2,7,3.09,4.06,목회자추천자,5,7,2.97,4.06,,,,,,,,,,,,,,,,,-/-,"국수영 중 2개, 탐(1)"
성결대,영어영문학과,경인권,경기,안양시,인문,영미언어문화학과,교과성적우수자,3,3.4,1.85,2.06,SKU창의,4.4,5,2.63,2.97,,,,,,,,,,,,,,,,76.85,2/-,"국수영 중 2개, 탐(1)"
성결대,유아교육과,경인권,경기,안양시,인문,유아교육과,교과성적우수자,2.2,2.8,1.42,1.74,SKU창의,3.4,3.8,2.06,2.28,,,,,,,,,,,,,,,,77,3/-,"국수영 중 2개, 탐(1)"
성결대,융합학부,경인권,경기,안양시,인문,융합학부,교과성적우수자,2.8,3.4,1.74,2.06,,,,,,,,,,,,,,,,,,,,,75.95,3/-,"국수영 중 2개, 탐(1)"
성결대,인문사회계열자율전공학부,경인권,경기,안양시,인문,인문사회계열자율전공학부,교과성적우수자,3,3.4,1.85,2.06,SKU창의,4.4,5,2.63,2.97,,,,,,영암학생부종합,3.8,5,2.28,2.97,,,,,,77,1/-,"국수영 중 2개, 탐(1)"
성결대,중어중문학과,경인권,경기,안양시,인문,중국어문화학과,교과성적우수자,3,3.2,1.85,1.95,SKU창의,4.8,5.2,2.86,3.09,,,,,,,,,,,,,,,,71.9,3/-,"국수영 중 2개, 탐(1)"
성결대,컴퓨터공학과,경인권,경기,안양시,자연,컴퓨터AI공학과,교과성적우수자,2.4,2.8,1.52,1.74,SKU창의,3.4,5,2.06,2.97,,,,,,,,,,,,,,,,75.25,4/-,"국수영 중 2개, 탐(1)"
성결대,국어국문학과,경인권,경기,안양시,인문,한국어문화학과,교과성적우수자,2.6,2.8,1.63,1.74,SKU창의,4.4,4.8,2.63,2.86,,,,,,,,,,,,,,,,76.15,3/-,"국수영 중 2개, 탐(1)"
성결대,행정학부,경인권,경기,안양시,인문,행정학부,교과성적우수자,3,3.4,1.85,2.06,SKU창의,4.4,5.6,2.63,3.31,,,,,,,,,,,,,,,,77.3,2/-,"국수영 중 2개, 탐(1)"
성공회대,경영학부,서울,서울,구로구,인문,경영학부,교과성적,1.75,2,1.19,1.31,,,,,,,,,,,열린인재,3.91,4.09,2.35,2.45,,,,,,88,3/2,"국수 중 1개, 영탐(1)"
성공회대,미디어콘텐츠융합학부,서울,서울,구로구,인문,미디어콘텐츠융합학부,교과성적,1.88,2.13,1.25,1.38,,,,,,,,,,,열린인재,3.89,4.13,2.33,2.48,,,,,,86.66666666666666,4/1,"국수 중 1개, 영탐(1)"
성공회대,미래융합학부,서울,서울,구로구,인문,미래융합학부,교과성적,3,3,1.85,1.85,,,,,,,,,,,열린인재,5.1,5.64,3.03,3.34,,,,,,84.66666666666667,4/3,"국수 중 1개, 영탐(1)"
성공회대,사회융합학부,서울,서울,구로구,인문,사회융합학부,교과성적,2.38,2.63,1.51,1.65,,,,,,,,,,,열린인재,4.24,4.33,2.54,2.59,,,,,,88.33333333333334,3/2,"국수 중 1개, 영탐(1)"
성공회대,소프트웨어융합학부,서울,서울,구로구,자연,소프트웨어융합학부,교과성적,2.38,2.75,1.51,1.72,,,,,,,,,,,열린인재,4.61,4.77,2.75,2.85,,,,,,84.66666666666667,3/3,"국수 중 1개, 영탐(1)"
성공회대,인문융합콘텐츠학부,서울,서울,구로구,인문,인문융합콘텐츠학부,교과성적,2.63,2.88,1.65,1.78,,,,,,,,,,,열린인재,4.3,4.5,2.58,2.69,,,,,,86.33333333333333,3/1,"국수 중 1개, 영탐(1)"
성공회대,자유전공학부,서울,서울,구로구,공통,자유전공학부,교과성적,2.75,2.88,1.72,1.78,,,,,,,,,,,,,,,,,,,,,86,4/3,"국수 중 1개, 영탐(1)"
성균관대,건설환경공학부,경인권,경기,수원시,자연,건설환경공학부,학교장추천,1.63,1.69,1.15,1.17,,,,,,,,,,,탐구형,2.45,2.64,1.55,1.65,,,,,,94.65,4/3,국수영탐(2)
성균관대,건설환경공학부,경인권,경기,수원시,자연,건설환경공학부,학교장추천,1.63,1.69,1.15,1.17,,,,,,,,,,,탐구형,2.45,2.64,1.55,1.65,,,,,,94.2,4/3,국수영탐(2)
성균관대,건축학과(5년제),경인권,경기,수원시,자연,건축학과(5년제),학교장추천,1.71,1.74,1.18,1.19,,,,,,,,,,,탐구형,2.17,2.32,1.4,1.49,,,,,,,-/-,국수영탐(2)
성균관대,건축학과(5년제),경인권,경기,수원시,자연,건축학과(5년제),학교장추천,1.71,1.74,1.18,1.19,,,,,,,,,,,탐구형,2.17,2.32,1.4,1.49,,,,,,,-/-,국수영탐(2)
성균관대,공학계열,경인권,경기,수원시,자연,공학계열,학교장추천,1.47,1.48,1.09,1.09,,,,,,,,,,,융합형,1.96,2.25,1.3,1.45,과학인재,4.17,4.61,2.5,2.75,94.7,2/1,국수영탐(2)
성균관대,공학계열,경인권,경기,수원시,자연,공학계열,학교장추천,1.47,1.48,1.09,1.09,,,,,,,,,,,융합형,1.96,2.25,1.3,1.45,과학인재,4.17,4.61,2.5,2.75,94.9,2/1,국수영탐(2)
성균관대,글로벌바이오메디컬공학과,경인권,경기,수원시,자연,글로벌바이오메디컬공학과,학교장추천,1.47,1.5,1.09,1.1,,,,,,,,,,,과학인재,4.2,4.55,2.51,2.72,탐구형,2.88,3.05,1.78,1.88,97.55555555555556,2/1,국수영탐(1)
성균관대,글로벌바이오메디컬공학과,경인권,경기,수원시,자연,글로벌바이오메디컬공학과,학교장추천,1.47,1.5,1.09,1.1,,,,,,,,,,,과학인재,4.2,4.55,2.51,2.72,탐구형,2.88,3.05,1.78,1.88,97.55555555555556,2/1,국수영탐(1)
