대학명,모집단위,계열,전형,백분위,충원,모집인원,경쟁률
전남대,약학부,자연과학계열,일반전형,94,3,12,5.92
전남대,생물교육과,자연과학계열,일반전형,81,7,5,4.8
전남대,동물자원학부,자연과학계열,일반전형,73,6,12,5.75
전남대,화학공학부,공학계열,일반전형,73,23,34,2.91
전남대,경제학부,인문・사회계열,일반전형,78,18,17,6.18
전남대,환경에너지공학과,공학계열,일반전형,71,10,8,4.63
전남대,산업공학과,공학계열,일반전형,83,4,6,5.83
전남대,빅데이터융합학과,자연과학계열,일반전형,68,13,13,3.62
전남대,수학과,자연과학계열,일반전형,74,13,13,4.77
전남대,수의예과,자연과학계열,일반전형,94,18,17,6
전남대,정치외교학과,인문・사회계열,일반전형,79,11,8,6.25
전남대,식품영양과학부,자연과학계열,일반전형,71,13,13,5
전남대,역사교육과,인문・사회계열,일반전형,74,1,6,5.83
전남대,영어교육과,인문・사회계열,일반전형,78,2,11,4.36
전남대,미래모빌리티학과,공학계열,일반전형,65,17,15,3.6
전남대,유아교육과,인문・사회계열,일반전형,75,2,6,5.33
전남대,응용식물학과,자연과학계열,일반전형,77,,7,7.86
전북대,스포츠과학과,자연과학계열,일반전형,69,2,13,5.2
전북대,체육교육과,예체능계열,일반전형,67,3,19,3.2
전북대,영어교육과,인문・사회계열,일반전형,78,4,6,7.5
전북대,교육학과,인문・사회계열,일반전형,74,2,5,7.6
전북대,국어교육과,인문・사회계열,일반전형,75,10,6,5.7
전북대,사회과교육학부,인문・사회계열,일반전형,72,3,13,5.4
전북대,과학교육학부,자연과학계열,일반전형,71,11,18,3.7
전북대,수학교육과,자연과학계열,일반전형,77,8,7,6
전북대,농업생명과학계열,자연과학계열,일반전형,74,51,120,6.5
전북대,인문계열,인문・사회계열,일반전형,71,30,90,5.9
전북대,경상계열,인문・사회계열,일반전형,75,46,92,4.7
전북대,스마트팜학과,자연과학계열,일반전형,70,5,9,6.9
전북대,치의예과,자연과학계열,일반전형,95,24,6,10.5
전북대,자연과학계열 2,자연과학계열,일반전형,72,44,46,5.7
전북대,생활과학계열,자연과학계열,일반전형,69,14,32,5.8
전북대,자연과학계열 1,자연과학계열,일반전형,68,49,58,5
전북대,공학계열 1,공학계열,일반전형,71,140,265,0
전북대,융합자율전공학부 2,공학계열,일반전형,69,6,8,0
전북대,첨단방위산업학과,공학계열,일반전형,79,1,4,0
전북대,공학계열 2,공학계열,일반전형,73,74,146,0
전북대,융합자율전공학부 1,공학계열,일반전형,77,19,37,0
전북대,환경생명자원계열,자연과학계열,일반전형,67,6,23,0
전북대,의예과,자연과학계열,일반전형,97,17,29,0
전북대,간호학과,자연과학계열,일반전형,81,26,38,0
전북대,약학과,자연과학계열,일반전형,95,4,9,0
전북대,수의예과,자연과학계열,일반전형,94,5,16,0
전북대,사회과학계열,인문・사회계열,일반전형,70,41,64,0
전북대,이차전지공학과,공학계열,일반전형,76,1,6,0
전북대,치의예과,자연과학계열,지역인재,95,12,5,9.4
제주대,바이오메디컬정보학과,자연과학계열,일반전형,59,5,10,5.3
제주대,해양산업경찰학과,자연과학계열,일반전형,53,7,10,5.7
제주대,행정학과,인문・사회계열,일반전형,66,10,14,4.29
제주대,산업응용경제학과,인문・사회계열,일반전형,54,6,7,7.86
제주대,경제학과,인문・사회계열,일반전형,64,9,13,4.92
제주대,기계시스템공학과,공학계열,일반전형,60,10,18,4.28
제주대,환경공학과,공학계열,일반전형,56,7,9,7.22
제주대,식물자원환경전공,자연과학계열,일반전형,59,11,6,6.83
제주대,생물학과,자연과학계열,일반전형,54,11,13,4.31
제주대,윤리교육과,인문・사회계열,일반전형,67,5,4,4
제주대,생물교육전공,자연과학계열,일반전형,64,3,4,3
제주대,화공그린에너지학과,공학계열,일반전형,65,4,7,6.86
제주대,초등교육학부,인문・사회계열,일반전형,72,14,44,4.41
제주대,데이터사이언스학과,자연과학계열,일반전형,56,5,14,5
제주대,사학과,인문・사회계열,일반전형,58,5,11,3.18
제주대,영어영문학과,인문・사회계열,일반전형,61,8,9,4.33
제주대,중어중문학과,인문・사회계열,일반전형,55,5,9,7.89
제주대,관광경영학과,인문・사회계열,일반전형,59,9,18,5.11
제주대,경영학과(야),인문・사회계열,일반전형,48,5,8,7.38
제주대,경영정보학과,인문・사회계열,일반전형,62,,8,4.5
제주대,철학과,인문・사회계열,일반전형,61,5,7,7.29
제주대,건축학과,공학계열,일반전형,71,1,6,4.67
제주대,의예과,자연과학계열,일반전형,97,1,11,5.45
제주대,스포츠과학과,예체능계열,일반전형,44,4,15,3.73
제주대,패션의류학과,자연과학계열,일반전형,55,3,11,7.64
제주대,수학과,자연과학계열,일반전형,59,1,11,4.45
제주대,인공지능학과,공학계열,일반전형,65,9,12,3.83
제주대,통신공학과,공학계열,일반전형,55,5,12,5.17
제주대,해양생명과학과,자연과학계열,일반전형,54,5,8,8.13
제주대,화학·코스메틱스학과,자연과학계열,일반전형,58,9,9,4.89
제주대,해양시스템공학과,공학계열,일반전형,58,5,8,7.5
제주대,원예과학전공,자연과학계열,일반전형,55,4,8,5.25
제주대,토목공학과,공학계열,일반전형,59,9,12,4.58
제주대,식품생명공학과,공학계열,일반전형,63,8,8,5.25
제주대,건축공학과,공학계열,일반전형,61,4,6,4.5
제주대,체육교육과,예체능계열,일반전형,63,1,5,6
제주대,수학교육과,자연과학계열,일반전형,76,6,7,5.29
제주대,물리교육전공,자연과학계열,일반전형,58,6,5,4
제주대,경영학과,인문・사회계열,일반전형,69,16,17,4.65
제주대,물리학과,자연과학계열,일반전형,60,6,8,6.13
제주대,지구해양과학과,자연과학계열,일반전형,60,3,7,8.43
제주대,일어일문학과,인문・사회계열,일반전형,58,15,10,6.8
제주대,국어국문학과,인문・사회계열,일반전형,61,4,10,5
제주대,독일학과,인문・사회계열,일반전형,56,2,6,8.5
제주대,수의예과,자연과학계열,일반전형,95,77,15,27.4
제주대,간호학과,자연과학계열,일반전형,73,22,25,5.92
제주대,약학과,자연과학계열,일반전형,95,121,9,52.89
제주대,컴퓨터교육과,자연과학계열,일반전형,72,1,5,6
제주대,언론홍보학과,인문・사회계열,일반전형,62,9,11,4.55
제주대,관광개발학과,인문・사회계열,일반전형,63,12,11,10.27
제주대,생명공학부,자연과학계열,일반전형,59,32,25,4.96
제주대,컴퓨터공학과,공학계열,일반전형,69,9,11,3.73
제주대,원자력공학과,공학계열,일반전형,57,15,15,5.27
제주대,전자공학과,공학계열,일반전형,68,15,13,4.08
제주대,전기공학과,공학계열,일반전형,65,17,10,4.4
제주대,회계학과,인문・사회계열,일반전형,64,16,17,4.29
제주대,사회교육과,인문・사회계열,일반전형,73,8,4,7.75
제주대,식품영양학과,자연과학계열,일반전형,60,6,9,4.56
제주대,영어교육과,인문・사회계열,일반전형,70,9,8,6.88
제주대,수산생명의학과,자연과학계열,일반전형,60,7,11,4.64
제주대,행정학과(야),인문・사회계열,일반전형,49,11,11,5.45
제주대,정치외교학과,인문・사회계열,일반전형,58,17,13,4.46
제주대,사회학과,인문・사회계열,일반전형,62,10,12,4.58
제주대,생활환경복지학과,자연과학계열,일반전형,53,2,9,5
제주대,무역학과,인문・사회계열,일반전형,63,8,11,5.45
제주대,의예과,자연과학계열,지역인재,96,,7,2.57
조선대,의예과,자연과학계열,일반전형,97,12,8,9.13
조선대,치의예과,자연과학계열,일반전형,97,11,5,11
조선대,약학과,자연과학계열,일반전형,94,9,6,8.83
조선대,의예과,자연과학계열,지역인재,95,6,18,4
조선대,치의예과,자연과학계열,지역인재,92,1,12,3.83
조선대,간호학과,자연과학계열,지역인재,65,6,16,3.69
조선대,약학과,자연과학계열,지역인재,94,4,9,6.11
중앙대,화학공학과,공학계열,일반전형,93,31,35,3.91
중앙대,수학과,자연과학계열,일반전형,91,10,17,4.29
중앙대,유아교육과,인문・사회계열,일반전형,90,,10,7.3
중앙대,생명과학과,자연과학계열,일반전형,91,20,20,5.45
중앙대,영어영문학과,인문・사회계열,일반전형,85,13,33,4.12
중앙대,AI학과,공학계열,일반전형,91,16,22,4.59
중앙대,기계공학부,공학계열,일반전형,92,70,68,4.38
중앙대,철학과,인문・사회계열,일반전형,92,6,10,4.8
중앙대,경영학부(글로벌금융전공),인문・사회계열,일반전형,91,25,26,4.04
중앙대,문헌정보학과,인문・사회계열,일반전형,92,17,15,4.8
중앙대,응용통계학과,인문・사회계열,일반전형,93,20,18,4.11
중앙대,국제물류학과,인문・사회계열,일반전형,91,6,15,4.73
중앙대,도시계획부동산학과,인문・사회계열,일반전형,91,18,18,4.44
중앙대,약학부,자연과학계열,일반전형,97,79,49,4.73
중앙대,역사학과,인문・사회계열,일반전형,87,3,11,5.27
중앙대,미디어커뮤니케이션학부,인문・사회계열,일반전형,93,13,24,3.58
중앙대,공공인재학부,인문・사회계열,일반전형,91,18,54,4.39
중앙대,사회학과,인문・사회계열,일반전형,93,19,22,4.95
중앙대,영어교육과,인문・사회계열,일반전형,91,15,20,4.95
중앙대,체육교육과,예체능계열,일반전형,85,7,15,3.87
중앙대,교육학과,인문・사회계열,일반전형,92,8,10,3.8
중앙대,정치국제학과,인문・사회계열,일반전형,90,42,25,4.32
중앙대,건축학부,공학계열,일반전형,91,30,32,3.59
중앙대,사회기반시스템공학부(도시시스템공학전공),공학계열,일반전형,91,14,11,9.18
중앙대,아시아문화학부(중국어문학전공),인문・사회계열,일반전형,90,3,11,7.36
중앙대,산업보안학과(자연),인문・사회계열,일반전형,92,13,16,4.69
중앙대,심리학과,인문・사회계열,일반전형,93,31,21,5.05
중앙대,아시아문화학부(일본어문학전공),인문・사회계열,일반전형,88,10,10,5.6
중앙대,간호학과(인문),자연과학계열,일반전형,91,33,51,2.69
중앙대,간호학과(자연),자연과학계열,일반전형,91,31,40,3.18
중앙대,광고홍보학부(광고홍보학전공),인문・사회계열,일반전형,92,19,19,6.37
중앙대,국어국문학부(국어국문학전공),인문・사회계열,일반전형,86,13,15,3.6
중앙대,물리학과,자연과학계열,일반전형,91,20,17,4.65
중앙대,의학부(의예),자연과학계열,일반전형,99,10,42,2.95
중앙대,공연영상창작학부(영화전공),예체능계열,일반전형,90,11,22,3.77
중앙대,사회기반시스템공학부(건설환경플랜트공학전공),공학계열,일반전형,91,23,19,4.58
중앙대,지능형반도체공학과,공학계열,일반전형,94,13,10,9.4
중앙대,화학과,자연과학계열,일반전형,93,23,16,5.81
중앙대,사회복지학부,인문・사회계열,일반전형,92,20,21,4.52
중앙대,경제학부,인문・사회계열,일반전형,92,57,52,4.35
중앙대,에너지시스템공학부,공학계열,일반전형,91,55,36,5.56
중앙대,창의ICT공과대학,공학계열,일반전형,92,578,152,10.03
중앙대,소프트웨어학부,공학계열,일반전형,93,292,82,12.04
중앙대,경영학부(경영학전공),인문・사회계열,일반전형,92,933,213,12.41
중앙대(다빈치),디자인학부(산업디자인전공),예체능계열,일반전형,78,3,8,4.63
중앙대(다빈치),생명자원공학부(식물생명공학전공),자연과학계열,일반전형,74,23,23,6.61
중앙대(다빈치),디자인학부(패션전공),예체능계열,일반전형,78,7,23,4.3
중앙대(다빈치),생명자원공학부(동물생명공학전공),자연과학계열,일반전형,78,23,25,7.16
중앙대(다빈치),식품공학부(식품영양전공),자연과학계열,일반전형,76,18,21,4.33
중앙대(다빈치),식품공학부(식품공학전공),자연과학계열,일반전형,77,28,36,4.33
중앙대(다빈치),시스템생명공학과,자연과학계열,일반전형,78,28,23,8.39
중앙대(다빈치),디자인학부(공예전공),예체능계열,일반전형,74,4,6,6.17
중앙대(다빈치),디자인학부(실내환경디자인전공),예체능계열,일반전형,76,5,10,4.8
중앙대(다빈치),디자인학부(시각디자인전공),예체능계열,일반전형,83,8,7,4
중앙대(다빈치),공연영상창작학부(사진전공),예체능계열,일반전형,76,12,23,3.35
중앙대(다빈치),첨단소재공학과,공학계열,일반전형,74,14,16,4.56
중앙대(다빈치),예술공학부,공학계열,일반전형,77,42,55,2.84
차의과학대,약학대학,자연과학계열,일반전형,90,12,13,6.23
차의과학대,간호대학,자연과학계열,일반전형,86,34,33,5.58
충남대,사회복지학과,인문・사회계열,일반전형,78,2,3,8.7
충남대,사회학과,인문・사회계열,일반전형,77,,2,10
충남대,언론정보학과,인문・사회계열,일반전형,80,1,4,7.5
충남대,정치외교학과,인문・사회계열,일반전형,76,3,5,16.4
충남대,행정학부,인문・사회계열,일반전형,78,7,10,6
충남대,교육학과,인문・사회계열,일반전형,81,9,7,5.3
충남대,국어교육과,인문・사회계열,일반전형,77,2,8,8.1
충남대,인문사회융합학부,인문・사회계열,일반전형,77,27,34,5.4
충남대,리더십과조직과학전공,인문・사회계열,일반전형,72,,3,11.3
충남대,미생물・분자생명과학과,자연과학계열,일반전형,76,3,6,5.8
충남대,기계공학부,공학계열,일반전형,78,12,19,5.1
충남대,전기공학과,공학계열,일반전형,87,6,7,5.1
충남대,전자공학과,공학계열,일반전형,85,2,9,5.4
충남대,에너지공학과,공학계열,일반전형,80,5,10,5.5
충남대,영어교육과,인문・사회계열,일반전형,77,4,6,10.2
충남대,문헌정보학과,인문・사회계열,일반전형,79,1,4,8.3
충남대,심리학과,인문・사회계열,일반전형,78,1,2,12
충남대,문화와사회융합전공,인문・사회계열,일반전형,77,,2,16
충남대,공공안전융합전공,인문・사회계열,일반전형,72,,2,8
충남대,자연과학융합학부,자연과학계열,일반전형,75,8,18,5.6
충남대,정보통신융합학부,공학계열,일반전형,79,4,21,4.5
충남대,자율전공융합학부,공학계열,일반전형,79,11,24,5.3
충남대,항공우주공학과,공학계열,일반전형,79,5,6,6.8
충남대,기계공학교육과,공학계열,일반전형,75,2,12,5.6
충남대,화학공학교육과,공학계열,일반전형,70,5,10,7.2
충남대,건설공학교육과,공학계열,일반전형,72,3,8,5.8
충남대,전기・전자・통신공학교육과,공학계열,일반전형,72,6,12,5.6
충남대,기술교육과,공학계열,일반전형,83,3,14,4
충남대,수학교육과,자연과학계열,일반전형,79,3,6,4.8
충남대,체육교육과,예체능계열,일반전형,76,2,16,4
충남대,건축학과(5),공학계열,일반전형,77,3,5,6.4
충남대,토목공학과,공학계열,일반전형,77,7,12,4.6
충남대,환경공학과,공학계열,일반전형,78,3,7,5.3
충남대,생명정보융합학과,자연과학계열,일반전형,77,2,7,5.7
충남대,유기재료공학과,공학계열,일반전형,76,8,17,4.6
충남대,도시・자치융합학과,인문・사회계열,일반전형,80,,4,6
충남대,의류학과,자연과학계열,일반전형,78,7,8,6.1
충남대,식품영양학과,자연과학계열,일반전형,75,1,5,5.2
충남대,소비자학과,자연과학계열,일반전형,74,4,4,6.3
충남대,컴퓨터인공지능학부,공학계열,일반전형,83,29,40,4.2
충남대,신소재공학과,공학계열,일반전형,79,10,14,7.5
충남대,약학과,자연과학계열,일반전형,96,18,12,7.8
충남대,스마트시티건축공학과,공학계열,일반전형,75,3,12,5.1
충남대,자율운항시스템공학과,공학계열,일반전형,80,1,11,4.6
충남대,생물과학과,자연과학계열,일반전형,77,4,7,7.1
충남대,메카트로닉스공학과,공학계열,일반전형,80,9,8,5
충남대,응용화학공학과,공학계열,일반전형,83,8,15,4.3
충남대,고고학과,인문・사회계열,일반전형,72,,5,6.8
충남대,불어불문학과,인문・사회계열,일반전형,77,3,5,6.2
충남대,독어독문학과,인문・사회계열,일반전형,76,3,7,7.3
충남대,영어영문학과,인문・사회계열,일반전형,80,6,13,6.6
충남대,한문학과,인문・사회계열,일반전형,75,2,5,7.4
충남대,중어중문학과,인문・사회계열,일반전형,72,3,7,5.1
충남대,국사학과,인문・사회계열,일반전형,76,,3,6.7
충남대,농생명융합학부,자연과학계열,일반전형,73,23,34,6.6
충남대,일어일문학과,인문・사회계열,일반전형,75,3,4,7.8
충남대,국어국문학과,인문・사회계열,일반전형,81,4,7,7.9
충남대,언어학과,인문・사회계열,일반전형,72,2,2,7.5
충남대,사학과,인문・사회계열,일반전형,85,1,5,8.2
충남대,경영학부,인문・사회계열,일반전형,85,23,45,3.9
충남대,국제학부,인문・사회계열,일반전형,80,2,2,8
충남대,수학과,자연과학계열,일반전형,74,10,10,5.9
충남대,무역학과,인문・사회계열,일반전형,77,4,12,5.3
충남대,경제학과,인문・사회계열,일반전형,80,2,9,5
충남대,생화학과,자연과학계열,일반전형,83,,5,11.2
충남대,수의예과,자연과학계열,일반전형,95,9,10,7.8
충남대,공학융합학부,공학계열,일반전형,83,24,18,6.6
충남대,화학과,자연과학계열,일반전형,84,15,16,8
충남대,해양환경과학과,자연과학계열,일반전형,73,4,4,10.3
충남대,스포츠과학과,예체능계열,일반전형,76,4,14,5.3
충남대,철학과,인문・사회계열,일반전형,75,4,6,10.2
충남대,정보통계학과,자연과학계열,일반전형,79,8,5,8
충남대,물리학과,자연과학계열,일반전형,80,14,13,5.8
충남대,천문우주과학과,자연과학계열,일반전형,75,6,4,14.3
충남대,지질환경과학과,자연과학계열,일반전형,72,3,9,7.8
충남대,의예과,자연과학계열,일반전형,94,11,13,4.5
충남대,간호학과,자연과학계열,일반전형,81,11,19,3.8
충남대,반도체융합학과,자연과학계열,일반전형,78,21,14,7.6
충남대,수의예과,자연과학계열,지역인재,95,,10,4.9
충남대,의예과,자연과학계열,지역인재,94,3,30,3.2
충남대,간호학과,자연과학계열,지역인재,81,2,8,4
충북대,반도체공학부,공학계열,일반전형,77,1,9,3.44
충북대,식물자원학과,자연과학계열,일반전형,72,1,6,9.5
충북대,특용식물학과,자연과학계열,일반전형,73,1,6,9.33
충북대,화학과,자연과학계열,일반전형,68,6,9,4.89
충북대,환경생명화학과,자연과학계열,일반전형,76,,5,9.2
충북대,지구환경과학과,자연과학계열,일반전형,67,6,6,6.67
충북대,전기공학부,공학계열,일반전형,74,3,12,3
충북대,수의예과,자연과학계열,일반전형,94,8,7,12.86
충북대,산림학과,자연과학계열,일반전형,70,4,6,9.67
충북대,목재・종이과학과,자연과학계열,일반전형,72,3,5,8.4
충북대,미생물학과,자연과학계열,일반전형,68,2,7,5.43
충북대,생물학과,자연과학계열,일반전형,70,8,9,5.44
충북대,생화학과,자연과학계열,일반전형,74,4,8,5.25
충북대,식물의학과,자연과학계열,일반전형,72,3,8,8
충북대,전자공학과,공학계열,일반전형,77,,8,3.75
충북대,영어영문학과,인문・사회계열,일반전형,76,3,7,7.57
충북대,독일언어문화학과,인문・사회계열,일반전형,75,,6,9.33
충북대,프랑스언어문화학과,인문・사회계열,일반전형,74,3,6,9.5
충북대,고고미술사학과,인문・사회계열,일반전형,75,6,6,8.67
충북대,사학과,인문・사회계열,일반전형,73,5,6,5.83
충북대,국어국문학과,인문・사회계열,일반전형,77,8,6,8
충북대,러시아언어문화학과,인문・사회계열,일반전형,65,3,6,8.17
충북대,전자정보자율전공학부,공학계열,일반전형,72,3,15,3.87
충북대,중어중문학과,인문・사회계열,일반전형,76,4,7,8.57
충북대,농업경제학과,인문・사회계열,일반전형,76,2,6,8.5
충북대,지역건설공학과,공학계열,일반전형,78,,5,9.6
충북대,철학과,인문・사회계열,일반전형,70,1,8,9
충북대,경영정보학과,인문・사회계열,일반전형,71,3,10,7.3
충북대,경영학부,인문・사회계열,일반전형,74,25,28,5.68
충북대,국제경영학과,인문・사회계열,일반전형,77,8,16,6.13
충북대,원예과학과,자연과학계열,일반전형,76,1,6,11
충북대,소프트웨어학부,공학계열,일반전형,73,13,13,5.46
충북대,지능로봇공학과,공학계열,일반전형,71,4,6,8.33
충북대,컴퓨터공학과,공학계열,일반전형,63,4,9,3.89
충북대,천문우주학과,자연과학계열,일반전형,71,9,9,5.22
충북대,수학과,자연과학계열,일반전형,69,10,8,4
충북대,식품생명공학과,자연과학계열,일반전형,76,1,8,9.25
충북대,정보통신공학부,공학계열,일반전형,72,5,18,3.67
충북대,물리학과,자연과학계열,일반전형,72,2,8,4.88
충북대,정보통계학과,자연과학계열,일반전형,70,4,7,6.57
충북대,바이오헬스학부,자연과학계열,일반전형,76,8,17,4.59
충북대,축산학과,자연과학계열,일반전형,70,2,7,9.57
충북대,바이오시스템공학과,공학계열,일반전형,77,7,8,13.88
충북대,토목공학부,공학계열,일반전형,72,10,19,4.53
충북대,도시공학과,공학계열,일반전형,71,9,7,6
충북대,건축학과,공학계열,일반전형,78,1,5,5.2
충북대,건축공학과,공학계열,일반전형,66,10,8,4.13
충북대,체육교육과,예체능계열,일반전형,78,9,18,7.89
충북대,수학교육과,자연과학계열,일반전형,71,3,6,5.5
충북대,공학자율전공학부,공학계열,일반전형,75,23,15,4.53
충북대,심리학과,인문・사회계열,일반전형,75,2,5,9.2
충북대,의예과,자연과학계열,일반전형,96,6,6,8.67
충북대,간호학과,자연과학계열,일반전형,84,6,11,7.45
충북대,경제학과,인문・사회계열,일반전형,73,8,11,9
충북대,식품영양학과,자연과학계열,일반전형,77,2,4,13
충북대,의류학과,자연과학계열,일반전형,77,1,5,9.8
충북대,기계공학부,공학계열,일반전형,77,19,12,5.5
충북대,환경공학과,공학계열,일반전형,72,5,6,8
충북대,신소재공학과,공학계열,일반전형,72,4,6,4.83
충북대,공업화학과,공학계열,일반전형,74,5,7,4.43
충북대,화학공학과,공학계열,일반전형,70,5,8,4.88
충북대,안전공학과,공학계열,일반전형,68,8,6,5.83
충북대,물리교육과,자연과학계열,일반전형,71,2,5,7.4
충북대,사회교육과,인문・사회계열,일반전형,75,,4,8
충북대,영어교육과,인문・사회계열,일반전형,80,8,5,6
충북대,국어교육과,인문・사회계열,일반전형,73,3,5,8.4
충북대,행정학과,인문・사회계열,일반전형,77,4,7,8.71
충북대,정치외교학과,인문・사회계열,일반전형,75,5,7,9.14
충북대,사회학과,인문・사회계열,일반전형,76,,7,8.14
충북대,아동복지학과,인문・사회계열,일반전형,70,4,4,9.75
충북대,자율전공학부(인문사회자율전공계열),인문・사회계열,일반전형,74,76,14,24.64
충북대,자율전공학부(자연과학자율전공계열),자연과학계열,일반전형,79,101,43,17.19
충북대,수의예과,자연과학계열,지역인재,94,13,7,7.71
충북대,의예과,자연과학계열,지역인재,96,5,18,3.33
충북대,간호학과,자연과학계열,지역인재,76,2,6,4.33
충북대,약학과,자연과학계열,지역인재,96,1,4,6.25
충북대,제약학과,자연과학계열,지역인재,93,,4,6
한국외대,중앙아시아학과,인문・사회계열,일반전형,79,9,6,9.67
한국외대,ELLT학과,인문・사회계열,일반전형,89,5,11,5.27
한국외대,태국학과,인문・사회계열,일반전형,87,,5,9.6
한국외대,말레이인도네시아어과,인문・사회계열,일반전형,84,3,5,7.6
한국외대,한국학과,인문・사회계열,일반전형,75,5,5,7
한국외대,튀르키예・아제르바이잔학과,인문・사회계열,일반전형,88,7,5,9.4
한국외대,디지털콘텐츠학부,인문・사회계열,일반전형,76,14,9,7.33
한국외대,한국어교육과,인문・사회계열,일반전형,90,3,9,3.22
한국외대,영어교육과,인문・사회계열,일반전형,90,6,9,3.89
한국외대,그리스・불가리아학과,인문・사회계열,일반전형,76,3,6,14.17
한국외대,몽골어과,인문・사회계열,일반전형,85,2,7,5.43
한국외대,베트남어과,인문・사회계열,일반전형,86,5,5,13.6
한국외대,아랍어과,인문・사회계열,일반전형,89,9,14,4.46
한국외대,아프리카학부,인문・사회계열,일반전형,76,14,13,6.75
한국외대,바이오메디컬공학부,공학계열,일반전형,82,6,10,6.8
한국외대,Language & Trade학부,인문・사회계열,일반전형,90,4,8,4.13
한국외대,기후변화융합학부,자연과학계열,일반전형,77,13,18,5
한국외대,AI데이터융합학부,자연과학계열,일반전형,79,12,12,7.27
한국외대,반도체전자공학부(반도체공학전공),공학계열,일반전형,80,5,10,4.7
한국외대,인도어과,인문・사회계열,일반전형,89,1,5,9.4
한국외대,페르시아어・이란학과,인문・사회계열,일반전형,87,1,5,12
한국외대,국제학부,인문・사회계열,일반전형,91,13,8,5.75
한국외대,Social Science & AI융합학부,인문・사회계열,일반전형,89,14,19,6.11
한국외대,특수외국어(중동지역)계열,인문・사회계열,일반전형,89,7,21,4.86
한국외대,특수외국어(인도・아세안지역)계열,인문・사회계열,일반전형,89,17,24,5.46
한국외대,일본언어문화학부,인문・사회계열,일반전형,89,15,11,5.27
한국외대,중국언어문화학부,인문・사회계열,일반전형,90,6,13,4.85
한국외대,영어통번역학과,인문・사회계열,일반전형,85,4,11,3.91
한국외대,철학과,인문・사회계열,일반전형,78,7,8,6.86
한국외대,행정학과,인문・사회계열,일반전형,88,8,11,5.18
한국외대,정치외교학과,인문・사회계열,일반전형,91,10,10,4.4
한국외대,독일어과,인문・사회계열,일반전형,90,4,22,5.09
한국외대,특수외국어(유럽지역)계열,인문・사회계열,일반전형,91,13,24,4.42
한국외대,핵심외국어계열,인문・사회계열,일반전형,88,23,54,3.78
한국외대,영어대학[통합모집],인문・사회계열,일반전형,90,16,37,4.3
한국외대,언어인지과학과,인문・사회계열,일반전형,81,3,6,6
한국외대,사학과,인문・사회계열,일반전형,75,3,6,15.67
한국외대,포르투갈어과,인문・사회계열,일반전형,88,,5,8.2
한국외대,이탈리아어과,인문・사회계열,일반전형,91,1,5,11
한국외대,스칸디나비아어과,인문・사회계열,일반전형,86,1,5,8.2
한국외대,네덜란드어과,인문・사회계열,일반전형,87,1,6,14.17
한국외대,스페인어과,인문・사회계열,일반전형,89,13,23,4.26
한국외대,노어과,인문・사회계열,일반전형,89,3,12,5.17
한국외대,국제통상학과,인문・사회계열,일반전형,90,11,10,5.9
한국외대,영미문학.문화학과,인문・사회계열,일반전형,89,2,11,4.55
한국외대,융합일본지역학부,인문・사회계열,일반전형,86,1,8,11.88
한국외대,중국외교통상학부,인문・사회계열,일반전형,86,7,11,4.55
한국외대,Language & Diplomacy학부,인문・사회계열,일반전형,91,13,14,5.64
한국외대,헝가리학과,인문・사회계열,일반전형,78,,7,5.86
한국외대,세르비아・크로아티아학과,인문・사회계열,일반전형,77,2,7,7.29
한국외대,우크라이나학과,인문・사회계열,일반전형,76,4,8,6
한국외대,국가전략언어계열,인문・사회계열,일반전형,75,33,52,4.88
한국외대,프랑스어학부,인문・사회계열,일반전형,90,3,14,5.21
한국외대,미디어커뮤니케이션학부,인문・사회계열,일반전형,90,10,12,5.92
한국외대,반도체전자공학부(전자공학전공),공학계열,일반전형,77,6,14,3.62
한국외대,공과계열,공학계열,일반전형,80,23,67,3.64
한국외대,체코・슬로바키아학과,인문・사회계열,일반전형,76,8,7,7.71
한국외대,경제학부,인문・사회계열,일반전형,91,17,20,4.84
한국외대,중국학대학[통합모집],인문・사회계열,일반전형,90,2,21,3.86
한국외대,일본학대학[통합모집],인문・사회계열,일반전형,86,5,16,4.13
한국외대,사회과학대학[통합모집],인문・사회계열,일반전형,91,26,31,5.23
한국외대,산업경영공학과,공학계열,일반전형,76,11,14,4.62
한국외대,정보통신공학과,공학계열,일반전형,76,5,16,3.87
한국외대,루마니아학과,인문・사회계열,일반전형,74,1,7,11.29
한국외대,폴란드학과,인문・사회계열,일반전형,79,2,7,7
한국외대,인문대학[통합모집],인문・사회계열,일반전형,76,23,21,5.81
한국외대,상경대학[통합모집],인문・사회계열,일반전형,89,20,26,4.15
한국외대,컴퓨터공학부,공학계열,일반전형,75,10,33,4.03
한국외대,자유전공학부(글로벌),인문・사회계열,일반전형,79,91,66,7.06
한국외대,AI융합대학[통합모집],자연과학계열,일반전형,77,13,20,6.25
한국외대,경상대학[통합모집],인문・사회계열,일반전형,80,17,19,12.68
한국외대,Culture & Technology융합대학[통합모집],인문・사회계열,일반전형,77,20,30,7.43
한국외대,자연과학대학[통합모집],자연과학계열,일반전형,78,81,48,6.27
한국외대,자유전공학부(서울),인문・사회계열,일반전형,88,212,30,19.14
한국외대,Global Business & Technology학부,인문・사회계열,일반전형,83,7,15,7.8
한국외대,국제금융학과,인문・사회계열,일반전형,83,3,5,34
한국외대,전자물리학과,자연과학계열,일반전형,77,14,10,7.78
한국외대,통계학과,자연과학계열,일반전형,79,16,9,9.67
