대학명,모집단위,계열,전형,백분위,충원,모집인원,경쟁률
고신대,의예과,자연과학계열,일반전형,98,106,12,28.25
고신대,의예과,자연과학계열,지역인재,96,52,8,19.25
광운대,AI로봇전공,공학계열,일반전형,83,35,29,4.76
광운대,전자공학과,공학계열,일반전형,87,22,18,6.61
광운대,전기공학과,공학계열,일반전형,84,17,10,6.4
광운대,환경공학과,공학계열,일반전형,84,4,8,9
광운대,화학과,자연과학계열,일반전형,81,6,8,7.25
광운대,화학공학과,공학계열,일반전형,87,10,11,6.18
광운대,정보융합학부,공학계열,일반전형,82,6,13,5.77
광운대,건축학과,공학계열,일반전형,83,15,12,7.08
광운대,건축공학과,공학계열,일반전형,85,7,8,8.75
광운대,전자융합공학과,공학계열,일반전형,81,8,9,6.67
광운대,전자바이오물리학과,자연과학계열,일반전형,83,5,7,12.14
광운대,반도체시스템공학부,공학계열,일반전형,84,25,22,5.45
광운대,수학과,자연과학계열,일반전형,83,7,7,12
광운대,전자재료공학과,공학계열,일반전형,86,7,10,6.9
광운대,컴퓨터정보공학부,공학계열,일반전형,83,11,12,9.5
광운대,전자통신공학과,공학계열,일반전형,84,12,9,6.56
광운대,소프트웨어학부,공학계열,일반전형,84,10,14,6
광운대,미디어커뮤니케이션학부,인문・사회계열,일반전형,80,10,14,5.64
광운대,경영학부 경영학전공,인문・사회계열,일반전형,85,10,21,5.48
광운대,산업심리학과,인문・사회계열,일반전형,82,3,10,7
광운대,국어국문학과,인문・사회계열,일반전형,79,1,6,6.83
광운대,경영학부 빅데이터경영전공,인문・사회계열,일반전형,80,3,15,5.73
광운대,국제통상학부,인문・사회계열,일반전형,79,6,11,6.09
광운대,동북아문화산업학부,인문・사회계열,일반전형,81,4,10,6.2
광운대,법학부,인문・사회계열,일반전형,81,11,15,6.07
광운대,국제학부,인문・사회계열,일반전형,82,1,6,6.67
광운대,행정학과,인문・사회계열,일반전형,81,2,8,5.63
광운대,영어산업학과,인문・사회계열,일반전형,79,2,8,6
광운대,자율전공학부(인문),공학계열,일반전형,82,118,146,7.34
광운대,자율전공학부(자연),공학계열,일반전형,82,182,257,6.5
광운대,스포츠융합과학과,예체능계열,일반전형,55,11,21,7.81
광운대,전기공학과,공학계열,기회균형,76,2,3,7.33
광운대,환경공학과,공학계열,기회균형,70,2,2,7
광운대,화학과,자연과학계열,기회균형,70,4,2,8
광운대,화학공학과,공학계열,기회균형,75,3,3,7
광운대,전자공학과,공학계열,기회균형,82,,6,10.17
광운대,정보융합학부,공학계열,기회균형,79,,4,6.75
광운대,건축학과,공학계열,기회균형,76,2,2,6.5
광운대,건축공학과,공학계열,기회균형,78,,2,7
광운대,전자융합공학과,공학계열,기회균형,79,,3,8
광운대,AI로봇전공,공학계열,기회균형,76,3,4,6.75
광운대,반도체시스템공학부,공학계열,기회균형,75,3,4,6.75
광운대,수학과,자연과학계열,기회균형,76,2,2,8
광운대,전자재료공학과,공학계열,기회균형,84,2,3,6.33
광운대,컴퓨터정보공학부,공학계열,기회균형,75,5,4,7.5
광운대,전자바이오물리학과,자연과학계열,기회균형,75,,2,8
광운대,전자통신공학과,공학계열,기회균형,78,1,3,8
광운대,소프트웨어학부,공학계열,기회균형,76,3,4,7.25
광운대,미디어커뮤니케이션학부,인문・사회계열,기회균형,82,4,3,9.67
광운대,경영학부 경영학전공,인문・사회계열,기회균형,77,3,5,8.4
광운대,산업심리학과,인문・사회계열,기회균형,75,,2,10.5
광운대,국어국문학과,인문・사회계열,기회균형,79,,2,9.5
광운대,경영학부 빅데이터경영전공,인문・사회계열,기회균형,72,1,2,7.5
광운대,국제통상학부,인문・사회계열,기회균형,78,1,2,10.5
광운대,동북아문화산업학부,인문・사회계열,기회균형,76,,2,13
광운대,법학부,인문・사회계열,기회균형,76,2,4,7.5
광운대,국제학부,인문・사회계열,기회균형,69,2,2,9.5
광운대,행정학과,인문・사회계열,기회균형,77,1,2,8.5
광운대,영어산업학과,인문・사회계열,기회균형,73,,2,10
국민대,자유전공(B),인문・사회계열,일반학생전형,83,104,121,4.63
국민대,교육학과,인문・사회계열,일반학생전형,83,11,12,5.91
국민대,인공지능학부,공학계열,일반학생전형,88,23,11,6.54
국민대,스포츠교육학과,예체능계열,일반학생전형,57,2,20,23.55
국민대,스포츠산업레저학과,예체능계열,일반학생전형,74,4,21,8.95
국민대,나노소재전공,자연과학계열,일반학생전형,87,3,5,13.6
국민대,자동차•운송디자인학과,예체능계열,일반학생전형,93,1,18,4.94
국민대,경영학전공,인문・사회계열,일반학생전형,87,25,28,5.25
국민대,정보보안암호수학과,자연과학계열,일반학생전형,85,2,4,12.75
국민대,회화전공,예체능계열,일반학생전형,42,1,21,4.23
국민대,융합바이오공학과,자연과학계열,일반학생전형,86,10,5,6.8
국민대,공간디자인학과,예체능계열,일반학생전형,84,0,24,4.83
국민대,도자공예학과,예체능계열,일반학생전형,73,0,15,7.33
국민대,금속공예학과,예체능계열,일반학생전형,86,1,16,6.25
국민대,영상디자인학과,예체능계열,일반학생전형,75,1,20,4.45
국민대,공업디자인학과,예체능계열,일반학생전형,89,2,21,4.9
국민대,의상디자인학과,예체능계열,일반학생전형,75,0,22,5.18
국민대,시각디자인학과,예체능계열,일반학생전형,91,3,9,3.55
국민대,AI디자인학과,예체능계열,일반학생전형,79,0,12,6.5
국민대,자유전공(A),인문・사회계열,일반학생전형,78,121,120,5.75
국민대,미래융합전공(A),인문・사회계열,일반학생전형,86,104,151,4.62
국민대,미래융합전공(B),인문・사회계열,일반학생전형,83,103,177,4.16
국민대,미래융합전공(C),인문・사회계열,일반학생전형,78,25,65,7.38
국민대,행정학과,인문・사회계열,일반학생전형,83,8,9,10.66
국민대,정치외교학과,인문・사회계열,일반학생전형,84,7,9,6.77
국민대,러시아・유라시아학과,인문・사회계열,일반학생전형,86,2,6,5
국민대,국제통상학과,인문・사회계열,일반학생전형,85,14,14,8.35
국민대,지능형반도체융합전자전공,공학계열,일반학생전형,85,24,8,13.12
국민대,소프트웨어학부,공학계열,일반학생전형,82,21,15,7.4
국민대,AI빅데이터융합경영학과,인문・사회계열,일반학생전형,84,16,8,13.87
국민대,AI빅데이터융합경영학과(자연),인문・사회계열,일반학생전형,87,5,5,13.2
국민대,나노전자물리학과,자연과학계열,일반학생전형,89,7,4,24.25
국민대,KMU International Business school,인문・사회계열,일반학생전형,86,19,15,11.46
국민대,한국역사학과,인문・사회계열,일반학생전형,87,15,5,16.4
국민대,경영정보학부,인문・사회계열,일반학생전형,86,10,5,12
국민대,기계공학부,공학계열,일반학생전형,86,19,10,17.9
국민대,경제학과,인문・사회계열,일반학생전형,90,14,10,15.7
국민대,동아시아국제학부,인문・사회계열,일반학생전형,88,1,4,15.25
국민대,법학부,인문・사회계열,일반학생전형,87,25,13,11.61
단국대,상담학과,인문・사회계열,일반전형,83,3,9,4.56
단국대,화학공학과,공학계열,일반전형,82,24,22,4.41
단국대,공연영화학부 영화전공,예체능계열,일반전형,81,8,15,4.67
단국대,공연영화학부 연극전공,예체능계열,일반전형,82,1,5,4.8
단국대,기계공학과,공학계열,일반전형,82,15,15,4.33
단국대,전자전기공학과,공학계열,일반전형,89,21,17,4.88
단국대,국제경영학과,인문・사회계열,일반전형,84,16,16,6.38
단국대,건축학부 건축공학전공,공학계열,일반전형,84,13,13,4.15
단국대,고분자시스템공학부 고분자공학전공,공학계열,일반전형,82,10,12,4.83
단국대,인프라건설공학과,공학계열,일반전형,81,10,23,4.3
단국대,고분자시스템공학부 융합소재공학전공,공학계열,일반전형,83,12,10,4
단국대,융합반도체공학과,공학계열,일반전형,86,21,13,4.54
단국대,미디어커뮤니케이션학부,인문・사회계열,일반전형,85,6,15,5.47
단국대,영미인문학과,인문・사회계열,일반전형,81,6,13,6.15
단국대,사학과,인문・사회계열,일반전형,82,5,14,5.14
단국대,건축학부 건축학전공(5년제),공학계열,일반전형,83,12,16,4.13
단국대,철학과,인문・사회계열,일반전형,82,4,8,6.13
단국대,경영학부,인문・사회계열,일반전형,82,20,57,4.16
단국대,국어국문학과,인문・사회계열,일반전형,80,3,11,5.09
단국대,행정학과,인문・사회계열,일반전형,84,2,10,5
단국대,법학과,인문・사회계열,일반전형,84,6,20,4.85
단국대,사이버보안학과,공학계열,일반전형,82,9,15,4.6
단국대,소프트웨어학과,공학계열,일반전형,84,7,10,6.9
단국대,컴퓨터공학과,공학계열,일반전형,85,13,12,4.92
단국대,인공지능학과,공학계열,일반전형,79,18,19,5.79
단국대,도시계획・부동산학부,인문・사회계열,일반전형,83,9,13,5
단국대,경제학과,인문・사회계열,일반전형,86,3,13,4.23
단국대,정치외교학과,인문・사회계열,일반전형,84,1,11,5.73
단국대,통계데이터사이언스학과,인문・사회계열,일반전형,82,5,15,4.73
단국대,무역학과,인문・사회계열,일반전형,83,9,12,5.75
단국대,특수교육과,인문・사회계열,일반전형,82,21,18,8.17
단국대,한문교육과,인문・사회계열,일반전형,81,6,9,9.33
단국대,과학교육과,자연과학계열,일반전형,82,25,12,8.5
단국대,수학교육과,자연과학계열,일반전형,87,11,9,8.44
단국대,퇴계혁신칼리지,인문・사회계열,일반전형,81,146,256,4.75
단국대,체육교육과,예체능계열,일반전형,74,21,30,7.33
단국대,모바일시스템공학과,공학계열,일반전형,82,23,17,6.12
단국대(천안),약학과,자연과학계열,지역인재,93,13,6,7
단국대(천안),치의예과,자연과학계열,지역인재,94,8,13,4.31
단국대(천안),의예과,자연과학계열,지역인재,96,16,8,10.5
단국대(천안),약학과,자연과학계열,일반전형,96,6,5,8.4
단국대(천안),간호학과,자연과학계열,일반전형,81,22,51,3.69
단국대(천안),치의예과,자연과학계열,일반전형,96,6,12,5.08
단국대(천안),의예과,자연과학계열,일반전형,97,72,7,25
대구가톨릭대,의예과,자연과학계열,농어촌,97,1,1,23
대구가톨릭대,간호학과,자연과학계열,일반전형,77,30,44,5.18
대구가톨릭대,약학부,자연과학계열,일반전형,92,5,10,9.1
대구가톨릭대,의예과,자연과학계열,일반전형,95,44,10,19.4
대구가톨릭대,약학부,자연과학계열,지역인재,94,6,8,7
대구가톨릭대,의예과,자연과학계열,지역기회균형,88,0,1,12
대구한의대,간호학과,자연과학계열,일반전형,65,4,16,5.7
대구한의대,한의예과(자연),자연과학계열,일반전형,96,2,15,5.5
대구한의대,한의예과(인문),자연과학계열,일반전형,97,9,7,12
대전대,한의예과,자연과학계열,일반전형,1,11,8,12.43
대전대,간호학과,자연과학계열,일반전형,80,12,9,8.67
대전대,한의예과,자연과학계열,지역인재,94,6,6,7.17
대전대,간호학과,자연과학계열,지역인재,80,2,4,7.33
덕성여대,가상현실융합학과,공학계열,수능100%전형,79,12,16,4.63
덕성여대,데이터사이언스학과,공학계열,수능100%전형,79,8,16,5.5
덕성여대,자유전공학부,공학계열,수능100%전형,77,99,109,6.72
덕성여대,AI신약학과,자연과학계열,수능100%전형,81,9,16,4.19
덕성여대,약학과(6년제),자연과학계열,수능100%전형,96,34,30,5.63
덕성여대,과학기술대학,공학계열,수능100%전형,79,46,88,3.92
덕성여대,유아교육과,인문・사회계열,수능100%전형,78,12,15,5.8
덕성여대,글로벌융합대학,인문・사회계열,수능100%전형,76,108,173,4.54
동국대,경영대학(광역화 모집단위),인문・사회계열,농어촌,81,41,9,14.89
동국대,경영대학(광역화 모집단위),인문・사회계열,일반전형,85,346,102,9.25
동국대,물리학과,자연과학계열,일반전형,88,12,8,8.38
동국대,바이오시스템대학(광역화 모집단위),자연과학계열,일반전형,88,42,25,7
동국대,지능형네트워크융합학과,공학계열,일반전형,89,11,9,10.67
동국대,의료인공지능공학과,공학계열,일반전형,90,38,15,8.8
동국대,열린전공학부(자연),인문・사회계열,일반전형,89,181,61,7.47
동국대,열린전공학부(인문),인문・사회계열,일반전형,87,191,70,8.33
동국대,경찰행정학부,인문・사회계열,일반전형,88,69,22,7.68
동국대,시스템반도체학부,공학계열,일반전형,87,59,23,8.17
동국대,경영대학(광역화 모집단위),인문・사회계열,저소득층,78,44,4,25.5
동국대,체육교육과,예체능계열,일반전형,63,0,11,8.09
동국대,컴퓨터・AI학부,공학계열,농어촌,82,1,5,3.6
동국대,법학과,인문・사회계열,농어촌,82,1,4,5.25
동국대,정치행정학부 북한학 전공,인문・사회계열,일반전형,89,1,4,6.5
동국대,화학과,자연과학계열,일반전형,89,15,12,4.17
동국대,전자전기공학부,공학계열,일반전형,89,47,66,4.3
동국대,기계로봇에너지공학과,공학계열,일반전형,89,40,37,3.97
동국대,경제학과,인문・사회계열,일반전형,88,40,39,3.97
동국대,국제통상학과,인문・사회계열,일반전형,86,21,26,3.85
동국대,사회복지학과,인문・사회계열,일반전형,86,7,4,7.75
동국대,건축공학부,공학계열,일반전형,87,26,20,4.33
동국대,수학교육과,자연과학계열,일반전형,90,8,12,4.64
동국대,가정교육과,자연과학계열,일반전형,89,10,11,5.45
동국대,지리교육과,인문・사회계열,일반전형,86,3,10,4.8
동국대,역사교육과,인문・사회계열,일반전형,86,4,10,7.5
동국대,국어교육과,인문・사회계열,일반전형,87,8,12,4.75
동국대,정치행정학부 행정학전공,인문・사회계열,일반전형,87,14,15,8
동국대,생명과학과,자연과학계열,일반전형,87,19,8,4.5
동국대,교육학과,인문・사회계열,일반전형,89,11,12,4.82
동국대,영화영상학과,예체능계열,일반전형,89,7,14,4.86
동국대,융합환경과학과,자연과학계열,일반전형,88,10,16,5.5
동국대,사회언론정보학부 미디어커뮤니케이션학전공,인문・사회계열,일반전형,89,17,19,4.05
동국대,식품산업관리학과,인문・사회계열,일반전형,88,11,10,5.5
동국대,문화재학과,인문・사회계열,일반전형,86,3,6,19.5
동국대,에너지신소재공학과,공학계열,일반전형,89,18,29,5.29
동국대,산업시스템공학과,공학계열,일반전형,88,27,27,4.41
동국대,중어중문학과,인문・사회계열,일반전형,89,7,14,7.79
동국대,전자전기공학부,공학계열,농어촌,84,2,5,3.4
동국대,기계로봇에너지공학과,공학계열,농어촌,83,2,4,3.75
동국대,컴퓨터・AI학부,공학계열,일반전형,88,79,74,4.11
동국대,컴퓨터・AI학부(인문),공학계열,일반전형,90,3,7,6.86
동국대,식품바이오융합공학과,공학계열,일반전형,88,8,14,5.14
동국대,불교학부,인문・사회계열,일반전형,90,12,28,6.16
동국대,건설환경공학과,공학계열,일반전형,88,12,14,4.79
동국대,사학과,인문・사회계열,일반전형,85,7,10,5.5
동국대,일본학과,인문・사회계열,일반전형,85,7,10,5.3
동국대,영어영문학부,인문・사회계열,일반전형,84,21,37,4.73
동국대,철학과,인문・사회계열,일반전형,91,2,4,10.25
동국대,수학과,자연과학계열,일반전형,89,3,11,7.1
동국대,화공생물공학과,공학계열,일반전형,90,23,24,4.13
동국대,정보통신공학과,공학계열,일반전형,88,26,32,4.9
동국대,국어국문문예창작학부,인문・사회계열,일반전형,87,8,12,5.75
동국대,약학과,자연과학계열,일반전형,97,4,10,6.1
동국대,통계학과,자연과학계열,일반전형,88,15,14,5.71
동국대,의생명공학과,공학계열,일반전형,90,6,9,5.44
동국대,정치행정학부 정치외교학 전공,인문・사회계열,일반전형,86,9,13,10.77
동국대,사회언론정보학부 사회학전공,인문・사회계열,일반전형,84,4,8,7.13
동국대,법학과,인문・사회계열,일반전형,86,29,48,4
동국대,광고홍보학과,인문・사회계열,일반전형,89,20,18,3.94
동국대(WISE),한의예과(자연),자연과학계열,일반전형,97,31,11,17.82
동국대(WISE),한의예과(인문),자연과학계열,일반전형,98,43,3,58.67
동국대(WISE),간호학과,자연과학계열,일반전형,70,38,15,7.73
동국대(WISE),의예과,자연과학계열,일반전형,97,20,9,17.67
동덕여대,약학과,자연과학계열,기회균등,85,3,4,8.25
동덕여대,경영융합학부,인문・사회계열,기회균등,62,2,4,6.5
동덕여대,약학과,자연과학계열,수능우수자,96,21,20,6.55
동덕여대,문화지식융합학부 데이터사이언스전공,자연과학계열,수능우수자,72,24,31,5.97
동덕여대,자율전공학부,예체능계열,수능우수자,71,58,93,5.97
동덕여대,앙트러프러너리얼리더십학부 앙트러프러너십전공,예체능계열,수능우수자,71,7,5,15.6
동덕여대,미술학부 큐레이터학전공,예체능계열,수능우수자,72,6,13,7.77
동덕여대,인문사회문화학부,예체능계열,수능우수자,76,94,125,5.38
동덕여대,자연정보융합학부,자연과학계열,수능우수자,78,38,43,5.44
동덕여대,경영융합학부,인문・사회계열,농어촌,69,1,7,3.71
동신대,간호학과,자연과학계열,저소득층,45,0,5,1.4
동신대,한의예과,자연과학계열,일반전형,93,5,10,12.3
동신대,간호학과,자연과학계열,일반전형,60,6,7,7
동아대,의예과,자연과학계열,지역인재,99,8,20,4.5
동아대,간호학과,자연과학계열,일반전형,75,16,57,4.62
동아대,의예과,자연과학계열,일반전형,98,17,20,8.8
동의대,한의예과(미적분/기하),자연과학계열,일반전형,95,10,11,6.18
동의대,간호학과,자연과학계열,일반전형,69,17,20,7
동의대,한의예과(확률과통계),자연과학계열,일반전형,96,2,3,12
명지대(서울),자율전공학부(인문),자연과학계열,일반전형,82,78,140,4.99
명지대(서울),미디어・휴먼라이프대학,인문・사회계열,일반전형,82,12,23,4.74
명지대(서울),인문대학,인문・사회계열,일반전형,81,31,85,4.06
명지대(서울),사회과학대학,인문・사회계열,일반전형,82,42,89,4.47
명지대(서울),경영대학,인문・사회계열,일반전형,86,62,58,7.97
명지대(서울),인공지능・소프트웨어융합대학,공학계열,일반전형,83,35,26,8.19
명지대(서울),미술사・역사학전공,인문・사회계열,농어촌,80,,1,8
명지대(용인),스마트시스템공과대학,공학계열,일반전형,82,36,107,4.37
명지대(용인),반도체・ICT대학,공학계열,일반전형,82,55,138,3.43
명지대(용인),화학・생명과학대학,자연과학계열,일반전형,79,39,42,5.81
명지대(용인),건축대학,공학계열,일반전형,87,4,9,4.67
명지대(용인),자율전공학부(자연),자연과학계열,일반전형,83,78,73,5.95
목포대,약학과,자연과학계열,일반전형,1,9,8,14.75
목포대,간호학과,자연과학계열,일반전형,1,4,10,5
목포대,약학과,자연과학계열,지역인재,1,7,5,10
부산대,학석사통합과정(한의학과),의학계열,일반전형,97,17,5,10.6
부산대,건축학과,공학계열,일반전형,83,9,12,6.6
부산대,건축공학과,공학계열,일반전형,77,10,15,3.7
부산대,화학교육과,자연과학계열,일반전형,76,1,6,3.5
부산대,지구과학교육과,자연과학계열,일반전형,79,3,9,3.7
부산대,수학교육과,자연과학계열,일반전형,84,3,6,3.5
부산대,생물교육과,자연과학계열,일반전형,80,3,5,4
부산대,물리교육과,자연과학계열,일반전형,71,9,6,3.5
부산대,지리교육과,인문・사회계열,일반전형,82,4,6,6
부산대,일반사회교육과,인문・사회계열,일반전형,84,2,7,5.3
부산대,역사교육과,인문・사회계열,일반전형,84,2,5,5.6
부산대,윤리교육과,인문・사회계열,일반전형,82,2,5,5.8
부산대,영어교육과,인문・사회계열,일반전형,82,4,7,6.9
부산대,국어교육과,인문・사회계열,일반전형,84,3,8,4.4
부산대,특수교육과,인문・사회계열,일반전형,78,5,6,7
부산대,유아교육과,인문・사회계열,일반전형,78,8,6,10.5
부산대,교육학과,인문・사회계열,일반전형,83,3,4,7
부산대,공공정책학부,인문・사회계열,일반전형,85,4,13,4.3
부산대,미디어커뮤니케이션학과,인문・사회계열,일반전형,83,4,12,4.9
부산대,국제학부,인문・사회계열,일반전형,84,3,5,5.6
부산대,사회복지학과,인문・사회계열,일반전형,80,9,15,7.1
부산대,관광컨벤션학과,인문・사회계열,일반전형,81,4,8,7.1
부산대,바이오산업기계공학과,공학계열,일반전형,63,8,10,4.5
부산대,전기전자공학부 전기공학전공,공학계열,일반전형,84,16,25,3
부산대,조경학과,공학계열,일반전형,77,1,5,8.6
부산대,도시공학과,공학계열,일반전형,83,4,13,5.4
부산대,응용생명융합학부,자연과학계열,일반전형,71,29,53,3.1
부산대,정보컴퓨터공학부(디자인테크놀로지전공),자연과학계열,일반전형,81,,6,6.3
부산대,의류학과(인문),자연과학계열,일반전형,80,6,11,5.6
부산대,디자인학과(애니메이션전공),예체능계열,일반전형,48,1,7,3.4
부산대,디자인학과(시각디자인전공),예체능계열,일반전형,52,2,19,3.1
부산대,일어일문학과,인문・사회계열,일반전형,81,3,8,6.3
부산대,언어정보학과,인문・사회계열,일반전형,79,1,10,6.6
부산대,고고학과,인문・사회계열,일반전형,80,8,8,5.6
부산대,문헌정보학과,인문・사회계열,일반전형,80,4,11,5.1
부산대,불어불문학과,인문・사회계열,일반전형,79,4,11,6.3
부산대,노어노문학과,인문・사회계열,일반전형,79,3,8,6.4
부산대,독어독문학과,인문・사회계열,일반전형,79,7,11,6.1
부산대,중어중문학과,인문・사회계열,일반전형,80,4,9,7.7
부산대,조형학과 도예전공,예체능계열,일반전형,46,,4,7.5
부산대,경영학과,인문・사회계열,일반전형,85,36,86,3.3
부산대,자유전공학부,인문・사회계열,일반전형,86,26,41,5.2
부산대,환경공학과,공학계열,일반전형,77,8,14,3.5
부산대,통계학과,자연과학계열,일반전형,84,3,12,6.1
부산대,사회기반시스템공학과,공학계열,일반전형,76,21,33,3.6
부산대,전기전자공학부 반도체공학전공,공학계열,일반전형,84,13,16,3.8
부산대,유기소재시스템공학과,공학계열,일반전형,78,33,22,5.1
부산대,바이오환경에너지학과,공학계열,일반전형,73,5,6,9.8
부산대,식품영양학과,자연과학계열,일반전형,76,4,11,2.9
부산대,물리학과,자연과학계열,일반전형,78,16,24,3.9
부산대,대기환경과학과,자연과학계열,일반전형,75,11,13,4
부산대,음악학과 성악전공,예체능계열,일반전형,14,1,17,2.2
부산대,스포츠과학과,예체능계열,일반전형,59,2,10,5
부산대,산업공학과,공학계열,일반전형,84,14,12,7.9
부산대,화공생명공학과,공학계열,일반전형,87,16,22,3.2
부산대,약학부,자연과학계열,일반전형,96,16,10,5.9
부산대,원예생명과학과,자연과학계열,일반전형,68,7,7,5.3
부산대,조형학과 가구목조형전공,예체능계열,일반전형,50,2,4,6.5
부산대,바이오소재과학과,자연과학계열,일반전형,66,9,13,4.3
부산대,미생물학과,자연과학계열,일반전형,78,6,12,3
부산대,정보컴퓨터공학부 인공지능전공,공학계열,일반전형,78,18,23,3.2
부산대,분자생물학과,자연과학계열,일반전형,78,14,12,3.4
부산대,정보컴퓨터공학부 컴퓨터공학전공,공학계열,일반전형,79,17,28,2.6
부산대,간호학과,자연과학계열,일반전형,77,8,17,3.2
부산대,한문학과,인문・사회계열,일반전형,79,7,9,6.8
부산대,의예과,자연과학계열,일반전형,98,11,20,3.8
부산대,영어영문학과,인문・사회계열,일반전형,82,6,18,6
부산대,지질환경과학과,자연과학계열,일반전형,76,20,14,4.9
부산대,화학과,자연과학계열,일반전형,77,17,23,2.9
부산대,심리학과,인문・사회계열,일반전형,83,7,15,6
부산대,사학과,인문・사회계열,일반전형,79,7,11,6.7
부산대,전기전자공학부 전자공학전공,공학계열,일반전형,87,16,31,2.9
부산대,국어국문학과,인문・사회계열,일반전형,81,8,11,6.1
부산대,실내환경디자인학과(인문),자연과학계열,일반전형,81,1,5,5.6
부산대,첨단융합학부,자연과학계열,일반전형,79,14,52,3.1
부산대,첨단IT자율전공,공학계열,일반전형,82,18,35,3.3
부산대,미래도시건축환경융합전공,공학계열,일반전형,85,3,4,10
부산대,치의예과,자연과학계열,일반전형,97,3,18,4.7
부산대,생명환경화학과,자연과학계열,일반전형,64,23,13,4.6
부산대,식품자원경제학과,인문・사회계열,일반전형,76,7,9,6.2
부산대,의생명융합공학부,공학계열,일반전형,74,18,42,3.2
부산대,기계공학부,공학계열,일반전형,84,43,62,3.2
부산대,경제학부,인문・사회계열,일반전형,84,39,30,5.2
부산대,무역학부,인문・사회계열,일반전형,84,18,29,4.8
부산대,생명과학과,자연과학계열,일반전형,80,11,13,2.5
부산대,사회학과,인문・사회계열,일반전형,82,3,15,5
부산대,정치외교학과,인문・사회계열,일반전형,81,9,11,5.9
부산대,고분자공학과,공학계열,일반전형,73,9,14,4.1
부산대,행정학과,인문・사회계열,일반전형,83,14,17,4.1
부산대,IT응용공학과,공학계열,일반전형,78,10,8,6.5
부산대,재료공학부,공학계열,일반전형,80,9,36,2.8
부산대,수학과,자연과학계열,일반전형,77,18,19,4.9
부산대,식품공학과,자연과학계열,일반전형,67,11,9,4.1
부산대,아동가족학과,인문・사회계열,일반전형,80,4,11,7
부산대,예술문화영상학과,예체능계열,일반전형,82,3,8,6.5
부산대,항공우주공학과,공학계열,일반전형,79,8,15,3.1
부산대,해양학과,자연과학계열,일반전형,74,8,13,3.2
부산대,조선·해양공학과,공학계열,일반전형,78,12,29,3.4
부산대,철학과,인문・사회계열,일반전형,80,1,9,7.6
부산대,첨단소재자율전공,공학계열,일반전형,85,28,7,26.6
부산대,첨단모빌리티자율전공,공학계열,일반전형,85,90,15,19.2
부산대,첨단융합학부 스마트시티전공,공학계열,일반전형,86,51,10,30
부산대,경영학과,인문・사회계열,지역인재,83,3,20,4.1
부산대,약학부,자연과학계열,지역인재,96,14,18,5
부산대,간호학과,자연과학계열,지역인재,77,5,17,2.2
부산대,의예과,자연과학계열,지역인재,98,5,20,2.6
부산대,첨단융합학부,자연과학계열,지역인재,77,5,15,4.5
부산대,기계공학부,공학계열,지역인재,85,8,15,3.4
부산대,치의예과,자연과학계열,지역인재,95,26,20,3.6
삼육대,체육학과,예체능계열,일반전형,92,2,16,6.5
삼육대,건축학과(5년제),공학계열,일반전형,77,7,11,6.27
삼육대,영어영문학과,인문・사회계열,일반전형,78,3,2,17.5
삼육대,창의융합자유전공학부,인문・사회계열,일반전형,79,75,90,7.18
삼육대,데이터클라우드공학과,공학계열,일반전형,81,10,10,5.8
삼육대,아트앤디자인학과,예체능계열,일반전형,82,2,15,18
삼육대,상담심리학과,인문・사회계열,일반전형,77,4,2,20
삼육대,물리치료학과,자연과학계열,일반전형,83,7,12,5.33
삼육대,유아교육과,인문・사회계열,일반전형,76,5,7,13.43
삼육대,미래융합자유전공학부,공학계열,일반전형,78,99,148,4.82
삼육대,약학과,자연과학계열,일반전형,95,22,20,7.2
삼육대,컴퓨터공학부,공학계열,일반전형,71,3,1,15
삼육대,간호학과,자연과학계열,일반전형,89,46,28,6.11
삼육대,체육학과,예체능계열,농어촌,99,1,2,7.5
삼육대,건축학과(5년제),공학계열,농어촌,78,0,2,7.5
삼육대,물리치료학과,자연과학계열,농어촌,80,1,4,5.75
삼육대,창의융합자유전공학부,인문・사회계열,농어촌,74,8,9,9.33
삼육대,아트앤디자인학과,예체능계열,농어촌,60,0,3,5.67
삼육대,유아교육과,인문・사회계열,농어촌,73,3,2,7.5
삼육대,약학과,자연과학계열,농어촌,95,0,2,6.5
삼육대,미래융합자유전공학부,공학계열,농어촌,70,5,14,6.07
삼육대,간호학과,자연과학계열,농어촌,82,3,5,6.4
상명대,의류학과,자연과학계열,일반전형,81,9,7,4.57
상명대,글로벌경영학과,인문・사회계열,일반전형,82,26,20,3.9
상명대,경영학부,인문・사회계열,일반전형,84,34,18,4.5
상명대,수학교육과,자연과학계열,일반전형,85,27,17,2.71
상명대,영어교육과,인문・사회계열,일반전형,81,21,16,5.63
상명대,국어교육과,인문・사회계열,일반전형,82,25,21,4.43
상명대,교육학과,인문・사회계열,일반전형,81,19,13,3.54
상명대,행정학부,인문・사회계열,일반전형,81,18,15,10.6
상명대,가족복지학과,인문・사회계열,일반전형,82,10,8,13.63
상명대,자유전공(예체능계열),예체능계열,일반전형,82,16,11,3.45
상명대,자유전공(이공계열),공학계열,일반전형,85,105,56,3.98
상명대,자유전공(인문계열),인문・사회계열,일반전형,83,117,77,4.16
상명대,생명화학공학부 식품영양학전공,자연과학계열,일반전형,82,10,7,8.57
상명대,지능・데이터융합학부 휴먼AI공학전공,공학계열,일반전형,83,45,35,4.63
상명대,인문콘텐츠학부 한일문화콘텐츠전공,인문・사회계열,일반전형,79,10,9,5
