code,eng1,eng2,eng3,eng4,eng5,eng6,eng7,eng8,eng9,area1,area2,area3,area4,ratio1,ratio2,ratio3,ratio4
인하대7,,,,,,,,,,국,수,영,탐(2),33.33,33.33,,33.33
인하대8,,,,,,,,,,국,수,영,탐(2),27.78,44.44,,27.78
인하대9,,,,,,,,,,국,수,영,탐(2),27.78,38.89,,33.33
인하대10,,,,,,,,,,국,수,영,탐(2),38.89,33.33,,27.78
인하대11,,,,,,,,,,국,수,영,탐(2),33.33,33.33,,33.33
인하대12,,,,,,,,,,국,수,영,탐(2),27.78,44.44,,27.78
인하대13,,,,,,,,,,국,수,영,탐(2),27.78,38.89,,33.33
장로회신학대1,100,90,80,70,60,50,40,30,20,국수영탐(2)_1,국수영탐(2)_2,국수영탐(2)_3,,33.33,33.33,33.33,
전남대1,,,,,,,,,,국,수,영,탐(2),40,30,,30
전남대2,,,,,,,,,,국,수,영,탐(2),30,40,,30
전남대3,,,,,,,,,,국,영,탐(2),,50,,50,
전남대4,,,,,,,,,,국,영,탐(2),,50,,50,
전남대5,,,,,,,,,,국,수,영,탐(2),35,35,,30
전북대1,,,,,,,,,,국,수,탐(2),,40,30,30,
전북대2,,,,,,,,,,국,수,탐(2),,30,40,30,
전북대3,,,,,,,,,,국,수,탐(2),,30,40,30,
전북대3,,,,,,,,,,국,수,탐(2),,30,40,30,
전북대4,,,,,,,,,,국,수,탐(2),,30,50,20,
전북대5,,,,,,,,,,국,수,탐(2),,40,30,30,
전북대6,,,,,,,,,,국,탐(2),,,60,40,,
전북대7,,,,,,,,,,국,탐(2),,,60,40,,
전주교대1,,,,,,,,,,국,수,영,탐(2),33.33,33.33,,33.33
전주대1,100,97,94,91,88,85,82,79,76,국수영_1,국수영_2,탐(1),,40,40,20,
전주대2,100,97,94,91,88,85,82,79,76,국영_1,수,탐(1),,40,40,20,
제주국제대1,100,93,88,75,65,55,45,35,25,국,수,영,탐(1),30,30,30,10
제주대1,100,95,90,85,80,70,60,50,30,국,영,탐(2),,35,35,30,
제주대2,100,95,90,85,80,70,60,50,30,국,수,영,탐(2),20,30,20,30
제주대3,100,95,90,85,80,70,60,50,30,국,수,영,탐(2),20,30,20,30
제주대4,100,95,90,85,80,70,60,50,30,국,수,영,탐(2),30,20,20,30
제주대5,100,95,90,85,80,70,60,50,30,국,수,영,탐(2),30,20,20,30
제주대6,100,95,90,85,80,70,60,50,30,국,수,영,탐(2),30,20,20,30
제주대7,100,95,90,85,80,70,60,50,30,국,수,영,탐(2),25,25,25,25
조선대1,100,95,90,85,80,75,70,65,60,국수영탐(1)_1,국수영탐(1)_2,국수영탐(1)_3,,33.33,33.33,33.33,
조선대2,,,,,,,,,,국,영,탐(1),,66.67,,33.33,
조선대3,,,,,,,,,,국,수,영,탐(1),33.33,33.33,,33.33
조선대4,,,,,,,,,,국,수,영,탐(1),33.33,40,,26.67
조선대5,,,,,,,,,,국,수,영,탐(1),33.33,46.67,,20
조선대6,,,,,,,,,,국,수,영,탐(1),40,33.33,,26.67
중부대1,95,85,75,65,55,45,35,25,15,국수영_1,국수영_2,탐(1),,35,35,30,
중부대2,95,85,75,65,55,45,35,25,15,국수영_1,국수영_2,탐(1),,35,35,30,
중앙대1,,,,,,,,,,국,수,탐(2),,35,30,35,
중앙대2,,,,,,,,,,국,수,탐(2),,30,40,30,
중앙대3,,,,,,,,,,국,수,탐(2),,30,35,35,
중앙대4,,,,,,,,,,국,수,탐(2),,40,40,20,
중앙대5,,,,,,,,,,국,수,탐(2),,35,30,35,
중앙대6,,,,,,,,,,국,탐(2),,,50,50,,
중앙대7,,,,,,,,,,국,탐(2),,,50,50,,
중앙대8,,,,,,,,,,국,수,탐(2),,35,30,35,
중앙대9,,,,,,,,,,국,수,탐(2),,30,40,30,
중앙대10,,,,,,,,,,국,수,탐(2),,30,35,35,
중원대1,90,80,70,60,50,40,30,20,0,국수영탐(1)_1,국수영탐(1)_2,국수영탐(1)_3,,33.33,33.33,33.33,
중원대2,90,80,70,60,50,40,30,20,0,국수영탐(1)_1,국수영탐(1)_2,국수영탐(1)_3,,33.33,33.33,33.33,
진주교대1,,,,,,,,,,국,수,영,탐(2),33.33,33.33,,33.33
차의과학대1,,,,,,,,,,국,수,영,탐(2),25,37.5,,37.5
차의과학대2,100,96,89,77,60,40,23,11,0,국탐(1)_1,수,영,,35,30,35,
차의과학대3,100,96,89,77,60,40,23,11,0,국탐(2)_1,수,영,,35,35,30,
창신대1,,,,,,,,,,국,수,영,탐(1),42.86,42.86,,14.29
창원대1,,,,,,,,,,국,수,영,탐(1),37.5,31.25,,31.25
창원대2,,,,,,,,,,국,수,영,탐(1),31.25,37.5,,31.25
창원대3,,,,,,,,,,국,영,탐(1),,50,,50,
창원대4,,,,,,,,,,국,수,영,탐(1),37.5,37.5,,25
청운대1,100,95,88,76,59,39,22,10,3,국수영_1,국수영_2,남은+탐(1)_1,,40,40,20,
청주교대1,,,,,,,,,,국,수,영,탐(2),33.33,33.33,,33.33
청주대1,100,95,90,85,80,75,70,65,60,국수영탐(2)_1,국수영탐(2)_2,국수영탐(2)_3,,33.33,33.33,33.33,
청주대2,100,95,85,75,65,50,40,20,10,국수영탐(2)_1,국수영탐(2)_2,국수영탐(2)_3,,33.33,33.33,33.33,
청주대3,100,95,85,75,65,50,40,20,10,국수영탐(2)_1,국수영탐(2)_2,국수영탐(2)_3,,33.33,33.33,33.33,
청주대4,100,95,85,75,65,50,40,20,10,국수영탐(2)_1,국수영탐(2)_2,국수영탐(2)_3,,33.33,33.33,33.33,
청주대5,100,95,85,75,65,50,40,20,10,국수영탐(2)_1,국수영탐(2)_2,국수영탐(2)_3,,33.33,33.33,33.33,
청주대6,100,95,85,75,65,50,40,20,10,수,영,탐(2),,35,40,25,
초당대1,100,95,90,80,70,60,50,40,30,국수영_1,국수영_2,탐(1),,50,30,20,
총신대1,100,95,87.5,75,60,40,25,12.5,0,국수_1,영,탐(2),,40,30,30,
추계예술대1,100,98,95,90,85,80,60,30,0,국,영,,,50,50,,
춘천교대1,,,,,,,,,,국,수,영,탐(1),40,40,,20
충남대1,,,,,,,,,,국,수,탐(2),,45,25,30,
충남대2,,,,,,,,,,국,수,탐(2),,25,45,30,
충남대3,,,,,,,,,,국,수,탐(2),,25,45,30,
충남대4,,,,,,,,,,국,수,탐(2),,40,30,30,
충남대5,,,,,,,,,,국,수,탐(2),,40,30,30,
충남대6,,,,,,,,,,국,수,탐(2),,35,35,30,
충북대1,,,,,,,,,,국,수,영,탐(2),37.5,25,,37.5
충북대2,,,,,,,,,,국,수,영,탐(2),25,37.5,,37.5
충북대3,,,,,,,,,,국,영,탐(2),,50,,50,
충북대4,,,,,,,,,,국,영,탐(2),,50,,50,
칼빈대1,,,,,,,,,,국,,,,100,,,
칼빈대2,,,,,,,,,,탐(1),,,,100,,,
평택대1,,,,,,,,,,국수영탐(1)_1,국수영탐(1)_2,국수영탐(1)_3,,35,35,30,
한경국립대1,100,90,80,70,60,50,40,30,20,국수영_1,국수영_2,탐(1),,40,40,20,
한경국립대2,100,90,80,70,60,50,40,30,20,국수영_1,국수영_2,탐(1),,40,40,20,
한경국립대3,100,90,80,70,60,50,40,30,20,국수영_1,국수영_2,탐(1),,40,40,20,
한경국립대4,100,90,80,70,60,50,40,30,20,국수영_1,국수영_2,탐(1),,40,40,20,
한국공학대1,100,96,92,88,80,60,30,20,10,국영탐(1)_1,국영탐(1)_2,국영탐(1)_3,,45,35,20,
한국공학대2,100,96,92,88,80,60,30,20,10,국,수,영,탐(1),25,35,20,20
한국공학대3,100,96,92,88,80,60,30,20,10,국,수,영,탐(1),30,30,20,20
한국교원대1,100,95,88,76,59,39,22,10,0,국수_1,영,탐(2),,36.67,33.33,30,
한국교원대2,100,95,88,76,59,39,22,10,0,국수_1,영,탐(2),,36.67,33.33,30,
한국교원대3,100,95,88,76,59,39,22,10,0,국,수,영,탐(2),22.5,30,22.5,25
한국교원대4,100,95,88,76,59,39,22,10,0,국,수,영,탐(2),22.5,30,22.5,25
한국교원대5,100,95,88,76,59,39,22,10,0,국,수,영,탐(2),22.5,30,22.5,25
한국교원대6,100,95,88,76,59,39,22,10,0,국,수,영,탐(2),22.5,30,22.5,25
한국교원대7,100,95,88,76,59,39,22,10,0,국,수,영,탐(2),22.5,30,22.5,25
한국교원대8,100,95,88,76,59,39,22,10,0,국,수,영,탐(2),22.5,30,22.5,25
한국교원대9,100,95,88,76,59,39,22,10,0,국,수,영,탐(2),27.5,17.5,30,25
한국교원대10,100,95,88,76,59,39,22,10,0,국,수,영,탐(2),27.5,25,25,22.5
한국교원대11,100,95,88,76,59,39,22,10,0,국,수,영,탐(2),27.5,25,25,22.5
한국교원대12,100,95,88,76,59,39,22,10,0,국,수,영,탐(2),30,20,25,25
한국교통대1,100,95,90,85,80,75,70,65,60,국수영탐(1)_1,국수영탐(1)_2,국수영탐(1)_3,,33.33,33.33,33.33,
한국교통대2,100,95,90,85,80,75,70,65,60,국수영탐(1)_1,국수영탐(1)_2,국수영탐(1)_3,,33.33,33.33,33.33,
한국기술교대1,100,97.33,95.33,90,80,70,60,50,40,국,수,영,탐(1),30,35,15,20
한국기술교대2,100,97.33,95.33,90,80,70,60,50,40,국,수,영,탐(1),20,35,15,30
한국기술교대3,100,97.5,95,90,80,70,60,50,40,국,수,영,탐(1),35,20,20,25
한국성서대1,100,95,90,85,80,75,70,65,60,국,영,탐(1),,40,30,30,
한국성서대2,100,95,90,85,80,75,70,65,60,수,영,탐(1),,40,30,30,
한국성서대3,100,95,90,85,80,75,70,65,60,국,수,영,탐(1),30,30,30,10
한국외대1,,,,,,,,,,국,수,영,탐(2),37.5,37.5,,25
한국외대2,,,,,,,,,,국,수,영,탐(2),35.29,41.18,,23.53
한국외대3,,,,,,,,,,국,수,영,탐(2),23.53,41.18,,35.29
한국체대1,,,,,,,,,,국수영_1,국수영_2,탐(1),,35,35,30,
한국체대2,,,,,,,,,,국수영_1,국수영_2,탐(1),,35,35,30,
한국체대3,,,,,,,,,,국수영_1,국수영_2,탐(1),,35,35,30,
한국체대4,,,,,,,,,,국수영_1,국수영_2,탐(1),,35,35,30,
한국체대5,,,,,,,,,,국수영_1,국수영_2,탐(1),,35,35,30,
한국체대6,,,,,,,,,,국수영_1,국수영_2,탐(1),,35,35,30,
한국항공대1,,,,,,,,,,국,수,영,탐(1),25,43.75,,31.25
한국항공대2,,,,,,,,,,국,수,영,탐(1),31.25,37.5,,31.25
한국항공대3,,,,,,,,,,국,수,영,탐(1),37.5,31.25,,31.25
한국해양대1,,,,,,,,,,국,수,영,탐(2),30,43.33,,26.67
한국해양대2,,,,,,,,,,국,수,영,탐(2),30,43.33,,26.67
한국해양대3,,,,,,,,,,국,수,영,탐(2),30,43.33,,26.67
한국해양대4,,,,,,,,,,국,수,영,탐(2),43.33,30,,26.67
한국해양대5,,,,,,,,,,국,영,탐(2),,50,,50,
한남대1,100,96,89,81,73,64,54,43,0,국수영탐(1)_1,국수영탐(1)_2,국수영탐(1)_3,,33.33,33.33,33.33,
한남대2,100,96,89,81,73,64,54,43,0,국영탐(1)_1,국영탐(1)_2,수,,33.33,33.33,33.33,
한남대3,100,96,89,81,73,64,54,43,0,수영탐(1)_1,수영탐(1)_2,국,,33.33,33.33,33.33,
한동대1,100,95,90,80,70,60,50,40,30,국,수,영,탐(1),35,35,20,10
한라대1,95,90,80,70,60,50,40,30,20,국수영탐(1)_1,국수영탐(1)_2,,,50,50,,
한림대1,,,,,,,,,,국,수,영,탐(2),22.22,44.44,,33.33
한림대2,100,95,88,76,59,39,22,10,0,국수영_1,남은+탐(2)_1,,,70,30,,
한림대3,100,95,88,76,59,39,22,10,0,국수영_1,남은+탐(2)_1,,,70,30,,
한림대4,100,95,88,76,59,39,22,10,0,국수탐(2)_1,영,,,40,60,,
한림대5,100,95,88,76,59,39,22,10,0,국탐(2)_1,수,영,,30,40,30,
한밭대1,100,95,90,85,80,70,60,40,0,국수영탐(1)_1,국수영탐(1)_2,국수영탐(1)_3,,33.33,33.33,33.33,
한밭대2,100,95,90,85,80,70,60,40,0,국영탐(1)_1,국영탐(1)_2,수,,30,30,40,
한서대1,100,95,90,84,78,70,62,52,40,국수영_1,국수영_2,탐(1),,35,35,30,
한서대2,100,95,90,84,78,70,62,52,40,국수영_1,국수영_2,탐(1),,35,35,30,
한서대3,100,95,90,84,78,70,62,52,40,국,수,영,탐(1),20,30,30,20
한성대1,100,97,94,80,70,55,40,25,10,국수영탐(1)_1,국수영탐(1)_2,국수영탐(1)_3,국수영탐(1)_4,40,30,20,10
한성대2,100,97,94,80,70,55,40,25,10,국,수,영,탐(1),25,35,20,20
한성대3,100,97,94,80,70,55,40,25,10,국,수,영,탐(1),35,25,20,20
한성대4,100,97,94,80,70,55,40,25,10,국,영,탐(1),,40,40,20,
한세대1,100,95,88,79,68,55,40,25,10,국수_1,영,탐(1),,40,30,30,
한신대1,100,95,90,85,80,70,60,50,40,국수영탐(1)_1,국수영탐(1)_2,국수영탐(1)_3,,50,30,20,
한신대2,100,95,90,85,80,70,60,50,40,국수영탐(1)_1,국수영탐(1)_2,국수영탐(1)_3,,50,30,20,
한신대3,100,95,90,85,80,70,60,50,40,국수영탐(1)_1,국수영탐(1)_2,국수영탐(1)_3,,50,30,20,
한양대(에리카)1,,,,,,,,,,국,수,영,탐(2),29.41,41.18,,29.41
한양대(에리카)2,,,,,,,,,,국,수,영,탐(2),29.41,41.18,,29.41
한양대(에리카)3,,,,,,,,,,국,수,영,탐(2),35.29,35.29,,29.41
한양대(에리카)4,,,,,,,,,,수탐(1)_1,국,영,,46.15,53.85,,
한양대(에리카)5,,,,,,,,,,수탐(1)_1,국,영,,46.15,53.85,,
한양대(에리카)6,,,,,,,,,,국,수,영,탐(2),33.33,38.89,,27.78
한양대1,,,,,,,,,,국,수,영,탐(2),27.78,44.44,,27.78
한양대2,,,,,,,,,,국,수,영,탐(2),38.89,33.33,,27.78
한양대3,,,,,,,,,,국,수,영,탐(2),38.89,38.89,,22.22
한양대4,,,,,,,,,,국,수,영,탐(2),38.89,33.33,,27.78
한양대5,,,,,,,,,,국,수,영,탐(1),44.44,33.33,,22.22
한양대6,,,,,,,,,,국,수,영,탐(1),44.44,33.33,,22.22
한양대7,,,,,,,,,,국,영,탐(1),,71.43,,28.57,
한양대8,,,,,,,,,,국,수,영,탐(2),27.78,44.44,,27.78
한양대9,,,,,,,,,,국,수,영,탐(2),27.78,44.44,,27.78
한양대10,,,,,,,,,,국,수,영,탐(2),38.89,33.33,,27.78
한양대11,,,,,,,,,,국,수,영,탐(2),38.89,38.89,,22.22
협성대1,100,90,87,79,70,60,50,30,20,국수영_1,국수영_2,탐(1),,35,35,30,
호남대1,100,90,80,70,60,50,40,30,20,국,수,영,탐(1),28.57,28.57,28.57,14.29
호서대1,95,85,75,65,50,35,20,0,0,국수영_1,국수영_2,탐(1),,35,35,30,
호원대1,,,,,,,,,,국수영탐(1)_1,국수영탐(1)_2,,,50,50,,
홍익대(세종)1,,,,,,,,,,국수_1,영,탐(2),,50,,50,
홍익대(세종)2,,,,,,,,,,국,수,영,탐(2),23.53,41.18,,35.29
홍익대(세종)3,,,,,,,,,,국수탐(2)_1,국수탐(2)_2,영,,50,50,,
홍익대1,,,,,,,,,,국,수,영,탐(2),35.29,35.29,,29.41
홍익대2,,,,,,,,,,국,수,영,탐(2),23.53,41.18,,35.29
홍익대3,,,,,,,,,,국수탐(2)_1,국수탐(2)_2,영,,50,50,,
화성의과학대1,,,,,,,,,,국수영_1,국수영_2,탐탐_1,탐탐_2,33.34,33.34,16.66,16.66
제주대8,100,95,90,85,80,70,60,50,30,국,수,영,탐(2),20,30,20,30
제주대9,100,95,90,85,80,70,60,50,30,국,수,영,탐(2),20,30,20,30
제주대10,100,95,90,85,80,70,60,50,30,국,수,영,탐(2),20,30,20,30
