지역,대학명,전형명,계열,모집인원,단계,전형방법,면접시기,1단계발표,면접일자,면접방법,수능최저,세부수능최저,학업역량,진로역량,공동체역량,평가요소,인재상
경북,국립경국대,바른인재(간호),,13,일괄,"1단계(4배수) : 서류 100
2단계 : 1단계70+면접30",,,,,,없음,40,40,20,학엽역량(40)+전공적합성(40)+공동체역량(20),"올바른 품성으로 스스로 해결하는 인재, 넓고 깊은 배움으로 자신감을 갖는 인재, 하나를 보며 다음을 그려내는 인재, 여러 가치와 함께 어울리는 인재"
충남,국립공주대,일반,,861,일괄,"서류 100
단, 사범대, 예술대는
1단계(4배수) : 서류 100
2단계 : 1단계70 + 면접30",,,,,,없음,33.3,33.3,33.3,진로역량  탐구역량  공동체역량,"진리탐구, 가치창조, 정의실천"
경북,국립금오공과대,KIT인재,,257,일괄,서류 100,,,,,,없음,20,60,20,학업역량(20)+진로역량(60)+공동체역량(20),Global ICON(세계를 대표하는 인재)
부산,국립부경대,학교생활우수인재,,392,일괄,서류 100,,,,,,없음,40,40,20,학업역량(40)+전공적합성(40)+인성(10)+발전가능성(10),역사를 성찰하고 사람을 공경하며 미래에 도전하고 가치를 창출하는 융복합창의 인재
전남,국립순천대,일반학생(면접실시),,267,단계,"1단계(5배수) : 서류 100
2단계 : 1단계70 + 면접30",수능후,10.31.(금),11.19.(수),서류,,없음,35,30,35,학업역량(35)+진로역량(30)+공동체역량(35),"생각을 실제로 구현하는 전문인, 생생한 꿈을 키워가는 도전인, 지성과 감성이 조화된 지성인, 신뢰감 있고 성실한 모범인, 지역사회와 상생하는 소통인"
전남,국립순천대,일반학생(면접실시/약학),약학,1,단계,"1단계(5배수) : 서류 100
2단계 : 1단계70 + 면접30",수능후,10.31.(금),11.19.(수),서류,3합7,"약학 : 수(미/기)와 과탐(2) 필수+국/영 중 1개,  3개 합 7/소수점 절사",35,30,35,학업역량(35)+진로역량(30)+공동체역량(35),"생각을 실제로 구현하는 전문인, 생생한 꿈을 키워가는 도전인, 지성과 감성이 조화된 지성인, 신뢰감 있고 성실한 모범인, 지역사회와 상생하는 소통인"
전남,국립순천대,일반학생(면접미실시),,46,일괄,"서류 100(자유전공,식품영양,융합바이오기계)",,,,,,없음,35,30,35,학업역량(35)+진로역량(30)+공동체역량(35),"생각을 실제로 구현하는 전문인, 생생한 꿈을 키워가는 도전인, 지성과 감성이 조화된 지성인, 신뢰감 있고 성실한 모범인, 지역사회와 상생하는 소통인"
경남,국립창원대,계열적합인재,,173,단계,"1단계(4배수) : 서류 100
2단계 : 1단계60+면접40
* 일문학,법학,국제관계학,중국학,국제무역학,컴공학과는 3배수 선발",수능후,11.07.(금),11.18.(화),서류,,없음,30,50,20,학업역량(30)+진로역량(50)+공동체역량(20),"주체적 창조인, 실용적 전문인, 소통적 감성인"
충북,국립한국교통대,학생부종합Ⅰ,,21,단계,"1단계(7배수) : 서류 100(항공서비스)
2단계 : 1단계60 + 면접40",수능후,11.10.(월),11.19.(수)~21.(금),서류,,없음,60,,40,"학업적 역량,  사회적 역량","창의형 인재, 혁신형 인재, 실천형 인재"
충북,국립한국교통대,학생부종합Ⅱ,,563,일괄,서류 100,,,,,,없음,60,,40,"학업적 역량,  사회적 역량","창의형 인재, 혁신형 인재, 실천형 인재"
대전,국립한밭대,학석사,,119,일괄,서류 100,,,,,,없음,18,42,40,학업역량(90)+진로역량(210)+공동체역량(200),"기본이 강한 글로컬 리더(도덕적 사회인, 창의적 지식인, 도전적 세계인)"
대전,국립한밭대,일반,,245,일괄,서류 100,,,,,,없음,30,30,40,학업역량(150)+진로역량(150)+공동체역량(200),"기본이 강한 글로컬 리더(도덕적 사회인, 창의적 지식인, 도전적 세계인)"
서울,국민대,국민프런티어,,696,단계,"1단계(3배수) : 서류 100
2단계 : 1단계70 + 면접30",수능후,11.18.(화),"11.22.(토,자연)~23.(일,인문)",서류,,없음,45,45,10,학업능력(15)+자기주도성(30)+발전가능성(20)+전공잠재력(25)+공동체의식 및 협동능력(10),도전하는 국민인(세상을 바꾸는 공동체적 실용융합인재)
전북,군산대,일반학생,,378,일괄,서류 100,,,,,,없음,0,70,30,전공적합성(35)+잠재능력(35)+인성(30),"국가와 인류사회 발전에 필요한 학술의 심오한 이론과 그 광범하고 정치한 응용방법을 교수, 연구하는 동시에 인격을 도야하고 건전한 사상을 함양하여 민주사회에 이바지할 지도적 인재"
충남,나사렛대,창의융합인재,,139,단계,"1단계(4배수) : 서류 100
2단계 : 1단계60 + 면접40",수능전,10.21.(화),10.25.(토),서류,,없음,0,70,30,전공적합성(30)+자기계발의지(40)+인성(30),"나눔인재(새롭게 사고하고 실천하자, 하나님을 경외하고 전파하자, 이웃을 존경하고 사랑하자)"
충남,남서울대,서류형,,103,일괄,서류 100,,,,,,없음,0,40,60,전공적합성(40)+인성(30)+리더십(30),"나눔인재(새롭게 사고하고 실천하자, 하나님을 경외하고 전파하자, 이웃을 존경하고 사랑하자)"
충남,남서울대,면접형,,54,단계,"1단계(6배수) : 학생부
2단계 : 1단계70 + 면접30",수능전,10.23.(목),11.01.(토),서류,,없음,0,40,60,전공적합성(40)+인성(30)+리더십(30),"나눔인재(새롭게 사고하고 실천하자, 하나님을 경외하고 전파하자, 이웃을 존경하고 사랑하자)"
경기,단국대,DKU인재 서류형,,225,일괄,서류 100,,,,,,없음,45,35,20,학업역량(45)+진로역량(35)+공동체역량(20),"능동적 인재, 혁신적인재, 헌신적 인재"
경기,단국대,DKU인재 면접형,,199,단계,"1단계(3배수) : 서류 100
2단계 : 1단계70 + 면접30",수능후,11.18.(화),"11.29.(토,인문)~30.(일,자연)",서류,,없음,35,45,20,학업역량(35)+진로역량(45)+공동체역량(20),"능동적 인재, 혁신적인재, 헌신적 인재"
경기,단국대,학생부종합(SW인재),,34,단계,"1단계(3배수) : 서류 100
2단계 : 1단계70 + 면접30",수능후,11.18.(화),"11.30.(일,자연)",서류,,없음,35,45,20,학업역량(35)+진로역량(45)+공동체역량(20),"능동적 인재, 혁신적인재, 헌신적 인재"
충남,단국대(천안),DKU인재(서류형),,418,일괄,서류 100,,,,,,없음,45,35,20,학업역량(45)+진로역량(35)+공동체역량(20),"능동적 인재, 혁신적인재, 헌신적 인재"
충남,단국대(천안),DKU인재(면접형),,15,단계,"1단계(3배수) : 서류 100(문예창작)
2단계 : 1단계70 + 면접30",수능후,11.18.(화),11.29.(토),서류,,없음,35,45,20,학업역량(35)+진로역량(45)+공동체역량(20),"능동적 인재, 혁신적인재, 헌신적 인재"
충남,단국대(천안),"DKU인재(면접형,약학)",약학,5,단계,"1단계(5배수) : 서류 100
2단계 : 1단계70 + 면접30",수능후,11.18.(화),11.29.(토),서류,3합6,"약학 : 국,수(미/기),영,과(2) 중 수포함 3개 합 6",35,45,20,학업역량(35)+진로역량(45)+공동체역량(20),"능동적 인재, 혁신적인재, 헌신적 인재"
충남,단국대(천안),"DKU인재(면접형,의예)",의예,12,단계,"1단계(3배수) : 서류 100
2단계 : 1단계70 + 면접30",수능후,11.18.(화),11.29.(토),서류,3합5,"의예,치의예 : 국,수(미/기),영,과(2) 중 수포함 3개 합 5",35,45,20,학업역량(35)+진로역량(45)+공동체역량(20),"능동적 인재, 혁신적인재, 헌신적 인재"
충남,단국대(천안),"DKU인재(면접형,치의예)",치의예,8,단계,"1단계(5배수) : 서류 100
2단계 : 1단계70 + 면접30",수능후,11.18.(화),11.29.(토),서류,3합5,"의예,치의예 : 국,수(미/기),영,과(2) 중 수포함 3개 합 5",35,45,20,학업역량(35)+진로역량(45)+공동체역량(20),"능동적 인재, 혁신적인재, 헌신적 인재"
충남,단국대(천안),DKU인재(면접형-해병대),,30,일괄,"학생부 80+면접10+체력10/
해병대 군사(남26,여4)",일괄(수능후),없음(면접있음.),11.29.(토),서류,,없음,35,45,20,학업역량(35)+진로역량(45)+공동체역량(20),"능동적 인재, 혁신적인재, 헌신적 인재"
경북,대구가톨릭대,종합,,355,일괄,"서류 100
단, 글로벌항공서비스학과는
1단계(5배수) : 서류 100
2단계 : 1단계80+면접20",,,,,,없음,40,30,30,학업역량(40)+진로역량(30)+공동체역량(30),"인성, 창의성, 공동체성, 전문성을 겸비한 참인재"
경북,대구가톨릭대,종합(간호),,11,일괄,서류 100,,,,,2합8,"간호 : 국,수,영,탐(1) 중 2개 합 8",40,30,30,학업역량(40)+진로역량(30)+공동체역량(30),"인성, 창의성, 공동체성, 전문성을 겸비한 참인재"
대구,대구교대,참스승,교대,50,단계,"1단계(5배수) : 서류 100
2단계 : 1단계70+면접30",수능후,11.14.(금),11.21.(금),서류,,없음,33.3,33.3,33.3,개인•사회적 역량+창의적 지식활용 역량+교직 소양+교직 수행 역량,"헌신, 유능, 실천, 창의"
경북,대구대,서류,,737,일괄,서류 100,,,,,,없음,30,30,40,학업역량(30)+진로역량(30)+공동체역량(40),소통과 헌신의 DU-HEART형 인재
경북,대구한의대,일반,,51,일괄,서류 100,,,,,,없음,30,40,30,학업역량(30)+전공역량(40)+공동체역량(30),건강하고 창의적인 실천지성
경북,대구한의대,일반(간호),,12,일괄,서류 100,,,,,2합8,"간호: 국,수,영,탐(1) 중 2개 합 8",30,40,30,학업역량(30)+전공역량(40)+공동체역량(30),건강하고 창의적인 실천지성
경북,대구한의대,일반(한의예),한의예,15,일괄,"서류 100(인문5,자연10)",,,,,3합4~5,"한의예(자연): 국,수(미/기),영.,과(1) 중 3개 합 5
한의예(인문): 국,수(확통),영,사(1) 중 3개 합 4",30,40,30,학업역량(30)+전공역량(40)+공동체역량(30),건강하고 창의적인 실천지성
대전,대전대,혜화인재,,38,단계,"1단계(5배수) : 서류 100
2단계 : 1단계70 + 면접30",수능전,11.03.(월),11.08.(토)~09.(일),서류,,없음,26,50,24,학업역량(26)+전공적합성(26)+발전가능성(24)+인성(24),3S 특성을 갖춘 교양 있는 창의적 전문인
대전,대전대,혜화인재(한의예),한의예,6,단계,"1단계(5배수) : 서류 100
2단계 : 1단계70 + 면접30",수능전,11.03.(월),11.08.(토)~09.(일),서류,3합6,"한의예 : 국,수,영,탐 중 3개 합 6(단, 국,영,수 각 4이내)",26,50,24,학업역량(26)+전공적합성(26)+발전가능성(24)+인성(24),3S 특성을 갖춘 교양 있는 창의적 전문인
경기,대진대,윈윈대진,,295,단계,"1단계(3배수) : 서류 100
2단계 : 1단계70 + 면접30",수능전,10.28.(화),11.01.(토)~02.(일),서류,,없음,40,30,30,기초학습능력(40)+성장잠재력(30)+인성(30),"상생하는 교양인, 창의적인 전문인, 도전하는 미래인"
서울,덕성여대,덕성인재Ⅰ(서류형),,111,일괄,서류 100,,,,,,없음,45,30,25,학업역량(45)+발전역량(30)+덕성역량(25),"창의적인 지식인, 협력하는 전문인, 실천하는 시민"
서울,덕성여대,덕성인재Ⅱ(면접형),,189,단계,"1단계(3~4배수) : 서류 100
2단계 : 1단계60 + 면접40",수능후,11.07.(금),11.15.(토)~16.(일),서류,,없음,45,30,25,학업역량(45)+발전역량(30)+덕성역량(25),"창의적인 지식인, 협력하는 전문인, 실천하는 시민"
서울,덕성여대,"덕성인재Ⅱ(면접형,약학)",약학,25,단계,"1단계(3배수) : 서류 100
2단계 : 1단계60 + 면접40",수능후,11.07.(금),11.15.(토)~16.(일),서류,,없음,45,30,25,학업역량(45)+발전역량(30)+덕성역량(25),"창의적인 지식인, 협력하는 전문인, 실천하는 시민"
경기,동국대,Do Dream(약학),약학,11,단계,"1단계(4배수) : 서류 100
2단계 : 1단계70 + 면접30",수능후,11.11.(화),12.05.(금)~06.(토),서류,,없음,30,50,20,학업역량(30)+전공적합성(50)+인성 및 사회성(20),화쟁형인재 : 창의 융합적 사고로 문제를 해결하고 깨달음을 실천하여 인류사회에 공헌하는 인재
"서울
경기",동국대,Do Dream,,589,단계,"1단계(4배수) : 서류 100
2단계 : 1단계70 + 면접30",수능후,11.11.(화),12.05.(금)~06.(토),서류,,없음,30,50,20,학업역량(30)+전공적합성(50)+인성 및 사회성(20),화쟁형인재 : 창의 융합적 사고로 문제를 해결하고 깨달음을 실천하여 인류사회에 공헌하는 인재
경북,동국대(WISE),참사람,,154,일괄,서류 100,,,,,,없음,30,50,20,학업역량(30)+성장가능성(20)+전공적합성(30)+인성 및 사회성(20),화쟁형인재 : 창의 융합적 사고로 문제를 해결하고 깨달음을 실천하여 인류사회에 공헌하는 인재
경북,동국대(WISE),참사람(간호),,15,단계,"1단계(5배수) : 서류 100
2단계 : 1단계70+면접30",수능후,11.28.(금),12.06.(토),서류,2합6,"간호 :  국,수,영,탐(1) 중 2개 합 6",30,50,20,학업역량(30)+성장가능성(20)+전공적합성(30)+인성 및 사회성(20),화쟁형인재 : 창의 융합적 사고로 문제를 해결하고 깨달음을 실천하여 인류사회에 공헌하는 인재
경북,동국대(WISE),참사람(의예),의예,3,단계,"1단계(5배수) : 서류 100
2단계 : 1단계70+면접30",수능후,11.28.(금),12.06.(토),서류,3합4,"의예 : 국,수(미/기),영,과탐(1) 중 3개 합 4",30,50,20,학업역량(30)+성장가능성(20)+전공적합성(30)+인성 및 사회성(20),화쟁형인재 : 창의 융합적 사고로 문제를 해결하고 깨달음을 실천하여 인류사회에 공헌하는 인재
경북,동국대(WISE),참사람(한의예),한의예,7,단계,"1단계(5배수) : 서류 100
2단계 : 1단계70+면접30",수능후,11.28.(금),12.06.(토),서류,3합5,"한의예 : 국,수(미/기),영,과탐(1) 중 3개 합 5",30,50,20,학업역량(30)+성장가능성(20)+전공적합성(30)+인성 및 사회성(20),화쟁형인재 : 창의 융합적 사고로 문제를 해결하고 깨달음을 실천하여 인류사회에 공헌하는 인재
서울,동덕여대,동덕창의리더,약학,8,단계,"1단계(3배수) : 서류 100
2단계 : 1단계40 + 면접60",수능전,10.28.(화),11.01.(토)~02.(일),서류,3합6,"약학 : 국,수(미/기),과탐(1)  3개 합 6",35,40,25,학업역량(35)+진로역량(40)+공동체역량(25),"ARETE형 인재 : 우리 대학의 교육이념을 내포하고 있는 그리스어로, '德'과 '탁월성'의 개념을 모두 포함하는 의미
첫 번째 의미 : '보편적 德'이며, 이는 동덕여자대학교 학생이라면 누구나 보편적으로 가져야 할 역량인 '핵심역량' / '핵심역량'은 '자기개발역량', '사회참여역량', '창의융합역량', '예술감성역량', '의사소통역량', '대인관계역량', '정보기술역량', '문제해결역량'의 8개의 역량(24개 하위요인)으로 구성되어 있으며, 교양교육과정과 비교과교육과정(본부제공)은 이 핵심역량에 기반
두 번째 의미 : 특수한 영역에서 능력을 발휘하는 '탁월성'이며, 각 전공영역에서 전문가로 성장하기 위해 필요한 역량인 '전공역량'/'전공역량'은 각 전공별로 구성된 700여개의 세부역량으로 구성되어 있으며, 전공교육과정과 비교과교육과정(전공제공)은 이 전공역량에 기반"
서울,동덕여대,동덕창의리더,,242,단계,"1단계(3배수) : 서류 100
2단계 : 1단계40 + 면접60",수능전,10.28.(화),11.01.(토)~02.(일),서류,,없음,35,40,25,학업역량(35)+진로역량(40)+공동체역량(25),"ARETE형 인재 : 우리 대학의 교육이념을 내포하고 있는 그리스어로, '德'과 '탁월성'의 개념을 모두 포함하는 의미
첫 번째 의미 : '보편적 德'이며, 이는 동덕여자대학교 학생이라면 누구나 보편적으로 가져야 할 역량인 '핵심역량' / '핵심역량'은 '자기개발역량', '사회참여역량', '창의융합역량', '예술감성역량', '의사소통역량', '대인관계역량', '정보기술역량', '문제해결역량'의 8개의 역량(24개 하위요인)으로 구성되어 있으며, 교양교육과정과 비교과교육과정(본부제공)은 이 핵심역량에 기반
두 번째 의미 : 특수한 영역에서 능력을 발휘하는 '탁월성'이며, 각 전공영역에서 전문가로 성장하기 위해 필요한 역량인 '전공역량'/'전공역량'은 각 전공별로 구성된 700여개의 세부역량으로 구성되어 있으며, 전공교육과정과 비교과교육과정(전공제공)은 이 전공역량에 기반"
부산,동명대,창의인재,,169,일괄,서류 100,,,,,,없음,33.3,33.3,33.3,학업역량  진로역량  공동체역량,"지성인, 전문인, 평생학습인, 국제인, 봉사인"
부산,동서대,학생부종합,,150,일괄,서류 100,,,,,,없음,30,50,20,학업역량(30)+진로역량(50)+인성 및 공동체역량(20),The Only One 가치를 구현하는 글로벌 창의인재
부산,동아대,잠재능력우수자,,593,단계,"1단계(4배수) : 학생부100
2단계 : 1단계60+면접40",수능후,11.14.(금),11.21.(금)~22.(토),서류,,없음,35,45,20,학업역량(35)+진로역량(45)+공동체역량(20),도전하고 소통하는 창의 인재
부산,동아대,학교생활우수자,,790,일괄,서류 100,,,,,,없음,45,35,20,학업역량(45)+진로역량(35)+공동체역량(20),도전하고 소통하는 창의 인재
부산,동의대,학교생활우수자(면접),한의예,429,단계,"1단계(6배수) : 학생부100
2단계 : 1단계70+면접30",수능후,11.14.(금),11.22.(토)~23.(일),서류,,없음,40,40,20,학업역량(40)+전공적합성(40)+공동체역량(20),더불어 숲을 이루는 콜라보 인재
"서울
경기",명지대,명지인재면접,,369,단계,"1단계(4배수) : 서류 100
2단계 : 1단계70 + 면접30",수능후,11.14.(금),"11.22.(토,인문)~23.(일,자연)",서류,,없음,20,50,30,학업역량(20)+진로역량(50)+공동체역량(30),"참신앙을 바탕으로 배움을 실천하여 세상을 밝히는 명(明)형 인재, 참지식을 깨달아 스스로 성장하는 지(知)형 인재, 세계와 소통하며 기독교의 세계와 소통하며 기독교의 참사랑을 베푸는 인(人)형 인재"
"서울
경기",명지대,명지인재서류,,373,일괄,서류 100,,,,,,없음,30,50,20,학업역량(30)+진로역량(50)+공동체역량(20),"참신앙을 바탕으로 배움을 실천하여 세상을 밝히는 명(明)형 인재, 참지식을 깨달아 스스로 성장하는 지(知)형 인재, 세계와 소통하며 기독교의 세계와 소통하며 기독교의 참사랑을 베푸는 인(人)형 인재"
대전,목원대,학생부종합,,19,일괄,서류 100,,,,,,없음,80,10,10,기초역량(80)+계열적합성(10)+인성(10),IMAGE+ 혁신인재
전남,목포대,종합일반,,275,일괄,서류 100,,,,,,없음,30,50,20,학업역량(30)+발전가능성(30)+계열(전공)적합성(20)+인성(20),"창의융합형 인재, 실무협업형 인재, 성실공감형 인재"
대전,배재대,서류100,,78,일괄,서류 100,,,,,,없음,40,40,20,학업역량(40)+전공/계열 탐구역량(40)+공동체역량(20),청년 아펜젤러
충남,백석대,창의인재,,221,일괄,서류 100,,,,,,없음,30,30,40,학문적 역량(30)+발전가능성(30)+인성적 자질(40),혁신적 지성ㆍ글로컬 소통ㆍ실천적 섬김의 역량을 갖춘 미래형 TOP인재
부산,부산가톨릭대,고교학생부,,168,일괄,서류 100,,,,,,없음,50,20,30,학업역량(50)+진로역량(계열성취도10/계열적합성10)+공동체역량(30),진리를 통하여 사랑 안에서 봉사를 실천하는 트리니타스(삼위일체)형 인재
부산,부산가톨릭대,자기추천,,71,단계,"1단계(5배수) : 학생부100
2단계 : 1단계70+면접30(영상업로드)",수능전,10.15.(수),10.26.(일)-면접영상업로드 평가,서류,,없음,30,30,40,학업역량(30)+진로역량(30)+공동체역량(40),진리를 통하여 사랑 안에서 봉사를 실천하는 트리니타스(삼위일체)형 인재
부산,부산교대,초등교직적성자,교대,65,단계,"1단계(3배수) : 학생부100
2단계 : 1단계60(실질71.4)+면접40(28.6)",수능후,11.14.(금),11.22.(토),서류,,없음,33.3,33.3,33.3,공동체리더십역량+다문화/글로벌역량+공감정서조절역량+자기관리역량,"사랑, 슬기, 봉사"
부산,부산대,학생부종합,,671,단계,"1단계(3배수) : 서류 100
2단계 : 1단계80 + 면접20",수능후,11.25.(화),11.29.(토),서류,,없음,40,40,20,학업역량(40)+진로역량(40)+사회역량(20),창조적 지성과 바른 인성을 겸비한 효원인
부산,부산외국어대,학생부서류,,163,일괄,서류 100,,,,,,없음,30,40,30,학업역량(30)+발전가능성(40)+인성(30),"PSC+형 글로벌 창의 인재(올바른 인성과 영성을 토대로, 문제의 본질을 탐구하여 해결책을 모색하고(P), 자기 주도적으로 학습하며(S), 동료와 긴밀히 협력하여(C) 최상의 결과를 도출해내는 창의적 인재)"
서울,삼육대,세움인재,,240,단계,"1단계(4배수) : 서류 100
2단계 : 1단계60 + 면접40",수능전,10.23.(목),10.26.(일),서류,,없음,30,50,20,학업역량(30)+진로역량(50)+공동체역량(20),"정직한 교양인, 창의적 지식인, 실천적 봉사인"
서울,삼육대,세움인재(약학),약학,5,단계,"1단계(4배수) : 서류 100
2단계 : 1단계60 + 면접40",수능전,10.23.(목),10.26.(일),서류,3합5,"약학 : 국,수(미/기),영,과탐(1) 중  3개 합 5",30,50,20,학업역량(30)+진로역량(50)+공동체역량(20),"정직한 교양인, 창의적 지식인, 실천적 봉사인"
서울,상명대,상명인재,,136,일괄,서류 100,,,,,,없음,35,45,20,학업역량(35)+진로역량(45)+공동체역량(20),감동을 주는 혁신형 인재
서울,상명대,상명인재(예체능),,19,단계,"1단계(5배수): 서류 100
2단계 : 1단계60 + 면접40/스포츠건강관리, 조형예술",수능전,10.31.(금),11.08.(토),서류,,없음,35,45,20,학업역량(35)+진로역량(45)+공동체역량(20),감동을 주는 혁신형 인재
충남,상명대(천안),상명인재,,181,일괄,"서류 100
* 예체능계는 단계별 전형",,,,,,없음,35,45,20,학업역량(35)+진로역량(45)+공동체역량(20),감동을 주는 혁신형 인재
강원,상지대,종합일반(한의예),한의예,15,일괄,"서류 100
(교과성적30+서류평가70)",,,,,3합4,"한의예과 : 국,수,영,탐(2) 중 3개 합 4, 수학(미/기)와 과탐 반영 시 합 5, 탐구 소수점 절사",42,33,25,진로역량(250)+학업역량(200)+공동체역량(150),"민주사회 발전을 선도하는 인재(사회 현장 밀착형 인재, 지역사회 발전을 선도하는 인재, 인성과 지성을 겸비한 인재, 세계와 소통하고 협력하는 인재)"
강원,상지대,종합일반,,164,일괄,"서류 100
(교과성적30+서류평가70)",,,,,,없음,42,33,25,진로역량(250)+학업역량(200)+공동체역량(150),"민주사회 발전을 선도하는 인재(사회 현장 밀착형 인재, 지역사회 발전을 선도하는 인재, 인성과 지성을 겸비한 인재, 세계와 소통하고 협력하는 인재)"
서울,서강대,일반,,557,일괄,서류 100,,,,,,없음,50,30,20,학업역량50(창의적 문제해결력10%+성취수준40%)+공동체역량20)+성장가능성30,"지성, 인성, 영성을 겸비한 융복합 창의 인재"
서울,서울과기대,학교생활우수자,,478,단계,"1단계(3배수) : 서류 100
2단계 : 1단계70 + 면접30",수능후,11.14.(금),11.22.(토),서류,,없음,35,45,20,학업역량(35)+진로역량(45)+공동체역량(20),"창의적 인재, 윤리적 인재, 실천적 인재"
서울,서울과기대,창의융합인재,,85,단계,"1단계(3배수) : 서류 100
2단계 : 1단계70 + 면접30",수능후,11.14.(금),11.22.(토),서류,,없음,35,45,20,학업역량(35)+진로역량(45)+공동체역량(20),"창의적 인재, 윤리적 인재, 실천적 인재"
서울,서울교대,교직인성우수자,교대,100,단계,"1단계(2배수) : 서류 100
2단계 : 1단계50+면접50",수능후,11.14.(금),11.22.(토),서류,4합10,"국,수,영,탐(2) 4개 합 10, 한 4",33.3,33.3,33.3,* 교직인성 및 교직적성을 정성적으로 종합평가,"TOP 미래 교육 글로벌 리더(창조적 리더, 포용적 리더, 도전적 리더)"
서울,서울대,"지역균형선발
(추천, 2명)",,451,단계,"1단계(3배수) : 서류 100
2단계 : 1단계 70 + 면접 30",수능후,11.21.(금),11.28.(금)~29.(토),서류,3합7,"국,수,영,탐(2) 중 3개 합 7 / 계열별 지정 과목 있음.",33.3,33.3,33.3,"학업역량/학업태도/학업외 소양
1. 학업역량 - 폭넓은 지식을 깊이 있게 갖추고 활용할 수 있는 학생인가?(주어진 여건에서 교과 및 학업 관련 활동의 성취수준과 논리적 사고력, 과제수행 능력 등의 
역량)
2. 학업태도 - 스스로 알고자 하며 적극적으로 배우고자 하는 학생인가?(자기주도적 학습 경험에서 나타나는 지적 호기심과 탐구 의지, 깊이 있는 배움에 대한 열의, 
학업수행 과정에서의 적극성 및 진취성, 진로탐색의지 등의 학업 태도) 
3. 학업외소양 - 바른 인성과 공동체 의식을 지니고 나눔을 실천할 수 있는 학생인가?(학교생활을 통해 드러난 개인의 품성뿐만 아니라 리더십, 공동체 의식, 책임감, 
사회 구성원으로서의 기여 가능성 등을 평가)","ㆍ학교 교육과정을 성실히 이수하고 학업역량이 우수한 학생
ㆍ학교생활에서 적극적이고 진취적인 태도를 보인 학생
ㆍ글로벌 리더로 성장할 수 있는 자질을 지닌 학생
ㆍ다양한 교육적, 사회적, 문화적 배경과 경험을 지닌 학생
ㆍ사회적 약자에 대한 배려심과 공동체 의식을 가진 학생"
서울,서울대,"지역균형선발
(추천, 2명,수의예)",수의예,6,단계,"1단계(3배수) : 서류 100
2단계 : 1단계 70 + 면접 30",수능후,11.21.(금),11.28.(금)~29.(토),서류,3합7,"국,수(미/기),영,과(2) 중 3개 합 7",33.3,33.3,33.3,"학업역량/학업태도/학업외 소양
1. 학업역량 - 폭넓은 지식을 깊이 있게 갖추고 활용할 수 있는 학생인가?(주어진 여건에서 교과 및 학업 관련 활동의 성취수준과 논리적 사고력, 과제수행 능력 등의 
역량)
2. 학업태도 - 스스로 알고자 하며 적극적으로 배우고자 하는 학생인가?(자기주도적 학습 경험에서 나타나는 지적 호기심과 탐구 의지, 깊이 있는 배움에 대한 열의, 
학업수행 과정에서의 적극성 및 진취성, 진로탐색의지 등의 학업 태도) 
3. 학업외소양 - 바른 인성과 공동체 의식을 지니고 나눔을 실천할 수 있는 학생인가?(학교생활을 통해 드러난 개인의 품성뿐만 아니라 리더십, 공동체 의식, 책임감, 
사회 구성원으로서의 기여 가능성 등을 평가)","ㆍ학교 교육과정을 성실히 이수하고 학업역량이 우수한 학생
ㆍ학교생활에서 적극적이고 진취적인 태도를 보인 학생
ㆍ글로벌 리더로 성장할 수 있는 자질을 지닌 학생
ㆍ다양한 교육적, 사회적, 문화적 배경과 경험을 지닌 학생
ㆍ사회적 약자에 대한 배려심과 공동체 의식을 가진 학생"
서울,서울대,"지역균형선발
(추천, 2명,약학)",약학,11,단계,"1단계(3배수) : 서류 100
2단계 : 1단계 70 + 면접 30",수능후,11.21.(금),11.28.(금)~29.(토),서류,3합7,"국,수(미/기),영,과(2) 중 3개 합 7",33.3,33.3,33.3,"학업역량/학업태도/학업외 소양
1. 학업역량 - 폭넓은 지식을 깊이 있게 갖추고 활용할 수 있는 학생인가?(주어진 여건에서 교과 및 학업 관련 활동의 성취수준과 논리적 사고력, 과제수행 능력 등의 
역량)
2. 학업태도 - 스스로 알고자 하며 적극적으로 배우고자 하는 학생인가?(자기주도적 학습 경험에서 나타나는 지적 호기심과 탐구 의지, 깊이 있는 배움에 대한 열의, 
학업수행 과정에서의 적극성 및 진취성, 진로탐색의지 등의 학업 태도) 
3. 학업외소양 - 바른 인성과 공동체 의식을 지니고 나눔을 실천할 수 있는 학생인가?(학교생활을 통해 드러난 개인의 품성뿐만 아니라 리더십, 공동체 의식, 책임감, 
사회 구성원으로서의 기여 가능성 등을 평가)","ㆍ학교 교육과정을 성실히 이수하고 학업역량이 우수한 학생
ㆍ학교생활에서 적극적이고 진취적인 태도를 보인 학생
ㆍ글로벌 리더로 성장할 수 있는 자질을 지닌 학생
ㆍ다양한 교육적, 사회적, 문화적 배경과 경험을 지닌 학생
ㆍ사회적 약자에 대한 배려심과 공동체 의식을 가진 학생"
