지역,대학명,전형명,계열,모집인원,단계,전형방법,면접시기,1단계발표,면접일자,면접방법,수능최저,세부수능최저,학업역량,진로역량,공동체역량,평가요소,인재상
대구,DGIST,일반,이공계특성화/군외대학,115,일괄,서류100(반도체공학15명),,,,,,없음,33.3,33.3,33.3,학업 및 탐구역량+사회적 역량,"창의, 도전, 협력, 배려(4C)"
대구,DGIST,학교장추천,이공계특성화/군외대학,77,일괄,서류100(반도체공학12명)/(고교별 2명),,,,,,없음,33.3,33.3,33.3,학업 및 탐구역량+사회적 역량,"창의, 도전, 협력, 배려(4C)"
광주,GIST,학교장추천,이공계특성화/군외대학,40,단계,"1단계(5배수) : 서류 100(학,자,추)
2단계 : 면접(1단계 합격자)
최종 : 서류 60 + 면접 40(고교별 2명)",수능전,10.23.(목),10.30.(목)~31.(금),서류,,없음,33.3,33.3,33.3,"학업역량, 이공계 분야의 교과·비교과 경험과 성취수준, 내적성향, 창의성, 잠재력, 진학의지, 리더십 및 협동심",창의적인 생각으로 의사소통하고 서로 협력하여 문제를 해결하는 과학인재양성이라는 목표에 부합하는 학생(3C1P)
광주,GIST,일반,이공계특성화/군외대학,125,단계,"1단계(6배수) : 서류 100(학,자,추)
2단계 : 면접(1단계 합격자)
최종 : 서류 60 + 면접 40",수능전,10.23.(목),10.30.(목)~31.(금),서류,,없음,33.3,33.3,33.3,"학업역량, 이공계 분야의 교과·비교과 경험과 성취수준, 내적성향, 창의성, 잠재력, 진학의지, 리더십 및 협동심",창의적인 생각으로 의사소통하고 서로 협력하여 문제를 해결하는 과학인재양성이라는 목표에 부합하는 학생(3C1P)
대전,KAIST,창의도전,이공계특성화/군외대학,200,일괄,"서류 100(학,자,추-2부)",,,,,,없음,33.3,33.3,33.3,"학업성취도, 학교생활충실도 및 인성, 도전•창의•배려, 발전가능성 등을 고려힌 종합평가","과학기술분야에 전문성을 갖추고, 지식탐구가 즐거운 자기주도적 학생, 새로운 길을 개척하려는 열정과 도전정신을 가진 학생, 높은 윤리의식과 협력정신으로 국가와 사회, 인류에 기여하려는 학생"
대전,KAIST,반도체시스템인재전형Ⅰ,이공계특성화/군외대학,30,일괄,"서류 100(학,자,추-2부)",,,,,,없음,33.3,33.3,33.3,"학업성취도, 학교생활충실도 및 인성, 도전•창의•배려, 발전가능성 등을 고려힌 종합평가","과학기술분야에 전문성을 갖추고, 지식탐구가 즐거운 자기주도적 학생, 새로운 길을 개척하려는 열정과 도전정신을 가진 학생, 높은 윤리의식과 협력정신으로 국가와 사회, 인류에 기여하려는 학생"
대전,KAIST,학교장추천,이공계특성화/군외대학,85,일괄,"서류 100(학,자,추-2부,고교별2명)",,,,,,없음,33.3,33.3,33.3,"학업성취도, 학교생활충실도 및 인성, 도전•창의•배려, 발전가능성 등을 고려힌 종합평가","과학기술분야에 전문성을 갖추고, 지식탐구가 즐거운 자기주도적 학생, 새로운 길을 개척하려는 열정과 도전정신을 가진 학생, 높은 윤리의식과 협력정신으로 국가와 사회, 인류에 기여하려는 학생"
대전,KAIST,일반,이공계특성화/군외대학,350,단계,"1단계(2.5배수) : 서류 100(학,자,추-1부)
2단계 : 면접
최종 : 1단계 40+면접 60",수능후,11.14.(금),11.27.(목),제시문/서류,,없음,33.3,33.3,33.3,"학업성취도, 학교생활충실도 및 인성, 도전•창의•배려, 발전가능성 등을 고려힌 종합평가","과학기술분야에 전문성을 갖추고, 지식탐구가 즐거운 자기주도적 학생, 새로운 길을 개척하려는 열정과 도전정신을 가진 학생, 높은 윤리의식과 협력정신으로 국가와 사회, 인류에 기여하려는 학생"
대전,KAIST,반도체시스템인재전형Ⅱ,이공계특성화/군외대학,70,단계,"1단계(2.5배수) : 서류 100(학,자,추-1부)
2단계 : 면접
최종 : 1단계 40+면접 60",수능후,11.14.(금),11.27.(목),제시문/서류,,없음,33.3,33.3,33.3,"학업성취도, 학교생활충실도 및 인성, 도전•창의•배려, 발전가능성 등을 고려힌 종합평가","과학기술분야에 전문성을 갖추고, 지식탐구가 즐거운 자기주도적 학생, 새로운 길을 개척하려는 열정과 도전정신을 가진 학생, 높은 윤리의식과 협력정신으로 국가와 사회, 인류에 기여하려는 학생"
전남,KENTECH,일반,이공계특성화/군외대학,90,단계,"1단계(5배수) : 서류 100
2단계 : 1단계50 + 면접50",수능후,11.14.(금),11.24.(월),서류,,없음,33.3,33.3,33.3,가치평가+역량평가+지원적합성,"인류 공영을 위한 미래 에너지 개발에 도전하는 탁월한 연구 역량과 기업가 정신, 글로벌 시민의식을 갖춘 인재"
경북,POSTECH,일반전형Ⅰ,이공계특성화,220,단계,"1단계(3배수) : 서류 100
2단계 : 1단계 50+면접50",수능후,11.14.(금),11.22.(토),서류/프로젝트/팀활동,,없음,33.3,33.3,33.3,학업능력(P/F)+잠재력(이공계소양•재능-5/학업열정태도-5/대인관계품성-5/인재상적합도-3),지혜와 지식을 갖춘 도전적인 포스테키안
경북,POSTECH,일반전형Ⅱ,이공계특성화,70,단계,"1단계(3배수) : 서류 100
2단계 : 1단계 67+면접33",수능후,11.14.(금),11.23.(일),서류,2합4,"국,수(미/기),영,과탐(2) 중 수학포함 2개 합 4",33.3,33.3,33.3,학업능력(P/F)+잠재력(이공계소양•재능-5/학업열정태도-5/대인관계품성-5/인재상적합도-3),지혜와 지식을 갖춘 도전적인 포스테키안
경북,POSTECH,반도체공학인재,이공계특성화,40,단계,"1단계(3배수) : 서류 100
2단계 : 1단계 50+면접50",수능후,11.14.(금),11.23.(일),서류/제시문,,없음,33.3,33.3,33.3,학업능력(P/F)+잠재력(이공계소양•재능-5/학업열정태도-5/대인관계품성-5/인재상적합도-3),지혜와 지식을 갖춘 도전적인 포스테키안
울산,UNIST,일반,이공계특성화/군외대학,310,일괄,서류100,,,,,,없음,33.3,33.3,33.3,학업역량+지원계열에 대한 관심+학교생활 충실도 및 인성,"UNIST의 비전을 공유할 수 있는 자, 정직하고 남을 배려할 줄 아는 인성을 지닌 자, 글로벌 마인드를 가지고 적극적인 자세로 변화를
주도할 수 있는 자, 지원관련 분야의 우수한 학업능력을 성취한 자
학교교육과정에 충실하여 자기주도적 학습능력을 갖춘 자, 특정분야의 재능과 창의성을 갖춘 자"
경기,가천대,가천바람개비,,459,단계,"1단계(5배수) : 서류 100
2단계 : 1단계50 + 면접50",수능전,10.23.(목),"10.25.(토)~26.(일),11.01.(토)~02.(일)",서류,,없음,20,40,40,학업역량(20)+계열(전공)적합성(40)+인성(40),"미래를 지향하는 지성인, 나눔에 동참하는 실천인, 최고를 추구하는 전문인"
경기,가천대,가천의약학(약학),약학,12,단계,"1단계(5배수) : 서류 100
2단계 : 1단계50 + 면접50",수능후,12.03.(수),12.08.(월),서류,3합5,"약학 : 국,수(미/기),영,과탐(2) 중 3개 합 5, 소수점 절사",20,40,40,학업역량(20)+계열(전공)적합성(40)+인성(40),"미래를 지향하는 지성인, 나눔에 동참하는 실천인, 최고를 추구하는 전문인"
경기,가천대,가천의약학(의예),의예,16,단계,"1단계(5배수) : 서류 100
2단계 : 1단계50 + 면접50",수능후,12.03.(수),12.09.(화),서류,3합3,"의예 : 국,수(미/기),영,과탐(2) 중 3개 각 1등급, 소수점 절사",20,40,40,학업역량(20)+계열(전공)적합성(40)+인성(40),"미래를 지향하는 지성인, 나눔에 동참하는 실천인, 최고를 추구하는 전문인"
경기,가천대,가천의약학(한의예),한의예,5,단계,"1단계(5배수) : 서류 100
2단계 : 1단계50 + 면접50",수능후,12.03.(수),12.08.(월),서류,2합2,"한의예 : 국,수(미/기),영,과탐(2) 중 2개 각 1등급",20,40,40,학업역량(20)+계열(전공)적합성(40)+인성(40),"미래를 지향하는 지성인, 나눔에 동참하는 실천인, 최고를 추구하는 전문인"
강원,가톨릭관동대,일반,,41,일괄,서류 100,,,,,,없음,30,40,30,학업역량(30)+진로역량(40)+공동체역량(30),"공감하는 인성을 갖춘 교양인, 융복합 역량을 겸비한 지식인, 현장적응력이 뛰어난 전문인, 통합적 문제해결에 도전하는 사회인"
강원,가톨릭관동대,일반(간호),,12,일괄,서류 100,,,,,2합9,"간호 : 국,수,영,탐(1) 중 2개 합 9/소수점 절사",30,40,30,학업역량(30)+진로역량(40)+공동체역량(30),"공감하는 인성을 갖춘 교양인, 융복합 역량을 겸비한 지식인, 현장적응력이 뛰어난 전문인, 통합적 문제해결에 도전하는 사회인"
강원,가톨릭관동대,일반(의예),의예,5,일괄,서류 100,,,,,3합6,"의예 : 국,수(미/기),영,과탐(1) 중 3개 합 6/소수점 절사",30,40,30,학업역량(30)+진로역량(40)+공동체역량(30),"공감하는 인성을 갖춘 교양인, 융복합 역량을 겸비한 지식인, 현장적응력이 뛰어난 전문인, 통합적 문제해결에 도전하는 사회인"
경기,가톨릭대,잠재능력우수자서류,,248,일괄,서류 100,,,,,,없음,40,40,20,학업역량(40)+진로역량(40)+공동체역량(20),인성과 창의성을 갖춘 윤리적 리더
경기,가톨릭대,잠재능력우수자면접,,265,단계,"1단계(4배수) : 서류 100
2단계 : 1단계70 + 면접30",수능후,11.21.(금),11.29(토),서류,,없음,40,40,20,학업역량(40)+진로역량(40)+공동체역량(20),인성과 창의성을 갖춘 윤리적 리더
경기,가톨릭대,학교장추천(약학),약학,8,단계,"1단계(4배수) : 서류 100
2단계 : 1단계70 + 면접30",수능후,11.21.(금),11.29(토),서류,3합5,"약학 : 국,수,영,과탐(1) 중 3개 합 5",40,40,20,학업역량(40)+진로역량(40)+공동체역량(20),인성과 창의성을 갖춘 윤리적 리더
서울,가톨릭대,학교장추천(간호),,16,단계,"1단계(4배수) : 서류 100
2단계 : 1단계70 + 면접30",수능후,11.21.(금),11.29(토),서류,,없음,40,40,20,학업역량(40)+진로역량(40)+공동체역량(20),인성과 창의성을 갖춘 윤리적 리더
서울,가톨릭대,학교장추천(의예),의예,25,단계,"1단계(4배수) : 서류 100
2단계 : 1단계70 + 면접30  (의예1명추천)",수능후,11.21.(금),11.29(토),서류,3합4,"의예 : 국,수,영,과탐(2) 중 3개 합 4, 한4 /탐구 소수점 절사",40,40,20,학업역량(40)+진로역량(40)+공동체역량(20),인성과 창의성을 갖춘 윤리적 리더
경기,강남대,학교생활우수자1,,211,일괄,서류 100,,,,,,없음,45,30,25,학업역량(45)+진로역량(30)+인성역량(25),"자주적 인재, 포용적 인재, 실천적 인재"
경기,강남대,학교생활우수자2,,55,단계,"1단계(3배수) : 서류 100
2단계 : 1단계70 + 면접30",수능전,10.24.(금),11.01.(토)~02.(일),서류,,없음,30,25,45,학업역량(30)+진로역량(25)+인성역량(45),"자주적 인재, 포용적 인재, 실천적 인재"
강원,"강원대(강릉,원주)",미래인재서류전형,,444,일괄,서류 100,,,,,,없음,40,35,25,진로역량(40)+학업역량(35)+공동체역량(25),해람(解纜)인 - 역량과 인성을 갖추고 미래의 꿈을 향해 도전하는 인재
강원,"강원대(강릉,원주)",미래인재면접전형(치의예),치의예,12,단계,"1단계(5배수) : 학생부100 
2단계 : 1단계60+면접40",수능후,11.14.(금),11.28.(금),서류,3합6,"치의예과 : 국,수,영,과탐(1) 중 수학 포함 3개 합 6",40,35,25,진로역량(40)+학업역량(35)+공동체역량(25),해람(解纜)인 - 역량과 인성을 갖추고 미래의 꿈을 향해 도전하는 인재
강원,강원대(삼척),미래인재서류전형,,175,일괄,서류 100,,,,,,없음,40,30,30,학업역량(40)+진로역량(30)+공동체역량(30),실사구시형 창의협동인재
강원,강원대(삼척),미래인재면접전형,,43,단계,"1단계(4배수) : 서류 100
2단계 : 1단계60 + 면접40",수능후,11.14.(금),11.28.(금),서류,,없음,30,50,20,학업역량(30)+진로역량(50)+공동체역량(20),실사구시형 창의협동인재
강원,강원대(춘천),미래인재서류전형,,460,일괄,서류 100,,,,,,"없음/간호 : 국,수,영,탐(1) 중 3개 합 11",40,30,30,학업역량(40)+진로역량(30)+공동체역량(30),실사구시형 창의협동인재
강원,강원대(춘천),미래인재서류전형(수의예),수의예,5,일괄,서류 100,,,,,3합8,"수의예 : 국,수,영,과탐(1) 중 3개 합 8",40,30,30,학업역량(40)+진로역량(30)+공동체역량(30),실사구시형 창의협동인재
강원,강원대(춘천),미래인재면접전형,,347,단계,"1단계(4배수) : 서류 100
2단계 : 1단계60 + 면접40",수능후,11.14.(금),11.28.(금),서류,,없음,30,50,20,학업역량(30)+진로역량(50)+공동체역량(20),실사구시형 창의협동인재
강원,강원대(춘천),미래인재면접전형(약학),약학,9,단계,"1단계(4배수) : 서류 100
2단계 : 1단계60 + 면접40",수능후,11.14.(금),11.28.(금),서류,,없음,30,50,20,학업역량(30)+진로역량(50)+공동체역량(20),실사구시형 창의협동인재
강원,강원대(춘천),미래인재면접전형(의예),의예,5,단계,"1단계(4배수) : 서류 100
2단계 : 1단계60 + 면접40",수능후,11.14.(금),11.28.(금),서류,,없음,30,50,20,학업역량(30)+진로역량(50)+공동체역량(20),실사구시형 창의협동인재
서울,건국대,KU자기추천,수의예,838,단계,"1단계(3배수) : 서류 100
2단계 : 1단계70 + 면접30",수능후,11.14.(금),11.29.(토)~30.(일),서류,,없음,30,40,30,"* 일반학과 : 학업역량(30)+진로역량(40)+공동체역량(30)
* KU자유전공학부 : 학업(20)+성장역량(50)+공동체(30)","실천적 사회인, 창의적 전문인, 선도적 세계인"
충북,건국대(글로컬),Cogito자기추천,,475,단계,"1단계(3배수) : 서류 100
2단계 : 1단계70 + 면접30",수능후,11.13.(목),11.29.(토)~30.(일),서류,,없음,60,,40,학업적역량60+사회적역량40,"지성과 탐구로 새롭게 사고하며 열의를 가지고 시민사회를 구현해 나갈 실천적 주체(생각하는 실천인, Cogito 人)"
충북,건국대(글로컬),Cogito자기추천(의예),의예,4,단계,"1단계(5배수) : 서류 100(의예)
2단계 : 1단계70 + 면접30",수능후,11.13.(목),11.29.(토),서류,3합5,"의예과 : 국,수,영,과탐 중 3개 합 5, 한 4, 소수점 절사",60,,40,학업적역량60+사회적역량40,"지성과 탐구로 새롭게 사고하며 열의를 가지고 시민사회를 구현해 나갈 실천적 주체(생각하는 실천인, Cogito 人)"
충남,건양대,학생부종합,의예,207,일괄,서류 100,,,,,,없음,33.3,33.3,33.3,기초학업능력+인성+발전가능성+전공적합성,"창의형 리더, 나눔의 실천인, 글로컬 도전인"
"서울
경기",경기대,KGU학생부종합,,682,단계,"1단계(3배수) : 서류 100
2단계 : 1단계70 + 면접30",수능후,11.14.(금),"11.23.(일,예/유),29.(토,인문/창의/관광)~30.(일.사회/소프트/융합)",서류,,없음,30,50,20,학업성취수준(30)+계열적합성(30)+자기주도성(20)+공동체의식(20),새로운 비전과 가치를 창출하여 미래사회를 선도하는 인재
대구,경북대,일반학생,,899,일괄,서류 100,,,,,2합6~7,"2개합6~7이내                                                                   IT대학 : 국,영,탐중 상위 1개+수학 등급 합 6이내
경상대학, 간호대학, 사범대학, 행정학부, 자율전공학부 : 국,수,영,탐 중 상위 2개 합 6이내
공과대학, 첨단기술융합대학,공학 첨단자율학부 : 국,영,탐 중 상위 1개 + 수학 등급 합 7이내                                               인문대학, 사회과학대학, 자연과학대학, 농업생명과학대학, 생활과학대학 : 국,수,영,탐 중 상위 2개 등급합 7이내",30,50,20,학업역량(30)+진로역량(50)+공동체역량(20),"첨성대를 세운 신라인의 진리탐구, 긍지추구, 봉사실천의
정신을 바탕으로 미래를 개척하고 세계를 주도하는 창의적 인재 첨성인"
대구,경북대,일반학생(수의예),수의예,10,일괄,"서류 100(의예,치의예,수의예)",,,,,3합5,"수의예 : 국,수,영 상위2개+탐구(2)합 5이내/탐구소수점절사/필수반영",45,40,15,"의예,치의예,수의예 : 학업역량(45)+진로역량(40)+공동체역량(15) (약학은 해당전형에 없음.)","첨성대를 세운 신라인의 진리탐구, 긍지추구, 봉사실천의
정신을 바탕으로 미래를 개척하고 세계를 주도하는 창의적 인재 첨성인"
대구,경북대,일반학생(의예),의예,25,일괄,서류 100,,,,,3합4,"의예 : 국,수,영 상위2개+탐구(2)합 4이내/탐구(2)평균 반올림,탐구필수반영",45,40,15,"의예,치의예,수의예 : 학업역량(45)+진로역량(40)+공동체역량(15) (약학은 해당전형에 없음.)","첨성대를 세운 신라인의 진리탐구, 긍지추구, 봉사실천의
정신을 바탕으로 미래를 개척하고 세계를 주도하는 창의적 인재 첨성인"
대구,경북대,일반학생(치의예),치의예,9,일괄,"서류 100(의예,치의예,수의예)",,,,,3합4,"치의예 : 국,수,영 상위2개+탐구(2)합 4이내/탐구소수점절사/필수반영",45,40,15,"의예,치의예,수의예 : 학업역량(45)+진로역량(40)+공동체역량(15) (약학은 해당전형에 없음.)","첨성대를 세운 신라인의 진리탐구, 긍지추구, 봉사실천의
정신을 바탕으로 미래를 개척하고 세계를 주도하는 창의적 인재 첨성인"
경남,경상국립대,일반(면접미시행),,722,일괄,"서류100, * 사회대,사범대,간호대외",,,,,,없음,50,40,10,전공적합성(50)+전공연계 진로역량(20)+발전가능성(20)+인성(10),미래사회를 선도하는 혁신과 상생의 개척인
경남,경상국립대,일반(면접시행-일반),,722,단계,"1단계(3배수) : 서류 100-사회대,사범대,수의대,간호대
2단계 : 1단계80+면접20",수능후,11.14.(금),11.20.(목),서류,,없음,50,40,10,전공적합성(50)+전공연계 진로역량(20)+발전가능성(20)+인성(10),미래사회를 선도하는 혁신과 상생의 개척인
경남,경상국립대,"일반(면접시행-일반,수의예)",수의예,5,단계,"1단계(3배수) : 서류 100
2단계 : 1단계80+면접20",수능후,11.14.(금),11.20.(목),서류,3합7,"수의예 : 국,수,영,과탐(2) 중 수 포함 3개 합 7 / 소수점 절사",50,40,10,전공적합성(50)+전공연계 진로역량(20)+발전가능성(20)+인성(10),미래사회를 선도하는 혁신과 상생의 개척인
경남,경상국립대,일반(면접시행-수의예),수의예,5,단계,"1단계(3배수) : 서류 100
2단계 : 1단계80+면접20",수능후,11.14.(금),11.20.(목),서류,3합6,"수의예 : 국,수(미/기),영,과탐(2) 중 수 포함 3개 합 6, 탐구 소수점 절사",50,40,10,전공적합성(50)+전공연계 진로역량(20)+발전가능성(20)+인성(10),미래사회를 선도하는 혁신과 상생의 개척인
경남,경상국립대,일반(면접시행-약학),약학,3,단계,"1단계(5배수) : 서류 100-의,약대
2단계 : 1단계80+면접20",수능후,11.14.(금),11.20.(목),서류,3합6,"약학과 : 국,수(미/기),영,과탐(2) 중 수 포함 3개 합 6, 탐구 소수점 절사",50,40,10,전공적합성(50)+전공연계 진로역량(20)+발전가능성(20)+인성(10),미래사회를 선도하는 혁신과 상생의 개척인
경남,경상국립대,일반(면접시행-의예),의예,2,단계,"1단계(5배수) : 서류 100-의,약대
2단계 : 1단계80+면접20",수능후,11.14.(금),11.20.(목),서류,3합6,"의예 : 국,수(미/기),영,과탐(2) 중 수 포함 3개 합 6, 탐구 소수점 절사",50,40,10,전공적합성(50)+전공연계 진로역량(20)+발전가능성(20)+인성(10),미래사회를 선도하는 혁신과 상생의 개척인
부산,경성대,학교생활우수자,,298,일괄,서류 100,,,,,,없음,33.3,33.3,33.3,학업역량 및 진로(전공)역량+공동체역량,자기주도적으로 디지털 사회와 소통하는 창의·융합형 글로벌 인재
경북,경운대,창의인재,,65,일괄,서류 100,,,,,,없음,25,25,50,학업역량(150)+전공관심도(150)+창체활동(150)+인성(150),"생각하는 실용인, 함께하는 실천인"
인천,경인교대,교직적성,교대,225,일괄,서류 100,,,없음.(면접평가 동영상 제출-9.22~9.24),,,없음,25,40,35,학업역량(25)+교직적합성(25)+리더십 및 자기주도성(15)+나눔과 배려(25)+공감 및 소통능력(10),"창의적 교육리더, 인격적 교육리더, 글로컬 교육리더"
경북,경일대,학생부종합,,97,일괄,서류 100,,,,,,없음,33.3,33.3,33.3,학업역량  진로역량  공동체역량,"누구나 믿을 수 있는(信), 언제 어디서나 새로움을 추구하는(新), 무엇이든 도전하는(伸) 인재"
서울,경희대,네오르네상스(약학),약학,9,단계,"1단계(4배수) : 서류 100
2단계 : 1단계70 + 면접30(서울)",수능후,11.19.(수),11.29(토)~30.(일),서류,3합4,"국,수,영,탐(2) 중 3개 합 4, 한5",40,40,20,학업역량(40)+진로역량(40)+공동체역량(20),"다양한 공동체 안에서 삶을 완성해 나가는 책임 있는 교양인(문화인), 지구적 차원에서 타인과 함께 평화를 추구하는 세계시민(세계인), 학문 간 경계를 가로지르며 융복합 분야를 개척하는 전문인(창조인)"
서울,경희대,네오르네상스(의예),의예,25,단계,"1단계(4배수) : 서류 100
2단계 : 1단계70 + 면접30(서울)",수능후,11.19.(수),11.29(토)~30.(일),서류,3합4,"국,수,영,탐(2) 중 3개 합 4, 한5",40,40,20,학업역량(40)+진로역량(40)+공동체역량(20),"다양한 공동체 안에서 삶을 완성해 나가는 책임 있는 교양인(문화인), 지구적 차원에서 타인과 함께 평화를 추구하는 세계시민(세계인), 학문 간 경계를 가로지르며 융복합 분야를 개척하는 전문인(창조인)"
서울,경희대,네오르네상스(치의예),치의예,19,단계,"1단계(3배수) : 서류 100
2단계 : 1단계70 + 면접30(서울)",수능후,11.19.(수),11.29(토)~30.(일),서류,3합4,"국,수,영,탐(2) 중 3개 합 4, 한5",40,40,20,학업역량(40)+진로역량(40)+공동체역량(20),"다양한 공동체 안에서 삶을 완성해 나가는 책임 있는 교양인(문화인), 지구적 차원에서 타인과 함께 평화를 추구하는 세계시민(세계인), 학문 간 경계를 가로지르며 융복합 분야를 개척하는 전문인(창조인)"
서울,경희대,네오르네상스(한의예),한의예,19,단계,"1단계(3배수) : 서류 100
2단계 : 1단계70 + 면접30(서울)/자연",수능후,11.19.(수),11.29(토)~30.(일),서류,3합4,"국,수,영,탐(2) 중 3개 합 4, 한5",40,40,20,학업역량(40)+진로역량(40)+공동체역량(20),"다양한 공동체 안에서 삶을 완성해 나가는 책임 있는 교양인(문화인), 지구적 차원에서 타인과 함께 평화를 추구하는 세계시민(세계인), 학문 간 경계를 가로지르며 융복합 분야를 개척하는 전문인(창조인)"
"서울
경기",경희대,네오르네상스,,996,단계,"1단계(3배수) : 서류 100
2단계 : 1단계70 + 면접30(서울/국제)",수능후,11.19.(수),11.29(토)~30.(일),서류,,없음,40,40,20,"* 일반학과 : 학업역량(40)+진로역량(40)+공동체역량(20)
* 자율전공학부 : 학업역량(40)+자기주도역량(40)+공동체역량(20)","다양한 공동체 안에서 삶을 완성해 나가는 책임 있는 교양인(문화인), 지구적 차원에서 타인과 함께 평화를 추구하는 세계시민(세계인), 학문 간 경계를 가로지르며 융복합 분야를 개척하는 전문인(창조인)"
대구,계명대,일반,,866,일괄,서류 100,,,,,,없음,35,40,25,학업역량(35)+진로역량(40)+공동체역량(25),Creative Global Citizen
대구,계명대,일반-의예,의예,8,단계,1단계(7배수) : 서류 100 / 2단계 : 1단계80 + 면접20 (의예),수능후,11.08.(토),12.12.(금),서류,3합4,"의예과 : 국,수(미/기),영,과탐(1) 중 수포함/3개 합 4. 수학 미/기, 과탐 2개 필수 응시",35,40,25,학업역량(35)+진로역량(40)+공동체역량(25),Creative Global Citizen
서울,고려대,학업우수,,800,일괄,서류 100,,,,,4합8,"인문/자연 : 국,수,영,탐(1)  4개 합 8, 한4",50,30,20,학업역량(50%)+자기계발역량(30%)+공동체역량(20%),"공유가치를 만드는 공감형 인재, 기본에 충실한 창의융합형 인재, 세계와 소통하는 도전형 인재"
서울,고려대,학업우수(의과),의예,28,일괄,서류 100,,,,,4합5,"의대 : 국,수,영,과(1) 4개 합 5, 한4",50,30,20,학업역량(50%)+자기계발역량(30%)+공동체역량(20%),"공유가치를 만드는 공감형 인재, 기본에 충실한 창의융합형 인재, 세계와 소통하는 도전형 인재"
서울,고려대,사이버국방,,10,단계,"1단계(5배수) : 서류 100
2단계 : 1단계 60+면접20+기타20",수능전,10.17.(금),10.25.(토),기타,4합7,"국,수,영,과(1) 4개 합 7, 한4",50,30,20,학업역량(50%)+자기계발역량(30%)+공동체역량(20%),"공유가치를 만드는 공감형 인재, 기본에 충실한 창의융합형 인재, 세계와 소통하는 도전형 인재"
서울,고려대,계열적합형,의예,15,단계,"1단계(5배수) : 서류 100
2단계 : 1단계 60 +  면접40",수능전,10.24.(금),"11.02.(일,자연)",제시문,,없음,40,40,20,학업역량(40%)+자기계발역량(40%)+공동체역량(20%),"공유가치를 만드는 공감형 인재, 기본에 충실한 창의융합형 인재, 세계와 소통하는 도전형 인재"
서울,고려대,계열적합형,,513,단계,"1단계(5배수) : 서류 100
2단계 : 1단계 60 +  면접40",수능전,10.24.(금),"11.01.(토,인문)~02.(일,자연)",제시문,,없음,40,40,20,학업역량(40%)+자기계발역량(40%)+공동체역량(20%),"공유가치를 만드는 공감형 인재, 기본에 충실한 창의융합형 인재, 세계와 소통하는 도전형 인재"
세종,고려대(세종),크림슨인재,,442,일괄,서류 100,,,,,,없음,33.3,33.3,33.3,학업역량  진로역량  공동체역량,"공유가치를 만드는 공감형 인재, 기본에 충실한 창의융합형 인재, 세계와 소통하는 도전형 인재"
세종,고려대(세종),크림슨인재(약학),약학,4,일괄,서류 100,,,,,,"약학 : 국,수(미/기),영,과탐(2) 중 3개 합 5",33.3,33.3,33.3,학업역량  진로역량  공동체역량,"공유가치를 만드는 공감형 인재, 기본에 충실한 창의융합형 인재, 세계와 소통하는 도전형 인재"
부산,고신대,고신희망,,113,일괄,서류 100,,,,,,없음,40,30,30,학업역량(40)+인성 및 공동체역량(30)+진로역량(30),"참된 신앙인성인, 창의적 전문인, 섬김의 봉사인, 진정한 세계인"
부산,고신대,자기추천,,37,일괄,학생부80 + 면접20,수능전,,10.25.(토)/10.31.(금)~11.01.(토),,,없음,30,40,30,인성 및 공동체역량(30)+진로역량(40)+학업역량(30),"참된 신앙인성인, 창의적 전문인, 섬김의 봉사인, 진정한 세계인"
부산,고신대,자기추천(의예),의예,2,일괄,학생부80 + 면접20,수능후,,11.15.(토-의예),,3합5,"의예 : 국,수(미/기),영,과탐(1) 중 수포함 3개 합 5 (확통 선택시 3개 합 4)",30,40,30,인성 및 공동체역량(30)+진로역량(40)+학업역량(30),"참된 신앙인성인, 창의적 전문인, 섬김의 봉사인, 진정한 세계인"
충남,공주교대,교직적성인재,교대,53,일괄,서류 100,,,,,,없음,36,32,32,지적역량(36)+교직역량(32)+인성역량(32),"창조, 협동, 지성"
서울,광운대,광운참빛인재Ⅰ-면접형,,262,단계,"1단계(3.5배수) : 서류 100
2단계 : 1단계60 + 면접40",수능전,10.29.(수),11.01.(토)~02.(일),서류,,없음,25,50,25,학업역량(25)+진로역량(50)+인성(25),미래를 열어가는 참빛인재
서울,광운대,광운참빛인재Ⅱ-서류형,,225,일괄,서류 100,,,,,,없음,35,45,20,학업역량(35)+진로역량(45)+인성(20),미래를 열어가는 참빛인재
서울,광운대,소프트웨어우수인재,,82,단계,"1단계(3.5배수) : 서류 100
2단계 : 1단계60 + 면접40",수능전,10.29.(수),11.01.(토)~02.(일),서류,,없음,25,50,25,학업역량(25)+진로역량(50)+인성(25),미래를 열어가는 참빛인재
광주,광주교대,교직적성우수자Ⅱ,교대,30,일괄,학생부70+면접(비대면)30,일괄(비대면면접),없음(비대면면접있음.),11.26.(수)~27.(목),서류,,없음,50,30,20,학업역량(50)+교직적합성(30)+교직인성(20),"민주시민의 교양을 갖춘 윤리적 문화인, 전문성과 사명감을 갖춘 탐구적 교육인, 다문화 국제 역량을 갖춘 보편적 세계인"
경북,국립경국대,바른인재,,263,일괄,서류 100,,,,,,없음,40,40,20,학엽역량(40)+전공적합성(40)+공동체역량(20),"올바른 품성으로 스스로 해결하는 인재, 넓고 깊은 배움으로 자신감을 갖는 인재, 하나를 보며 다음을 그려내는 인재, 여러 가치와 함께 어울리는 인재"
