권역,지역,세부지역,대학명,계열,2026 수시 모집단위,2025 수시 모집단위,전형변경,모집단위변경,교과1/전형,교과1/충원,교과1/70%,교과1/50%,교과2/전형,교과2/충원,교과2/70%,교과2/50%,교과3/전형,교과3/충원,교과3/70%,교과3/50%,종합1/전형,종합1/충원,종합1/70%,종합1/50%,종합2/전형,종합2/충원,종합2/70%,종합2/50%,정시백분위,정시/충원,2025 정시 반영영역,영어한국사,학과홈페이지URL,모집인원_교과,모집인원_종합,모집인원_정시,수능반영_국,수능반영_수,수능반영_영,수능반영_탐,수능반영_한,면접비율,논술비율,2024_교과70,2024_종합70,2024_정시,2023_교과70,2023_종합70,2023_정시,경쟁률_교과,경쟁률_종합,경쟁률_정시,비고
경인권,경기,의정부시,신한대,예체능,미래스포츠융합학과,,,,일반전형,15,4.3,3.9,,,,,,,,,,,,,,,,,65.17,3,,4/2,,25,,5,,,,,,,,,,,5.73,,,8.96,,7.89,출처: 2026 신한대 수시·정시 입시결과. 정시 Y열=수능 환산 원점수(1000점 만점)를 100점 만점으로 환산한 평균값
경인권,경기,의정부시,신한대,예체능,스포츠의학과,,,,일반전형,9,3.6,3.5,학생부우수자전형,16,2.8,2.5,,,,,,,,,,,,,79.67,15,,4/2,,21,,5,,,,,,,,,,,4.4,,,10.48,,12,출처: 2026 신한대 수시·정시 입시결과. 정시 Y열=수능 환산 원점수(1000점 만점)를 100점 만점으로 환산한 평균값
경인권,경기,의정부시,신한대,예체능,공연예술학과(연기),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,33.6,출처: 2026 신한대 수시·정시 입시결과. 정시는 학교환산 원점수만 제공돼 백분위 미입력
경인권,경기,의정부시,신한대,예체능,K-POP학과,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,5.5,출처: 2026 신한대 수시·정시 입시결과. 정시는 학교환산 원점수만 제공돼 백분위 미입력
경인권,경기,의정부시,신한대,예체능,모델콘텐츠학과,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,7.5,출처: 2026 신한대 수시·정시 입시결과. 정시는 학교환산 원점수만 제공돼 백분위 미입력
경인권,경기,의정부시,신한대,예체능,태권도학부(겨루기전공),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,1.5,출처: 2026 신한대 수시·정시 입시결과. 정시는 학교환산 원점수만 제공돼 백분위 미입력
경인권,경기,의정부시,신한대,예체능,태권도학부(품새전공),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,7,출처: 2026 신한대 수시·정시 입시결과. 정시는 학교환산 원점수만 제공돼 백분위 미입력
경인권,경기,의정부시,신한대,예체능,태권도학부(시범문화전공),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,5.5,출처: 2026 신한대 수시·정시 입시결과. 정시는 학교환산 원점수만 제공돼 백분위 미입력
경인권,경기,수원시,아주대,자연,기계공학과,,,,고교추천전형,20,2.06,1.95,,,,,,,,,ACE전형,23,2.74,2.46,,,,,86,34,,3/1,,22,42,35,,,,,,,,2.09,2.83,,2.55,3.19,,10.5,13.9,4.7,출처: 2027 아주대 모집요강. 입결(등급·경쟁률)은 입시결과 PDF가 스캔본이라 추출 불가하여 미입력. 전형방법·수능최저만 입력
경인권,경기,수원시,아주대,자연,첨단스마트산업공학과,,,,고교추천전형,,,,,,,,,,,,첨단융합인재전형,,,,ACE전형,,,,86.0,,,,,,,,,,,,,,,,,,,,,,,,출처: 2027 아주대 모집요강. 입결(등급·경쟁률)은 입시결과 PDF가 스캔본이라 추출 불가하여 미입력. 전형방법·수능최저만 입력
경인권,경기,수원시,아주대,자연,화학공학과,,,,고교추천전형,14,1.96,1.83,,,,,,,,,ACE전형,13,2.23,2.15,,,,,85,9,,3/1,,5,17,8,,,,,,,,,2.46,,,2.84,,7,13.4,5.9,출처: 2027 아주대 모집요강. 입결(등급·경쟁률)은 입시결과 PDF가 스캔본이라 추출 불가하여 미입력. 전형방법·수능최저만 입력
경인권,경기,수원시,아주대,자연,첨단신소재공학과,,,,고교추천전형,12,2.05,2.07,,,,,,,,,첨단융합인재전형,12,2.5,2.35,ACE전형,,,,91,13,,2/2,,15,36,22,,,,,,,,1.97,2.5,,2.33,2.73,,4.7,8.7,5.5,출처: 2027 아주대 모집요강. 입결(등급·경쟁률)은 입시결과 PDF가 스캔본이라 추출 불가하여 미입력. 전형방법·수능최저만 입력
경인권,경기,수원시,아주대,자연,첨단에코에너지공학과,,,,고교추천전형,,,,,,,,,,,,첨단융합인재전형,,,,ACE전형,,,,86.0,,,,,,,,,,,,,,,,,,,,,,,,출처: 2027 아주대 모집요강. 입결(등급·경쟁률)은 입시결과 PDF가 스캔본이라 추출 불가하여 미입력. 전형방법·수능최저만 입력
경인권,경기,수원시,아주대,자연,건설시스템공학과,,,,고교추천전형,6,2.38,2.16,,,,,,,,,ACE전형,6,4.07,3.04,,,,,85,7,,3/2,,7,12,8,,,,,,,,2.59,3.04,,2.82,3.8,,8.7,13.2,5.9,출처: 2027 아주대 모집요강. 입결(등급·경쟁률)은 입시결과 PDF가 스캔본이라 추출 불가하여 미입력. 전형방법·수능최저만 입력
경인권,경기,수원시,아주대,자연,교통시스템공학과,,,,고교추천전형,12,2.36,2.23,,,,,,,,,ACE전형,4,3.41,3.01,,,,,83,6,,3/1,,7,12,7,,,,,,,,2.38,3.2,,2.91,3.69,,6.3,11.6,7,출처: 2027 아주대 모집요강. 입결(등급·경쟁률)은 입시결과 PDF가 스캔본이라 추출 불가하여 미입력. 전형방법·수능최저만 입력
경인권,경기,수원시,아주대,자연,건축학과,,,,고교추천전형,14,2.48,2.26,,,,,,,,,ACE전형,9,2.82,2.68,,,,,86,15,,3/2,,10,23,12,,,,,,,,2.36,3.14,,2.81,3.2,,5,16.7,5.5,출처: 2027 아주대 모집요강. 입결(등급·경쟁률)은 입시결과 PDF가 스캔본이라 추출 불가하여 미입력. 전형방법·수능최저만 입력
경인권,경기,수원시,아주대,자연,전자공학과,,,,고교추천전형,47,1.88,1.86,,,,,,,,,ACE전형,41,2.61,2.36,,,,,86,34,,3/4,,30,32,32,,,,,,,,1.99,2.42,,2.17,2.5,,6.8,12.6,4.1,출처: 2027 아주대 모집요강. 입결(등급·경쟁률)은 입시결과 PDF가 스캔본이라 추출 불가하여 미입력. 전형방법·수능최저만 입력
경인권,경기,수원시,아주대,자연,지능형반도체공학과,,,,고교추천전형,13,1.92,1.81,,,,,,,,,첨단융합인재전형,9,2.48,2.35,ACE전형,,,,90,16,,3/2,,12,24,27,,,,,,,,1.96,2.42,,2.13,2.84,,4.4,5.7,4.7,출처: 2027 아주대 모집요강. 입결(등급·경쟁률)은 입시결과 PDF가 스캔본이라 추출 불가하여 미입력. 전형방법·수능최저만 입력
경인권,경기,수원시,아주대,자연,미래모빌리티공학과,,,,고교추천전형,18,2.2,2.1,,,,,,,,,첨단융합인재전형,24,3.2,2.66,ACE전형,,,,86,23,,2/2,,22,42,47,,,,,,,,,,,,,,4.6,7.4,5,출처: 2027 아주대 모집요강. 입결(등급·경쟁률)은 입시결과 PDF가 스캔본이라 추출 불가하여 미입력. 전형방법·수능최저만 입력
경인권,경기,수원시,아주대,자연,AI컴퓨터공학부,,,,고교추천전형,,,,,,,,,,,,첨단융합인재전형,,,,ACE전형,,,,86.0,,,,,,,,,,,,,,,,,,,,,,,,출처: 2027 아주대 모집요강. 입결(등급·경쟁률)은 입시결과 PDF가 스캔본이라 추출 불가하여 미입력. 전형방법·수능최저만 입력
경인권,경기,수원시,아주대,자연,사이버보안학과,,,,고교추천전형,5,2.22,2.09,,,,,,,,,ACE전형,3,2.52,2.45,,,,,90,5,,3/3,,7,15,7,,,,,,,,2.13,2.67,,2.45,3.04,,9.6,10.4,5.6,출처: 2027 아주대 모집요강. 입결(등급·경쟁률)은 입시결과 PDF가 스캔본이라 추출 불가하여 미입력. 전형방법·수능최저만 입력
경인권,경기,수원시,아주대,자연,디지털미디어학과,,,,고교추천전형,27,2.32,2.34,,,,,,,,,ACE전형,13,2.98,2.84,,,,,82,10,,3/2,,18,41,10,,,,,,,,2.45,2.99,,3,3.52,,5.7,10,6.1,출처: 2027 아주대 모집요강. 입결(등급·경쟁률)은 입시결과 PDF가 스캔본이라 추출 불가하여 미입력. 전형방법·수능최저만 입력
경인권,경기,수원시,아주대,자연,수학과,,,,고교추천전형,3,2.25,2.02,,,,,,,,,ACE전형,10,2.85,2.77,,,,,82,1,,3/4,,3,10,3,,,,,,,,2.27,2.91,,2.99,3.78,,11,10.1,8.7,출처: 2027 아주대 모집요강. 입결(등급·경쟁률)은 입시결과 PDF가 스캔본이라 추출 불가하여 미입력. 전형방법·수능최저만 입력
경인권,경기,수원시,아주대,자연,프런티어과학학부,,,,고교추천전형,10,2.06,2.12,,,,,,,,,ACE전형,31,2.9,2.54,,,,,86,29,,2/2,,18,50,31,,,,,,,,,,,,,,4.5,20.9,4.3,출처: 2027 아주대 모집요강. 입결(등급·경쟁률)은 입시결과 PDF가 스캔본이라 추출 불가하여 미입력. 전형방법·수능최저만 입력
경인권,경기,수원시,아주대,인문,경영학과,,,,고교추천전형,23,2.38,2.35,,,,,,,,,ACE전형,10,4.64,3.79,,,,,86,23,,3/2,,19,25,24,,,,,,,,2.27,5.05,,2.55,3.06,,6,24.6,6.4,출처: 2027 아주대 모집요강. 입결(등급·경쟁률)은 입시결과 PDF가 스캔본이라 추출 불가하여 미입력. 전형방법·수능최저만 입력
경인권,경기,수원시,아주대,인문,경영인텔리전스학과,,,,고교추천전형,3,2.46,2.34,,,,,,,,,ACE전형,7,3.04,2.87,,,,,85,6,,3/3,,9,15,10,,,,,,,,,,,,,,9.6,11.2,9.2,출처: 2027 아주대 모집요강. 입결(등급·경쟁률)은 입시결과 PDF가 스캔본이라 추출 불가하여 미입력. 전형방법·수능최저만 입력
경인권,경기,수원시,아주대,인문,금융공학과,,,,고교추천전형,2,2.37,2.27,,,,,,,,,첨단융합인재전형,12,3.19,2.91,ACE전형,,,,86,8,,3/3,,5,17,10,,,,,,,,2.33,3.33,,2.96,3.58,,7.6,6,7,출처: 2027 아주대 모집요강. 입결(등급·경쟁률)은 입시결과 PDF가 스캔본이라 추출 불가하여 미입력. 전형방법·수능최저만 입력
경인권,경기,수원시,아주대,인문,국어국문학과,,,,고교추천전형,0,2.7,2.54,,,,,,,,,ACE전형,4,2.96,2.65,,,,,83,1,,3/1,,3,10,4,,,,,,,,2.89,3.18,,3,3.39,,7.3,8.7,8.8,출처: 2027 아주대 모집요강. 입결(등급·경쟁률)은 입시결과 PDF가 스캔본이라 추출 불가하여 미입력. 전형방법·수능최저만 입력
경인권,경기,수원시,아주대,인문,영어영문학과,,,,고교추천전형,16,2.53,2.45,,,,,,,,,ACE전형,18,3.43,3.17,,,,,85,11,,3/3,,9,25,9,,,,,,,,2.5,3.41,,2.98,5.04,,6.7,10.2,7.4,출처: 2027 아주대 모집요강. 입결(등급·경쟁률)은 입시결과 PDF가 스캔본이라 추출 불가하여 미입력. 전형방법·수능최저만 입력
경인권,경기,수원시,아주대,인문,불어불문학과,,,,고교추천전형,8,2.48,2.48,,,,,,,,,ACE전형,15,4.62,4.1,,,,,82,1,,2/1,,4,13,3,,,,,,,,2.86,4.21,,3.02,4.04,,7.3,12.1,9.7,출처: 2027 아주대 모집요강. 입결(등급·경쟁률)은 입시결과 PDF가 스캔본이라 추출 불가하여 미입력. 전형방법·수능최저만 입력
경인권,경기,수원시,아주대,인문,사학과,,,,고교추천전형,6,3,2.88,,,,,,,,,ACE전형,9,2.98,2.94,,,,,83,2,,3/2,,3,14,3,,,,,,,,2.85,3.06,,3.22,3.17,,7.7,10.8,9.3,출처: 2027 아주대 모집요강. 입결(등급·경쟁률)은 입시결과 PDF가 스캔본이라 추출 불가하여 미입력. 전형방법·수능최저만 입력
경인권,경기,수원시,아주대,인문,문화콘텐츠학과,,,,고교추천전형,4,2.33,2.32,,,,,,,,,ACE전형,3,2.57,2.4,,,,,83,6,,2/1,,5,9,6,,,,,,,,,2.78,,,3,,7.4,23.1,8.3,출처: 2027 아주대 모집요강. 입결(등급·경쟁률)은 입시결과 PDF가 스캔본이라 추출 불가하여 미입력. 전형방법·수능최저만 입력
경인권,경기,수원시,아주대,인문,행정학과,,,,고교추천전형,6,2.59,2.44,,,,,,,,,ACE전형,5,2.99,2.83,,,,,83,15,,2/3,,9,10,10,,,,,,,,2.87,2.71,,2.88,3.46,,7.3,10.1,13.3,출처: 2027 아주대 모집요강. 입결(등급·경쟁률)은 입시결과 PDF가 스캔본이라 추출 불가하여 미입력. 전형방법·수능최저만 입력
경인권,경기,수원시,아주대,인문,심리학과,,,,고교추천전형,6,1.92,1.75,,,,,,,,,ACE전형,12,2.47,2.2,,,,,85,12,,2/1,,7,14,11,,,,,,,,2.64,2.51,,1.97,2.88,,7.9,12.9,8.3,출처: 2027 아주대 모집요강. 입결(등급·경쟁률)은 입시결과 PDF가 스캔본이라 추출 불가하여 미입력. 전형방법·수능최저만 입력
경인권,경기,수원시,아주대,인문,경제정치사회융합학부,,,,고교추천전형,26,2.59,2.26,,,,,,,,,ACE전형,16,3.14,2.84,,,,,82,34,,3/1,,24,36,29,,,,,,,,,,,,,,9.6,13.9,6.1,출처: 2027 아주대 모집요강. 입결(등급·경쟁률)은 입시결과 PDF가 스캔본이라 추출 불가하여 미입력. 전형방법·수능최저만 입력
경인권,경기,수원시,아주대,자연,의학과,,,,고교추천전형,6,1,1,,,,,,,,,ACE전형,18,1.46,1.21,,,,,86.0,,,,,3,17,,,,,,,,,,2.02,,,2.35,,19.3,34.2,,출처: 2027 아주대 모집요강. 입결(등급·경쟁률)은 입시결과 PDF가 스캔본이라 추출 불가하여 미입력. 전형방법·수능최저만 입력
경인권,경기,수원시,아주대,자연,간호학과,,,,고교추천전형,13,1.75,1.69,,,,,,,,,ACE전형,20,2.14,1.99,,,,,88,17,,3/2,,7,25,12,,,,,,,,1.56,2.11,,1.95,2.39,,7.7,19,7.4,출처: 2027 아주대 모집요강. 입결(등급·경쟁률)은 입시결과 PDF가 스캔본이라 추출 불가하여 미입력. 전형방법·수능최저만 입력
경인권,경기,수원시,아주대,자연,첨단바이오융합대학,,,,고교추천전형,26,1.98,1.81,,,,,,,,,첨단융합인재전형,25,2.25,2.15,ACE전형,,,,84,25,,3/3,,22,42,32,,,,,,,,,,,,,,4.1,10.4,5.2,출처: 2027 아주대 모집요강. 입결(등급·경쟁률)은 입시결과 PDF가 스캔본이라 추출 불가하여 미입력. 전형방법·수능최저만 입력
경인권,경기,수원시,아주대,자연,자유전공학부(자연),,,,고교추천전형,9,1.93,2,,,,,,,,,ACE전형,,,,,,,,86,58,,3/3,,10,,88,,,,,,,,,,,,,,12.4,,3.4,출처: 2027 아주대 모집요강. 입결(등급·경쟁률)은 입시결과 PDF가 스캔본이라 추출 불가하여 미입력. 전형방법·수능최저만 입력
경인권,경기,수원시,아주대,인문,자유전공학부(인문),,,,고교추천전형,7,2.3,2.1,,,,,,,,,ACE전형,,,,,,,,89,20,,3/4,,5,,48,,,,,,,,,,,,,,10.6,,4.1,출처: 2027 아주대 모집요강. 입결(등급·경쟁률)은 입시결과 PDF가 스캔본이라 추출 불가하여 미입력. 전형방법·수능최저만 입력
경인권,경기,만안구,안양대,인문,자유전공,,,,아리학생부교과,107,3.13,3.02,아리학생부면접,17,3.48,3.44,,,,,아리학생부종합Ⅱ,6,4.22,4.12,아리학생부종합Ⅱ,6,4.22,4.12,75.33,26,,,,45,14,17,,,,,,,,,,,,,,9.64,10.14,15.06,"출처: 2026 안양대 수시 입시결과. 등급=입시결과(최저→70%칸, 평균→50%칸). 수능최저 없음"
경인권,경기,만안구,안양대,인문,신학과,,,,아리학생부교과,25,4.16,4.05,아리학생부면접,2,4.69,4.69,,,,,,,,,,,,,72,3,,,,19,,3,,,,,,,,4.82,,,6.43,,,4.95,,14,"출처: 2026 안양대 수시 입시결과. 등급=입시결과(최저→70%칸, 평균→50%칸). 수능최저 없음"
경인권,경기,만안구,안양대,인문,기독교교육과,,,,아리학생부교과,28,4.34,4.18,아리학생부면접,1,4.65,4.49,,,,,,,,,,,,,78.5,3,,,,20,,4,,,,,,,,4.88,,,4.89,,,5,,16.75,"출처: 2026 안양대 수시 입시결과. 등급=입시결과(최저→70%칸, 평균→50%칸). 수능최저 없음"
경인권,경기,만안구,안양대,인문,유아교육과,,,,아리학생부교과,50,3.07,2.87,아리학생부면접,9,3.29,3.28,,,,,아리학생부종합Ⅰ,10,3.88,3.61,,,,,79.5,6,,,,14,8,7,,,,,,,,2.94,3.65,,3.2,4,,7.5,11.5,12,"출처: 2026 안양대 수시 입시결과. 등급=입시결과(최저→70%칸, 평균→50%칸). 수능최저 없음"
경인권,경기,만안구,안양대,인문,국어국문학과,,,,아리학생부교과,10,2.48,2.39,아리학생부면접,1,3.17,3.17,,,,,아리학생부종합Ⅰ,2,3.19,3.19,,,,,67,0,,,,11,4,0,,,,,,,,3.13,3.7,,3.42,4.24,,5.27,5.5,8,"출처: 2026 안양대 수시 입시결과. 등급=입시결과(최저→70%칸, 평균→50%칸). 수능최저 없음"
경인권,경기,만안구,안양대,인문,영미언어문화학과,,,,아리학생부교과,20,3.28,2.91,아리학생부면접,15,3.76,3.76,,,,,아리학생부종합Ⅰ,2,3.67,3.67,,,,,78.5,8,,,,9,5,3,,,,,,,,3,4.24,,3.67,4.44,,4.78,6.6,17.33,"출처: 2026 안양대 수시 입시결과. 등급=입시결과(최저→70%칸, 평균→50%칸). 수능최저 없음"
경인권,경기,만안구,안양대,인문,러시아언어문화학과,,,,아리학생부교과,7,3.16,3.09,아리학생부면접,5,4.09,4.09,,,,,아리학생부종합Ⅰ,5,4.08,4.08,,,,,75,3,,,,9,4,3,,,,,,,,3.61,4.7,,4.51,5.3,,5.11,5,13,"출처: 2026 안양대 수시 입시결과. 등급=입시결과(최저→70%칸, 평균→50%칸). 수능최저 없음"
경인권,경기,만안구,안양대,인문,중국언어문화학과,,,,아리학생부교과,21,3.27,2.91,아리학생부면접,5,3.69,3.69,,,,,아리학생부종합Ⅰ,3,4.91,4.17,,,,,78.5,0,,,,10,5,0,,,,,,,,3.36,3.91,,3.56,4.46,,5,5,9,"출처: 2026 안양대 수시 입시결과. 등급=입시결과(최저→70%칸, 평균→50%칸). 수능최저 없음"
경인권,경기,만안구,안양대,인문,인문계열자유전공,,,,아리학생부교과,18,2.92,2.79,아리학생부면접,5,3.81,3.74,,,,,아리학생부종합Ⅰ,2,3.93,3.9,,,,,83,6,,,,11,5,5,,,,,,,,,,,,,,13.18,7.4,15.6,"출처: 2026 안양대 수시 입시결과. 등급=입시결과(최저→70%칸, 평균→50%칸). 수능최저 없음"
경인권,경기,만안구,안양대,인문,글로벌경영학과,,,,아리학생부교과,37,2.58,2.42,아리학생부면접,3,3.07,2.61,,,,,아리학생부종합Ⅰ,5,3.5,3.4,,,,,83,6,,,,15,8,7,,,,,,,,2.59,3.92,,3.24,4.32,,6.8,8.75,14.29,"출처: 2026 안양대 수시 입시결과. 등급=입시결과(최저→70%칸, 평균→50%칸). 수능최저 없음"
경인권,경기,만안구,안양대,인문,글로벌경영학과(야),,,,아리학생부교과,41,3.98,3.9,아리학생부면접,6,4.62,4.59,,,,,,,,,,,,,76,8,,,,25,,6,,,,,,,,4.41,,,5.56,,,7.76,,10.83,"출처: 2026 안양대 수시 입시결과. 등급=입시결과(최저→70%칸, 평균→50%칸). 수능최저 없음"
경인권,경기,만안구,안양대,인문,관광경영학과,,,,아리학생부교과,33,2.93,2.9,아리학생부면접,10,3.29,2.97,,,,,아리학생부종합Ⅰ,8,3.69,3.5,,,,,81.5,9,,,,12,7,4,,,,,,,,2.8,3.64,,3,3.81,,7.17,7.71,10.4,"출처: 2026 안양대 수시 입시결과. 등급=입시결과(최저→70%칸, 평균→50%칸). 수능최저 없음"
경인권,경기,만안구,안양대,인문,행정학과,,,,아리학생부교과,27,3,2.61,아리학생부면접,4,2.88,2.88,,,,,아리학생부종합Ⅰ,3,3.42,3.36,,,,,82.5,6,,,,10,7,4,,,,,,,,2.8,4,,3.33,4.2,,7.3,5.86,11.75,"출처: 2026 안양대 수시 입시결과. 등급=입시결과(최저→70%칸, 평균→50%칸). 수능최저 없음"
경인권,경기,만안구,안양대,인문,행정학과(야),,,,아리학생부교과,16,3.95,3.73,아리학생부면접,0,4.33,4.33,,,,,,,,,,,,,75.5,6,,,,13,,4,,,,,,,,4.38,,,5.1,,,5.46,,16,"출처: 2026 안양대 수시 입시결과. 등급=입시결과(최저→70%칸, 평균→50%칸). 수능최저 없음"
경인권,경기,만안구,안양대,인문,사회계열자유전공,,,,아리학생부교과,50,2.83,2.81,아리학생부면접,3,3.57,3.57,,,,,아리학생부종합Ⅰ,3,4.45,4.45,,,,,85,7,,,,14,4,5,,,,,,,,,,,,,,17.43,9,9.86,"출처: 2026 안양대 수시 입시결과. 등급=입시결과(최저→70%칸, 평균→50%칸). 수능최저 없음"
경인권,경기,만안구,안양대,예체능,뷰티메디컬디자인학과,,,,아리학생부교과,40,3.85,3.68,아리학생부면접,6,3.12,3.09,,,,,,,,,,,,,80.5,8,,,,13,,5,,,,,,,,3.44,,,3.45,,,8.62,,8.2,"출처: 2026 안양대 수시 입시결과. 등급=입시결과(최저→70%칸, 평균→50%칸). 수능최저 없음"
경인권,경기,만안구,안양대,자연,식품영양학과,,,,아리학생부교과,8,3.56,1.94,아리학생부면접,7,3,2.36,,,,,아리학생부종합Ⅱ,2,3.92,3.79,아리학생부종합Ⅱ,2,3.92,3.79,74.5,6,,,,9,9,5,,,,,,,,2.43,4.26,,3.36,4.46,,4.44,13.89,10.8,"출처: 2026 안양대 수시 입시결과. 등급=입시결과(최저→70%칸, 평균→50%칸). 수능최저 없음"
경인권,경기,만안구,안양대,자연,통계데이터사이언스학과,,,,아리학생부교과,14,3.26,3.05,아리학생부면접,9,4.09,4.09,,,,,아리학생부종합Ⅱ,14,4.36,3.83,아리학생부종합Ⅱ,14,4.36,3.83,77.5,5,,,,8,9,4,,,,,,,,3.75,4.43,,4.45,5.67,,5.38,5.11,8.2,"출처: 2026 안양대 수시 입시결과. 등급=입시결과(최저→70%칸, 평균→50%칸). 수능최저 없음"
경인권,경기,만안구,안양대,자연,통계데이터사이언스학과(야),,,,아리학생부교과,24,4.47,4.41,아리학생부면접,3,4.72,4.68,,,,,,,,,,,,,70,10,,,,14,,4,,,,,,,,4.91,,,5.92,,,4.86,,8.2,"출처: 2026 안양대 수시 입시결과. 등급=입시결과(최저→70%칸, 평균→50%칸). 수능최저 없음"
경인권,경기,만안구,안양대,자연,디지털미디어디자인학과,,,,아리학생부교과,15,5.43,4.01,아리학생부면접,8,3.25,2.67,,,,,,,,,아리학생부종합Ⅱ,7,4.26,3.27,,,,,,15,6,,,,,,,,,2.65,3.82,,3.88,3.69,,4.6,29.33,,"출처: 2026 안양대 수시 입시결과. 등급=입시결과(최저→70%칸, 평균→50%칸). 수능최저 없음"
경인권,경기,만안구,안양대,자연,화장품발명디자인학과,,,,아리학생부교과,19,3.4,3.31,아리학생부면접,2,3.32,3.32,,,,,아리학생부종합Ⅱ,9,4.43,4.1,아리학생부종합Ⅱ,9,4.43,4.1,82,3,,,,12,5,3,,,,,,,,3.66,4.67,,3.96,5.23,,7.42,10,9,"출처: 2026 안양대 수시 입시결과. 등급=입시결과(최저→70%칸, 평균→50%칸). 수능최저 없음"
경인권,경기,만안구,안양대,자연,컴퓨터공학과,,,,아리학생부교과,18,2.94,2.62,아리학생부면접,7,3.66,2.97,,,,,아리학생부종합Ⅱ,15,3.6,3.58,아리학생부종합Ⅱ,15,3.6,3.58,75.5,10,,,,9,10,4,,,,,,,,2.58,3.77,,3.23,4.34,,5,9.75,8,"출처: 2026 안양대 수시 입시결과. 등급=입시결과(최저→70%칸, 평균→50%칸). 수능최저 없음"
경인권,경기,만안구,안양대,자연,정보전기전자공학과,,,,아리학생부교과,44,3.16,3.05,아리학생부면접,2,3.73,3.7,,,,,아리학생부종합Ⅱ,20,4.07,3.76,아리학생부종합Ⅱ,20,4.07,3.76,81.5,9,,,,27,16,7,,,,,,,,3.38,4.38,,4.26,5.19,,6.26,9.75,9.43,"출처: 2026 안양대 수시 입시결과. 등급=입시결과(최저→70%칸, 평균→50%칸). 수능최저 없음"
경인권,경기,만안구,안양대,자연,정보전기전자공학과(야),,,,아리학생부교과,21,4.31,4.28,아리학생부면접,4,4.8,4.8,,,,,,,,,,,,,74,1,,,,14,,3,,,,,,,,4.78,,,5.26,,,5.36,,8.75,"출처: 2026 안양대 수시 입시결과. 등급=입시결과(최저→70%칸, 평균→50%칸). 수능최저 없음"
경인권,경기,만안구,안양대,자연,소프트웨어학과,,,,아리학생부교과,16,4.2,3.91,아리학생부면접,3,4.45,4.1,,,,,아리학생부종합Ⅱ,15,4,3.81,아리학생부종합Ⅱ,15,4,3.81,79.5,3,,,,10,9,4,,,,,,,,2.95,4,,3.6,4.36,,4.5,5.56,17.4,"출처: 2026 안양대 수시 입시결과. 등급=입시결과(최저→70%칸, 평균→50%칸). 수능최저 없음"
경인권,경기,만안구,안양대,자연,도시정보공학과,,,,아리학생부교과,32,3.32,3.22,아리학생부면접,0,3.74,3.58,,,,,아리학생부종합Ⅱ,7,4.26,4.07,아리학생부종합Ⅱ,7,4.26,4.07,79,1,,,,15,10,5,,,,,,,,3.67,4.68,,4.39,5.05,,6.33,6.9,15.2,"출처: 2026 안양대 수시 입시결과. 등급=입시결과(최저→70%칸, 평균→50%칸). 수능최저 없음"
경인권,경기,만안구,안양대,자연,도시정보공학과(야),,,,아리학생부교과,13,4.3,4.17,아리학생부면접,7,5.09,4.66,,,,,,,,,,,,,77,3,,,,14,,4,,,,,,,,5.26,,,5.7,,,5.93,,8.2,"출처: 2026 안양대 수시 입시결과. 등급=입시결과(최저→70%칸, 평균→50%칸). 수능최저 없음"
경인권,경기,만안구,안양대,자연,환경에너지공학과,,,,아리학생부교과,28,3.26,3.09,아리학생부면접,5,3.62,3.62,,,,,아리학생부종합Ⅱ,8,3.61,3.52,아리학생부종합Ⅱ,8,3.61,3.52,79,4,,,,12,9,3,,,,,,,,3.43,4.17,,3.63,4.96,,4.58,9.11,12.25,"출처: 2026 안양대 수시 입시결과. 등급=입시결과(최저→70%칸, 평균→50%칸). 수능최저 없음"
경인권,경기,만안구,안양대,자연,AI융합학과,,,,아리학생부교과,16,3.33,3.16,아리학생부면접,3,3.77,3.77,,,,,아리학생부종합Ⅱ,6,4.19,3.84,아리학생부종합Ⅱ,6,4.19,3.84,81.5,3,,,,5,4,3,,,,,,,,2.76,4.09,,3.57,,,6.2,11.75,12.5,"출처: 2026 안양대 수시 입시결과. 등급=입시결과(최저→70%칸, 평균→50%칸). 수능최저 없음"
경인권,경기,만안구,안양대,자연,이공계열자유전공,,,,아리학생부교과,68,3.19,3.1,아리학생부면접,5,3.82,3.53,,,,,아리학생부종합Ⅱ,15,3.92,3.91,아리학생부종합Ⅱ,15,3.92,3.91,76.5,20,,,,30,9,14,,,,,,,,,,,,,,7.33,9.11,6.82,"출처: 2026 안양대 수시 입시결과. 등급=입시결과(최저→70%칸, 평균→50%칸). 수능최저 없음"
경인권,경기,만안구,안양대,예체능,게임콘텐츠학과,,,,아리학생부교과,,5.26,4.73,,,,,,,,,,,,,아리학생부종합Ⅱ,,4.7,4.69,,,,,,12,4,,,,,,,,,5.58,,,5.69,,,10.75,8.5,,"출처: 2026 안양대 수시 입시결과. 등급=입시결과(최저→70%칸, 평균→50%칸). 수능최저 없음"
