권역,지역,세부지역,대학명,계열,2026 수시 모집단위,2025 수시 모집단위,전형변경,모집단위변경,교과1/전형,교과1/충원,교과1/70%,교과1/50%,교과2/전형,교과2/충원,교과2/70%,교과2/50%,교과3/전형,교과3/충원,교과3/70%,교과3/50%,종합1/전형,종합1/충원,종합1/70%,종합1/50%,종합2/전형,종합2/충원,종합2/70%,종합2/50%,정시백분위,정시/충원,2025 정시 반영영역,영어한국사,학과홈페이지URL,모집인원_교과,모집인원_종합,모집인원_정시,수능반영_국,수능반영_수,수능반영_영,수능반영_탐,수능반영_한,면접비율,논술비율,2024_교과70,2024_종합70,2024_정시,2023_교과70,2023_종합70,2023_정시,경쟁률_교과,경쟁률_종합,경쟁률_정시,비고
경인권,경기,부천시,가톨릭대,공통,자유전공학부,자유전공학부,유지,유지,지역균형,70,2.53,2.5,,,,,,,,,잠재능력우수자서류,,,,잠재능력우수자면접,,,,93,14,국수영탐(1),4/4,,33,,38,,,,,,30%(종합 단계별 2단계 면접),"100%(논술전형, 2027 논술100%로 변경)",,,,,,,6.27,,5.63,
경인권,경기,부천시,가톨릭대,인문,인문사회계열,인문사회계열,유지,유지,지역균형,68,2.61,2.53,,,,,,,,,잠재능력우수자서류,21,5.08,3.48,잠재능력우수자면접,,,,93,31,국수영탐(1),4/2,,30,14,57,,,,,,30%(종합 단계별 2단계 면접),"100%(논술전형, 2027 논술100%로 변경)",,,,,,,8.5,26.21,7.44,
경인권,경기,부천시,가톨릭대,인문,국어국문학과,국어국문학과,유지,유지,지역균형,19,2.76,2.54,,,,,,,,,잠재능력우수자서류,6,3.36,3.36,잠재능력우수자면접,1,3.47,3.32,82,64,정시 '인문사회계열' 점수 적용,4/2,,5,4,110,,,,,,30%(종합 단계별 2단계 면접),"100%(논술전형, 2027 논술100%로 변경)",2.79,,,2.87,,,6.4,12.5,5.59,
경인권,경기,부천시,가톨릭대,인문,철학과,철학과,유지,유지,지역균형,3,2.38,2.38,,,,,,,,,잠재능력우수자서류,2,2.83,2.83,잠재능력우수자면접,6,4.82,3.53,82,64,정시 '인문사회계열' 점수 적용,4/2,,5,4,110,,,,,,30%(종합 단계별 2단계 면접),"100%(논술전형, 2027 논술100%로 변경)",2.78,,,3.22,,,6.4,13.75,5.59,
경인권,경기,부천시,가톨릭대,인문,국사학과,국사학과,유지,유지,지역균형,17,2.76,2.75,,,,,,,,,잠재능력우수자서류,6,3.25,3.25,잠재능력우수자면접,2,3.52,3.46,82,64,정시 '인문사회계열' 점수 적용,4/2,,5,4,110,,,,,,30%(종합 단계별 2단계 면접),"100%(논술전형, 2027 논술100%로 변경)",2.78,,,2.87,,,12.6,21.5,5.59,
경인권,경기,부천시,가톨릭대,인문,영어영문학부,영어영문학부,유지,유지,지역균형,16,2.74,2.74,,,,,,,,,잠재능력우수자서류,28,4.91,4.17,잠재능력우수자면접,7,4.2,3.68,82,64,정시 '인문사회계열' 점수 적용,4/2,,5,11,110,,,,,,30%(종합 단계별 2단계 면접),"100%(논술전형, 2027 논술100%로 변경)",2.77,,,2.98,,,5.2,18.91,5.59,
경인권,경기,부천시,가톨릭대,인문,중국언어문화학과,중국언어문화학과,유지,유지,지역균형,5,2.82,2.82,,,,,,,,,잠재능력우수자서류,7,4.93,4.93,잠재능력우수자면접,4,5.44,4.82,82,64,정시 '인문사회계열' 점수 적용,4/2,,5,5,110,,,,,,30%(종합 단계별 2단계 면접),"100%(논술전형, 2027 논술100%로 변경)",2.87,,,3.26,,,8.6,23.4,5.59,
경인권,경기,부천시,가톨릭대,인문,일어일본문화학과,일어일본문화학과,유지,유지,지역균형,3,2.41,2.34,,,,,,,,,잠재능력우수자서류,10,5.58,5.47,잠재능력우수자면접,0,5.88,5.76,82,64,정시 '인문사회계열' 점수 적용,4/2,,5,5,110,,,,,,30%(종합 단계별 2단계 면접),"100%(논술전형, 2027 논술100%로 변경)",2.94,,,3.09,,,11.4,45.8,5.59,
경인권,경기,부천시,가톨릭대,인문,프랑스어문화학과,프랑스어문화학과,유지,유지,지역균형,9,2.76,2.68,,,,,,,,,잠재능력우수자서류,8,4.24,3.62,잠재능력우수자면접,,,,82,64,정시 '인문사회계열' 점수 적용,4/2,,5,9,110,,,,,,30%(종합 단계별 2단계 면접),"100%(논술전형, 2027 논술100%로 변경)",2.97,,,3.22,,,11.6,13.67,5.59,
경인권,경기,부천시,가톨릭대,인문,사회복지학과,사회복지학과,유지,유지,지역균형,9,2.64,2.47,,,,,,,,,잠재능력우수자서류,5,3.22,3.22,잠재능력우수자면접,6,3.17,3.04,82,64,정시 '인문사회계열' 점수 적용,4/2,,5,5,110,,,,,,30%(종합 단계별 2단계 면접),"100%(논술전형, 2027 논술100%로 변경)",2.94,,,2.57,,,6,10.6,5.59,
경인권,경기,부천시,가톨릭대,인문,심리학과,심리학과,유지,유지,지역균형,18,2.22,2.06,,,,,,,,,잠재능력우수자서류,7,2.38,2.37,잠재능력우수자면접,4,2.76,2.75,81.0,,국수영탐(1),4/2,,5,8,,,,,,,30%(종합 단계별 2단계 면접),"100%(논술전형, 2027 논술100%로 변경)",2.26,,,2.58,,,8.4,17.5,,
경인권,경기,부천시,가톨릭대,인문,사회학과,사회학과,유지,유지,지역균형,3,2.46,2.36,,,,,,,,,잠재능력우수자서류,4,2.8,2.8,잠재능력우수자면접,1,3.03,2.67,82,64,정시 '인문사회계열' 점수 적용,4/2,,5,5,110,,,,,,30%(종합 단계별 2단계 면접),"100%(논술전형, 2027 논술100%로 변경)",2.93,,,2.62,,,6.2,12.8,5.59,
경인권,경기,부천시,가톨릭대,인문,경영학과,경영학과,유지,유지,지역균형,9,2.39,2.34,,,,,,,,,잠재능력우수자서류,5,3.25,3.17,잠재능력우수자면접,1,3.77,3.3,81.0,,국수영탐(1),4/2,,5,9,,,,,,,30%(종합 단계별 2단계 면접),"100%(논술전형, 2027 논술100%로 변경)",2.83,,,2.77,,,6.6,18.22,,
경인권,경기,부천시,가톨릭대,인문,회계학과,회계학과,유지,유지,지역균형,11,2.62,2.56,,,,,,,,,잠재능력우수자서류,7,3.24,3.14,잠재능력우수자면접,2,3.29,3.27,81.0,,국수영탐(1),4/2,,5,9,,,,,,,30%(종합 단계별 2단계 면접),"100%(논술전형, 2027 논술100%로 변경)",2.88,,,3.13,,,5.4,8.67,,
경인권,경기,부천시,가톨릭대,인문,국제학부,국제학부,유지,유지,지역균형,9,2.63,2.47,,,,,,,,,잠재능력우수자서류,10,4.03,3.2,잠재능력우수자면접,6,4.04,3.16,81.0,,국수영탐(1),4/2,,5,12,,,,,,,30%(종합 단계별 2단계 면접),"100%(논술전형, 2027 논술100%로 변경)",2.88,,,2.94,,,6.2,14.25,,
경인권,경기,부천시,가톨릭대,인문,법학과,법학과,유지,유지,지역균형,6,2.47,2.27,,,,,,,,,잠재능력우수자서류,3,2.95,2.95,잠재능력우수자면접,4,3.07,2.77,82,64,정시 '인문사회계열' 점수 적용,4/2,,5,4,110,,,,,,30%(종합 단계별 2단계 면접),"100%(논술전형, 2027 논술100%로 변경)",2.72,,,2.73,,,6,19.5,5.59,
경인권,경기,부천시,가톨릭대,인문,경제학과,경제학과,유지,유지,지역균형,22,2.82,2.59,,,,,,,,,잠재능력우수자서류,4,3.09,3.04,잠재능력우수자면접,1,3.38,3.22,81.0,,국수영탐(1),4/2,,5,5,,,,,,,30%(종합 단계별 2단계 면접),"100%(논술전형, 2027 논술100%로 변경)",2.68,,,2.9,,,15.6,14.8,,
경인권,경기,부천시,가톨릭대,인문,행정학과,행정학과,유지,유지,지역균형,5,2.72,2.72,,,,,,,,,잠재능력우수자서류,2,3.16,3.16,잠재능력우수자면접,3,3.03,3.03,82,64,정시 '인문사회계열' 점수 적용,4/2,,5,4,110,,,,,,30%(종합 단계별 2단계 면접),"100%(논술전형, 2027 논술100%로 변경)",2.68,,,2.88,,,6.2,11.5,5.59,
경인권,경기,부천시,가톨릭대,인문,아동학과,아동학과,유지,유지,지역균형,5,2.64,2.61,,,,,,,,,잠재능력우수자서류,5,3.05,3.05,잠재능력우수자면접,2,3.67,3.55,81.0,0,국수영탐(1),4/2,,5,4,1,,,,,,30%(종합 단계별 2단계 면접),"100%(논술전형, 2027 논술100%로 변경)",2.91,,,3.16,,,5,12,6,
경인권,경기,부천시,가톨릭대,자연,자연공학계열,자연공학계열,유지,유지,지역균형,38,2.51,2.47,,,,,,,,,잠재능력우수자서류,8,2.95,2.8,잠재능력우수자면접,,,,93,47,국수영탐(1),2/1,,20,9,37,,,,,,30%(종합 단계별 2단계 면접),"100%(논술전형, 2027 논술100%로 변경)",,,,,,,5.15,19.22,7.92,
경인권,경기,부천시,가톨릭대,자연,화학과,화학과,유지,유지,지역균형,9,2.36,2.25,,,,,,,,,잠재능력우수자서류,3,3.19,3.04,잠재능력우수자면접,6,3.05,3.05,83.33,136,정시 '자연공학계열' 점수 적용,2/1,,5,5,80,,,,,,30%(종합 단계별 2단계 면접),"100%(논술전형, 2027 논술100%로 변경)",2.51,,,2.73,,,5.6,16.6,7.07,
경인권,경기,부천시,가톨릭대,자연,수학과,수학과,유지,유지,지역균형,8,2.46,2.41,,,,,,,,,잠재능력우수자서류,5,2.94,2.83,잠재능력우수자면접,13,3.74,3.46,83.33,136,정시 '자연공학계열' 점수 적용,2/1,,5,5,80,,,,,,30%(종합 단계별 2단계 면접),"100%(논술전형, 2027 논술100%로 변경)",2.8,,,2.91,,,12,9,7.07,
경인권,경기,부천시,가톨릭대,자연,물리학과,물리학과,유지,유지,지역균형,6,2.57,2.57,,,,,,,,,잠재능력우수자서류,7,3.09,2.95,잠재능력우수자면접,2,3.5,3.36,83.33,136,정시 '자연공학계열' 점수 적용,2/1,,5,5,80,,,,,,30%(종합 단계별 2단계 면접),"100%(논술전형, 2027 논술100%로 변경)",3.07,,,3.28,,,7,10.6,7.07,
경인권,경기,부천시,가톨릭대,자연,공간디자인·소비자학과,공간디자인•소비자학과,유지,유지,지역균형,,2.71,2.52,,,,,,,,,잠재능력우수자서류,,5.44,3.69,잠재능력우수자면접,,3.96,3.39,83.0,,국수영탐(1),2/1,,5,10,,,,,,,30%(종합 단계별 2단계 면접),"100%(논술전형, 2027 논술100%로 변경)",,,,,,,10,12.20/21.60,,
경인권,경기,부천시,가톨릭대,자연,의류학과,의류학과,유지,유지,지역균형,17,2.62,2.51,,,,,,,,,잠재능력우수자서류,5,3.45,3.29,잠재능력우수자면접,3,3.47,3.47,83.0,,국수영탐(1),2/1,,5,5,,,,,,,30%(종합 단계별 2단계 면접),"100%(논술전형, 2027 논술100%로 변경)",3.1,,,2.89,,,8.8,15.4,,
경인권,경기,부천시,가톨릭대,자연,식품영양학과,식품영양학과,유지,유지,지역균형,14,2.56,2.41,,,,,,,,,잠재능력우수자서류,7,3.41,3.11,잠재능력우수자면접,4,3.41,3.05,83.0,,국수영탐(1),2/1,,5,5,,,,,,,30%(종합 단계별 2단계 면접),"100%(논술전형, 2027 논술100%로 변경)",2.57,,,2.7,,,7.6,23.6,,
경인권,경기,부천시,가톨릭대,자연,컴퓨터정보공학부,컴퓨터정보공학부,유지,유지,지역균형,18,3.25,2.73,,,,,,,,,잠재능력우수자서류,11,3.23,2.99,잠재능력우수자면접,12,4.06,3.6,83.0,,국수영탐(1),2/1,,5,11,,,,,,,30%(종합 단계별 2단계 면접),"100%(논술전형, 2027 논술100%로 변경)",2.77,,,2.93,,,5,15.09,,
경인권,경기,부천시,가톨릭대,자연,미디어기술콘텐츠학과,미디어기술콘텐츠학과,유지,유지,지역균형,8,2.72,2.66,,,,,,,,,잠재능력우수자서류,3,3.01,2.99,잠재능력우수자면접,0,3.31,3.17,83.0,,국수영탐(1),2/1,,5,6,,,,,,,30%(종합 단계별 2단계 면접),"100%(논술전형, 2027 논술100%로 변경)",2.57,,,2.82,,,5,28.5,,
경인권,경기,부천시,가톨릭대,자연,정보통신전자공학부,정보통신전자공학부,유지,유지,지역균형,10,2.43,2.4,,,,,,,,,잠재능력우수자서류,14,3,2.94,잠재능력우수자면접,4,3.26,3.23,83.0,,국수영탐(1),2/1,,5,11,,,,,,,30%(종합 단계별 2단계 면접),"100%(논술전형, 2027 논술100%로 변경)",2.82,,,3.12,,,5.2,9.55,,
경인권,경기,부천시,가톨릭대,자연,생명공학과,생명공학과,유지,유지,지역균형,9,2.19,2.19,,,,,,,,,잠재능력우수자서류,4,2.56,2.5,잠재능력우수자면접,1,2.74,2.48,83.33,136,정시 '자연공학계열' 점수 적용,2/1,,5,7,80,,,,,,30%(종합 단계별 2단계 면접),"100%(논술전형, 2027 논술100%로 변경)",2.14,,,2.34,,,5.6,13.86,7.07,
경인권,경기,부천시,가톨릭대,자연,에너지환경공학과,에너지환경공학과,유지,유지,지역균형,13,2.44,2.37,,,,,,,,,잠재능력우수자서류,3,3.11,2.74,잠재능력우수자면접,3,2.8,2.8,83.33,136,정시 '자연공학계열' 점수 적용,2/1,,5,5,80,,,,,,30%(종합 단계별 2단계 면접),"100%(논술전형, 2027 논술100%로 변경)",2.64,,,2.79,,,8.6,15.2,7.07,
경인권,경기,부천시,가톨릭대,자연,바이오메디컬화학공학과,바이오메디컬화학공학과,유지,유지,지역균형,4,2.07,2.05,,,,,,,,,잠재능력우수자서류,4,2.56,2.44,잠재능력우수자면접,3,2.74,2.7,83.33,136,정시 '자연공학계열' 점수 적용,2/1,,5,8,80,,,,,,30%(종합 단계별 2단계 면접),"100%(논술전형, 2027 논술100%로 변경)",2.33,,,2.42,,,4.4,12.75,7.07,
경인권,경기,부천시,가톨릭대,자연,의생명과학과,의생명과학과,유지,유지,지역균형,5,3.01,3.01,,,,,,,,,잠재능력우수자서류,4,2.64,2.53,잠재능력우수자면접,5,2.63,2.55,87,7,국수영탐(1),2/1,,5,6,12,,,,,,30%(종합 단계별 2단계 면접),"100%(논술전형, 2027 논술100%로 변경)",2.64,,,1.89,,,5.4,26,4.25,
경인권,경기,부천시,가톨릭대,자연,인공지능학과,인공지능학과,유지,유지,지역균형,23,2.52,2.52,,,,,,,,,잠재능력우수자서류,13,3.45,3.13,잠재능력우수자면접,3,3.54,3.09,83,12,국수영탐(1),2/1,,5,6,16,,,,,,30%(종합 단계별 2단계 면접),"100%(논술전형, 2027 논술100%로 변경)",2.67,,,2.91,,,9.8,12.67,5.25,
경인권,경기,부천시,가톨릭대,자연,데이터사이언스학과,데이터사이언스학과,유지,유지,지역균형,8,2.55,2.46,,,,,,,,,잠재능력우수자서류,5,3.51,3.49,잠재능력우수자면접,8,3.75,3.07,83,5,국수영탐(1),2/1,,5,6,13,,,,,,30%(종합 단계별 2단계 면접),"100%(논술전형, 2027 논술100%로 변경)",2.74,,,2.92,,,5.4,10.33,6.23,
경인권,경기,부천시,가톨릭대,자연,바이오메디컬소프트웨어학과,바이오메디컬소프트웨어학과,유지,유지,지역균형,9,2.52,2.51,,,,,,,,,잠재능력우수자서류,2,2.68,2.6,잠재능력우수자면접,2,3.12,2.85,84,4,국수영탐(1),2/1,,5,4,5,,,,,,30%(종합 단계별 2단계 면접),"100%(논술전형, 2027 논술100%로 변경)",2.42,,,2.68,,,7.4,10.5,12,
경인권,경기,부천시,가톨릭대,인문,특수교육과,특수교육과,유지,유지,지역균형,12,2.78,2.66,,,,,,,,,잠재능력우수자서류,,,,잠재능력우수자면접,4,3.79,3.56,81,2,국수영탐(1),3/2,,6,12,12,,,,,,30%(종합 단계별 2단계 면접),"100%(논술전형, 2027 논술100%로 변경)",2.77,,,3.05,,,5.17,8.5,8,
경인권,경기,부천시,가톨릭대,자연,바이오로직스공학부,,신설,신설,지역균형,6,2.41,2.41,,,,,,,,,잠재능력우수자서류,6,2.53,2.48,잠재능력우수자면접,,,,82,28,,-/-,,7,11,42,,,,,,30%(종합 단계별 2단계 면접),"100%(논술전형, 2027 논술100%로 변경)",,,,,,,6.57,14.36,4.02,
경인권,경기,부천시,가톨릭대,자연,AI의공학과,,신설,신설,지역균형,2,2.93,2.91,,,,,,,,,잠재능력우수자서류,5,2.91,2.73,잠재능력우수자면접,,,,83,11,,-/-,,6,9,21,,,,,,30%(종합 단계별 2단계 면접),"100%(논술전형, 2027 논술100%로 변경)",,,,,,,5.5,10.56,5.05,
경인권,경기,부천시,가톨릭대,자연,약학과,약학과,유지,유지,지역균형,9,1.06,1.06,,,,,,,,,학교장추천,3,1.67,1.61,잠재능력우수자면접,,,,96,17,국수탐(2),2/1,,4,8,10,,,,,,30%(종합 단계별 2단계 면접),"100%(논술전형, 2027 논술100%로 변경)",1.08,,,,,,6.25,29.88,7.4,
서울,서울,서초구,가톨릭대,자연,의예과,의예과,유지,유지,지역균형,,1,1,,,,,,,,,학교장추천,,1.6,1.12,잠재능력우수자면접,,,,99.2,,국수탐(2),1/1,,10,,37,,,,,,30%(종합 단계별 2단계 면접),"100%(논술전형, 2027 논술100%로 변경)",1,,,,,,7.5,,3.57,
서울,서울,서초구,가톨릭대,자연,간호학과,간호학과,유지,유지,지역균형,,1.71,1.65,,,,,,,,,학교장추천,,2.3,1.86,잠재능력우수자면접,,,,89.8,,국수탐(2),2/2,,14,,33,,,,,,30%(종합 단계별 2단계 면접),"100%(논술전형, 2027 논술100%로 변경)",1.78,,,,,,8.5,,3.55,
서울,서울,광진구,건국대,인문,국어국문학과,국어국문학과,유지,유지,KU지역균형,0,,,,,,,,,,,KU자기추천,20,2.48,2.44,,,,,86,3,국수영탐(2),3/3,,3,15,6,,,,,,,,1.77,2.57,,1.82,3.1,,5.67,13,7.67,
서울,서울,광진구,건국대,인문,영어영문학과,영어영문학과,유지,유지,KU지역균형,7,1.96,1.96,,,,,,,,,KU자기추천,20,2.96,2.64,,,,,83,4,국수영탐(2),4/2,,4,30,7,,,,,,,,1.9,4.19,,2,4.5,,6.25,14.13,6.57,
서울,서울,광진구,건국대,인문,중어중문학과,중어중문학과,유지,유지,KU지역균형,0,,,,,,,,,,,KU자기추천,9,4.67,4.4,,,,,83,1,국수영탐(2),3/2,,3,16,8,,,,,,,,2.12,3.6,,2.15,3.2,,6,15.75,5.5,
서울,서울,광진구,건국대,인문,철학과,철학과,유지,유지,KU지역균형,0,,,,,,,,,,,KU자기추천,5,3.36,2.82,,,,,87.0,,국수영탐(2),-/-,,3,15,3,,,,,,,,2.26,3,,,3.67,,6,20.47,10.33,
서울,서울,광진구,건국대,인문,사학과,사학과,유지,유지,KU지역균형,0,,,,,,,,,,,KU자기추천,9,2.43,2.37,,,,,85,0,국수영탐(2),3/1,,3,14,4,,,,,,,,1.92,2.44,,2.04,2.68,,7,11.93,10.5,
서울,서울,광진구,건국대,인문,지리학과,지리학과,유지,유지,KU지역균형,0,,,,,,,,,,,KU자기추천,15,2.79,2.67,,,,,87.0,,국수영탐(2),-/-,,3,15,3,,,,,,,,2.12,3.25,,,3.13,,7.67,12.93,10.67,
서울,서울,광진구,건국대,인문,미디어커뮤니케이션학과,미디어커뮤니케이션학과,유지,유지,KU지역균형,18,1.82,1.93,,,,,,,,,KU자기추천,9,2.52,2.23,,,,,85,6,국수영탐(2),3/1,,6,13,5,,,,,,,,1.78,2.39,,1.92,2.65,,12.67,22.77,11.2,
서울,서울,광진구,건국대,인문,문화콘텐츠학과,문화콘텐츠학과,유지,유지,KU지역균형,3,1.96,1.96,,,,,,,,,KU자기추천,7,2.59,2.4,,,,,85,5,국수영탐(2),3/3,,4,13,6,,,,,,,,2.2,2.52,,1.96,2.62,,10,19.38,6.83,
서울,서울,광진구,건국대,인문,문과대학자유전공학부,문과대학자유전공학부,유지,유지,KU지역균형,111,2.31,2.07,,,,,,,,,KU자기추천,,,,,,,,83,6,,-/-,,35,,4,,,,,,,,,,,,,,9.97,,7,
서울,서울,광진구,건국대,자연,수학과,수학과,유지,유지,KU지역균형,7,2.07,1.92,,,,,,,,,KU자기추천,10,2.27,2.19,,,,,89,10,국수영탐(2),1/1,,5,7,8,,,,,,,,2.12,2.42,,2.11,2.59,,11.6,21.71,8.5,
서울,서울,광진구,건국대,자연,물리학과,물리학과,유지,유지,KU지역균형,24,1.89,1.8,,,,,,,,,KU자기추천,4,2.42,2.32,,,,,89,14,국수영탐(2),4/1,,8,13,12,,,,,,,,2,2.33,,2.04,2.86,,7.25,16.54,5.42,
서울,서울,광진구,건국대,자연,화학과,화학과,유지,유지,KU지역균형,0,,,,,,,,,,,KU자기추천,6,2.07,2,,,,,89,10,국수영탐(2),2/2,,3,8,11,,,,,,,,1.64,2,,2.08,2.76,,6.33,21.5,4.18,
서울,서울,광진구,건국대,자연,이과대학자유전공학부,이과대학자유전공학부,유지,유지,KU지역균형,34,2.07,1.92,,,,,,,,,KU자기추천,,,,,,,,89.5,,,-/-,,13,,,,,,,,,,,,,,,,14.46,,,
서울,서울,광진구,건국대,자연,건축학부,건축학부,유지,유지,KU지역균형,29,1.85,1.91,,,,,,,,,KU자기추천,15,2.6,2.44,,,,,87,51,국수영탐(2),2/2,,8,20,39,,,,,,,,2.24,2.97,,2.3,3.19,,15.25,19.8,5.85,
서울,서울,광진구,건국대,자연,사회환경공학부,사회환경공학부,유지,유지,KU지역균형,16,2,1.92,,,,,,,,,KU자기추천,11,2.85,2.75,,,,,90,28,국수영탐(2),3/3,,7,40,42,,,,,,,,2,2.92,,2.17,3.72,,17.29,19.58,4.74,
서울,서울,광진구,건국대,자연,기계·로봇·자동차공학부,기계·로봇·자동차공학부,유지,유지,KU지역균형,,1.74,1.77,,,,,,,,,KU자기추천,,1.83,1.83,,,,,92.5,,국수영탐(2),2/1,,18,10,40,,,,,,,,,,,,,,7.06,31.14/18.00,4.95,
서울,서울,광진구,건국대,자연,전기전자공학부,전기전자공학부,유지,유지,KU지역균형,19,1.42,1.36,,,,,,,,,KU자기추천,37,2.16,2.09,,,,,92,136,국수영탐(2),3/1,,8,38,64,,,,,,,,1.89,2.25,,1.92,2.48,,8.75,16.26,7.44,
서울,서울,광진구,건국대,자연,화공·생명·에너지공학부,화공학부,유지,변경,KU지역균형,,1.42,1.42,,,,,,,,,KU자기추천,,2.12,2.04,,,,,90.3,,국수영탐(2),3/2,,5,22,31,,,,,,,,,,,,,,8.4,21.63/23.00,4.55,
서울,서울,광진구,건국대,자연,컴퓨터공학부,컴퓨터공학부,유지,유지,KU지역균형,23,1.72,1.68,,,,,,,,,KU자기추천,27,2.37,2.28,,,,,90,131,국수영탐(2),3/5,,8,34,49,,,,,,,,1.75,2.27,,1.76,2.79,,10.5,17.62,7.08,
서울,서울,광진구,건국대,자연,재료공학과,재료공학과,유지,유지,KU지역균형,7,1.63,1.63,,,,,,,,,KU자기추천,13,2.13,2.04,,,,,89,28,국수영탐(2),4/2,,4,22,26,,,,,,,,,,,,,,6.75,20.32,4.96,
서울,서울,광진구,건국대,자연,항공우주·모빌리티공학과,항공우주·모빌리티공학과,유지,유지,KU지역균형,,,,,,,,,,,,KU자기추천,,3.39,2.72,,,,,88.3,,국수영탐(2),3/4,,3,12,25,,,,,,,,,,,,,,13,38.78/18.00,4.56,
서울,서울,광진구,건국대,자연,생물공학과,생물공학과,유지,유지,KU지역균형,0,,,,,,,,,,,KU자기추천,4,2.08,1.96,,,,,88,17,국수영탐(2),2/1,,3,15,17,,,,,,,,1.75,1.85,,1.89,2.12,,7.67,18.6,6,
서울,서울,광진구,건국대,자연,산업공학과,산업공학과,유지,유지,KU지역균형,0,,,,,,,,,,,KU자기추천,6,2.48,2.29,,,,,89,25,국수영탐(2),2/2,,3,8,16,,,,,,,,1.92,2.12,,2,2.36,,8,14.88,5.31,
서울,서울,광진구,건국대,자연,공과대학자유전공학부,공과대학자유전공학부,유지,유지,KU지역균형,163,1.87,1.83,,,,,,,,,KU자기추천,,,,,,,,90,219,국수영탐(2),2/1,,100,,67,,,,,,,,,,,,,,11.06,,8.97,
서울,서울,광진구,건국대,인문,정치외교학과,정치외교학과,유지,유지,KU지역균형,0,,,,,,,,,,,KU자기추천,5,2.52,2.2,,,,,90,8,국수영탐(2),3/2,,3,9,13,,,,,,,,2.12,2.43,,2.23,3.05,,5.67,20.22,4.77,
서울,서울,광진구,건국대,인문,경제학과,경제학과,유지,유지,KU지역균형,30,1.96,1.83,,,,,,,,,KU자기추천,13,2.48,2.33,,,,,90,22,국수영탐(2),4/2,,7,23,33,,,,,,,,1.87,2.48,,2,2.67,,13.71,11.22,5.03,
서울,서울,광진구,건국대,인문,행정학과,행정학과,유지,유지,KU지역균형,29,2.13,1.93,,,,,,,,,KU자기추천,5,2.71,2.43,,,,,88,15,국수영탐(2),3/2,,6,14,25,,,,,,,,2.03,2.55,,2.21,2.76,,8.17,15.5,5.52,
서울,서울,광진구,건국대,인문,국제무역학과,국제무역학과,유지,유지,KU지역균형,13,2.19,2.19,,,,,,,,,KU자기추천,2,2.6,2.58,,,,,89,55,국수영탐(2),3/1,,4,14,32,,,,,,,,2.1,2.79,,,2.7,,7,13.5,6.22,
서울,서울,광진구,건국대,인문,응용통계학과,응용통계학과,유지,유지,KU지역균형,4,1.74,1.74,,,,,,,,,KU자기추천,6,2.44,2.36,,,,,89,23,국수영탐(2),1/2,,4,13,18,,,,,,,,1.92,2.5,,1.89,2.37,,6.25,10.69,5.28,
서울,서울,광진구,건국대,인문,사회과학대학융합전공학부,사회과학대학융합전공학부,유지,유지,KU지역균형,143,2.18,2.04,,,,,,,,,KU자기추천,,,,,,,,87.0,,,-/-,,66,,3,,,,,,,,,,,,,,8.24,,11.67,
서울,서울,광진구,건국대,인문,경영학과,경영학과,유지,유지,KU지역균형,73,2,1.85,,,,,,,,,KU자기추천,38,2.56,2.33,,,,,86,70,국수영탐(2),3/3,,15,47,67,,,,,,,,2.04,2.31,,1.88,3,,8.93,18.4,5.15,
서울,서울,광진구,건국대,인문,기술경영학과,기술경영학과,유지,유지,KU지역균형,0,,,,,,,,,,,KU자기추천,3,4.24,3.95,,,,,89,27,국수영탐(2),2/2,,3,10,15,,,,,,,,2.07,2.95,,1.97,2.39,,5,13.4,7.47,
서울,서울,광진구,건국대,인문,부동산학과,부동산학과,유지,유지,KU지역균형,4,1.92,1.92,,,,,,,,,KU자기추천,4,4.95,3.39,,,,,91,8,국수영탐(2),2/1,,4,13,14,,,,,,,,2.12,3.14,,2.33,5.17,,6.75,10.77,4.5,
서울,서울,광진구,건국대,자연,첨단바이오공학부,첨단바이오공학부,유지,유지,KU지역균형,0,,,,,,,,,,,KU자기추천,2,3.75,2.17,,,,,92,32,국수영탐(2),4/2,,3,18,19,,,,,,,,,,,,,,6,23.11,5.74,
서울,서울,광진구,건국대,자연,시스템생명공학과,시스템생명공학과,유지,유지,KU지역균형,0,,,,,,,,,,,KU자기추천,5,1.96,1.79,,,,,89,43,국수영탐(2),2/3,,3,8,12,,,,,,,,1.67,2.46,,1.68,5.67,,10.67,21.5,19.08,
서울,서울,광진구,건국대,자연,융합생명공학과,융합생명공학과,유지,유지,KU지역균형,0,,,,,,,,,,,KU자기추천,2,1.88,1.83,,,,,91,42,국수영탐(2),2/3,,3,8,11,,,,,,,,1.52,1.93,,1.52,2.33,,6.33,21.13,18.64,
서울,서울,광진구,건국대,자연,융합과학기술원자유전공학부,융합과학기술원자유전공학부,유지,유지,KU지역균형,46,1.67,1.15,,,,,,,,,KU자기추천,,,,,,,,89.5,,,-/-,,26,,-,,,,,,,,,,,,,,6.81,,18.5,
서울,서울,광진구,건국대,자연,동물자원·식품과학·유통학부,동물자원·식품과학·유통학부,유지,유지,KU지역균형,,1.81,1.81,,,,,,,,,KU자기추천,,2.46,2.24,,,,,89.3,,국수영탐(2),4/3,,5,44,42,,,,,,,,,,,,,,9.2,21.05/23.25,3.9,
