대학명,모집단위,유형,전형명,기준,컷70,연도,모집인원27,경쟁률26
금오공대,기계공학부 스마트모빌리티전공,교과,학생부교과(지역인재전형),70%컷(최종),4.34,2026,9,5.56
금오공대,바이오메디컬공학과,교과,학생부교과(지역인재전형),70%컷(최종),4.68,2026,7,2.78
금오공대,산업·빅데이터공학부,교과,학생부교과(지역인재전형),70%컷(최종),5.17,2026,8,3.13
금오공대,전자공학부,교과,학생부교과(지역인재전형),70%컷(최종),3.75,2026,32,5.91
금오공대,컴퓨터공학부,교과,학생부교과(지역인재전형),70%컷(최종),4.01,2026,18,5.25
금오공대,화학소재공학부,교과,학생부교과(지역인재전형),70%컷(최종),5.12,2026,6,2.83
금오공대,환경공학과,교과,학생부교과(지역인재전형),70%컷(최종),4.81,2026,6,2.95
금오공대,[유형1] 자율전공학부,교과,학생부교과(지역인재전형),70%컷(최종),5.09,2026,20,3.74
김천대,경찰소방학과,교과,학생부교과(일반교과전형),70%컷(최종),6.54,2026,15,6.5
김천대,사회복지학과,교과,학생부교과(일반교과전형),70%컷(최종),5.28,2026,10,2.75
김천대,상담심리학과,교과,학생부교과(일반교과전형),70%컷(최종),3,2026,20,1.94
김천대,유아교육과[사범],교과,학생부교과(일반교과전형),70%컷(최종),4.07,2026,14,1.64
김천대,간호학과,교과,학생부교과(일반교과전형),70%컷(최종),3.92,2026,35,8.27
김천대,물리치료학과,교과,학생부교과(일반교과전형),70%컷(최종),3.89,2026,25,6.56
김천대,방사선학과,교과,학생부교과(일반교과전형),70%컷(최종),4.27,2026,49,7.18
김천대,스마트모빌리티학과,교과,학생부교과(일반교과전형),70%컷(최종),6.38,2026,20,1.45
김천대,안경광학과,교과,학생부교과(일반교과전형),70%컷(최종),6.6,2026,13,2
김천대,임상병리학과,교과,학생부교과(일반교과전형),70%컷(최종),5.47,2026,30,3.33
김천대,치기공학과,교과,학생부교과(일반교과전형),70%컷(최종),6.1,2026,20,2.65
김천대,치위생학과,교과,학생부교과(일반교과전형),70%컷(최종),2.67,2026,30,3.04
김천대,스포츠재활학과,교과,학생부교과(일반교과전형),70%컷(최종),5.76,2026,14,5.3
김천대,자율전공학부,교과,학생부교과(일반교과전형),70%컷(최종),6.37,2026,23,0.91
김천대,K-글로벌학과,교과,학생부교과(일반면접전형),70%컷(최종),6.37,2026,2,3
김천대,경찰소방학과,교과,학생부교과(일반면접전형),70%컷(최종),7.18,2026,5,3.2
김천대,사회복지학과,교과,학생부교과(일반면접전형),70%컷(최종),6.24,2026,10,1.25
김천대,신학과,교과,학생부교과(일반면접전형),70%컷(최종),5.2,2026,20,1.35
김천대,간호학과,교과,학생부교과(일반면접전형),70%컷(최종),6.29,2026,51,5.25
김천대,물리치료학과,교과,학생부교과(일반면접전형),70%컷(최종),4.24,2026,35,4.34
김천대,방사선학과,교과,학생부교과(일반면접전형),70%컷(최종),4.75,2026,10,3.3
김천대,안경광학과,교과,학생부교과(일반면접전형),평균(최종),4.49,2026,7,
김천대,생활체육학과,교과,학생부교과(일반면접전형),70%컷(최종),6.96,2026,10,3.6
김천대,스포츠재활학과,교과,학생부교과(일반면접전형),평균(최종),8.00,2026,6,
김천대,간호학과,교과,학생부교과(지역인재전형),70%컷(최종),4.63,2026,40,4.27
나사렛대,경영학과,교과,학생부교과(일반전형),70%컷(최종),5.45,2026,44,8.13
나사렛대,경찰행정학과,교과,학생부교과(일반전형),70%컷(최종),4.62,2026,30,5.65
나사렛대,금융부동산학과,교과,학생부교과(일반전형),70%컷(최종),6.6,2026,35,4.17
나사렛대,기독교학부,교과,학생부교과(일반전형),70%컷(최종),7.2,2026,24,1.43
나사렛대,사회복지학부,교과,학생부교과(일반전형),70%컷(최종),5.02,2026,80,6.33
나사렛대,상담심리학과,교과,학생부교과(일반전형),70%컷(최종),4.75,2026,30,5.68
나사렛대,수어통역교육학과,교과,학생부교과(일반전형),70%컷(최종),6.37,2026,15,2.4
나사렛대,아동심리교육학과,교과,학생부교과(일반전형),70%컷(최종),5.58,2026,24,5.33
나사렛대,유아특수교육과,교과,학생부교과(일반전형),70%컷(최종),5.9,2026,20,1.72
나사렛대,인간재활학과,교과,학생부교과(일반전형),70%컷(최종),5.59,2026,22,6.45
나사렛대,중등특수교육과,교과,학생부교과(일반전형),70%컷(최종),4.4,2026,15,5.33
나사렛대,특수교육과,교과,학생부교과(일반전형),70%컷(최종),4.57,2026,20,4.87
나사렛대,항공호텔관광경영학과,교과,학생부교과(일반전형),70%컷(최종),5.68,2026,45,6
나사렛대,AI융합학부,교과,학생부교과(일반전형),70%컷(최종),7.66,2026,53,3.8
나사렛대,간호학과,교과,학생부교과(일반전형),70%컷(최종),3.09,2026,18,8.87
나사렛대,물리치료학과,교과,학생부교과(일반전형),70%컷(최종),2.72,2026,6,19.17
나사렛대,언어치료학과,교과,학생부교과(일반전형),70%컷(최종),5.34,2026,45,3.08
나사렛대,응급구조학과,교과,학생부교과(일반전형),70%컷(최종),3.77,2026,17,9.19
나사렛대,임상병리학과,교과,학생부교과(일반전형),70%컷(최종),3.41,2026,14,6.44
나사렛대,재활의료공학과,교과,학생부교과(일반전형),70%컷(최종),5.23,2026,40,3.88
나사렛대,방송시각영상디자인학부,교과,학생부교과(일반전형),70%컷(최종),5.23,2026,50,5.21
나사렛대,재활자립학과,종합,학생부종합(창의융합인재-면접형),평균(최종),6.801,2025,5,7.4
나사렛대,간호학과,종합,학생부종합(창의융합인재-면접형),평균(최종),3.351,2025,12,7.2
나사렛대,경찰행정학과,종합,학생부종합(창의융합인재-서류형),평균(최종),5.925,2025,6,4.86
나사렛대,기독교학부,종합,학생부종합(창의융합인재-서류형),70%컷(최종),7.99,2026,6,1
나사렛대,사회복지학부,종합,학생부종합(창의융합인재-서류형),70%컷(최종),7,2026,15,2.53
나사렛대,상담심리학과,종합,학생부종합(창의융합인재-서류형),70%컷(최종),6.88,2026,11,2.3
나사렛대,수어통역교육학과,종합,학생부종합(창의융합인재-서류형),70%컷(최종),7.06,2026,2,2.5
나사렛대,아동심리교육학과,종합,학생부종합(창의융합인재-서류형),70%컷(최종),7.09,2026,3,1.67
나사렛대,유아특수교육과,종합,학생부종합(창의융합인재-서류형),70%컷(최종),5.91,2026,10,2
나사렛대,인간재활학과,종합,학생부종합(창의융합인재-서류형),70%컷(최종),6.21,2026,3,1.33
나사렛대,중등특수교육과,종합,학생부종합(창의융합인재-서류형),70%컷(최종),5.52,2026,10,1.6
나사렛대,특수교육과,종합,학생부종합(창의융합인재-서류형),70%컷(최종),5.63,2026,10,1.6
나사렛대,물리치료학과,종합,학생부종합(창의융합인재-서류형),70%컷(최종),3.93,2026,6,9
나사렛대,언어치료학과,종합,학생부종합(창의융합인재-서류형),70%컷(최종),5.8,2026,10,1.17
나사렛대,응급구조학과,종합,학생부종합(창의융합인재-서류형),70%컷(최종),4.74,2026,12,6.17
나사렛대,임상병리학과,종합,학생부종합(창의융합인재-서류형),70%컷(최종),4.05,2026,5,5.8
나사렛대,방송시각영상디자인학부,종합,학생부종합(창의융합인재-서류형),평균(최종),5.792,2025,10,4
나사렛대,경찰행정학과,교과,학생부교과(지역인재1전형),평균(최종),5.66,2025,6,5.71
나사렛대,사회복지학부,교과,학생부교과(지역인재1전형),70%컷(최종),4.97,2026,5,4.8
나사렛대,상담심리학과,교과,학생부교과(지역인재1전형),70%컷(최종),5.07,2026,5,2.4
나사렛대,수어통역교육학과,교과,학생부교과(지역인재1전형),70%컷(최종),7.72,2026,3,2.67
나사렛대,아동심리교육학과,교과,학생부교과(지역인재1전형),70%컷(최종),5.13,2026,3,3.33
나사렛대,유아특수교육과,교과,학생부교과(지역인재1전형),70%컷(최종),5.31,2026,5,1.86
나사렛대,인간재활학과,교과,학생부교과(지역인재1전형),70%컷(최종),6.38,2026,5,2.6
나사렛대,중등특수교육과,교과,학생부교과(지역인재1전형),70%컷(최종),4.59,2026,2,2
나사렛대,특수교육과,교과,학생부교과(지역인재1전형),70%컷(최종),5.38,2026,5,1.6
나사렛대,AI융합학부,교과,학생부교과(지역인재1전형),70%컷(최종),6.77,2026,8,2.5
나사렛대,물리치료학과,교과,학생부교과(지역인재1전형),70%컷(최종),3.25,2026,2,11.5
나사렛대,언어치료학과,교과,학생부교과(지역인재1전형),70%컷(최종),6.08,2026,5,2.67
나사렛대,응급구조학과,교과,학생부교과(지역인재1전형),70%컷(최종),4.9,2026,12,4.5
나사렛대,임상병리학과,교과,학생부교과(지역인재1전형),70%컷(최종),4.41,2026,3,5
나사렛대,간호학과,종합,학생부종합(지역인재2-일반),70%컷(최종),5.26,2026,16,5.14
남부대,[유형2] 자유전공학부,교과,학생부교과(일반학생전형),70%컷(최종),6,2026,25,0.95
남부대,AI경영학과,교과,학생부교과(일반학생전형),70%컷(최종),7.67,2026,5,1.2
남부대,AI전기공학과,교과,학생부교과(일반학생전형),70%컷(최종),7.09,2026,15,2.13
남부대,간호학과,교과,학생부교과(일반학생전형),70%컷(최종),6.18,2026,188,5.27
남부대,경찰행정학과,교과,학생부교과(일반학생전형),70%컷(최종),6.36,2026,17,3.82
남부대,무도경호학과,교과,학생부교과(일반학생전형),70%컷(최종),7,2026,30,2.63
남부대,물리치료학과,교과,학생부교과(일반학생전형),70%컷(최종),5.48,2026,41,9.71
남부대,방사선학과,교과,학생부교과(일반학생전형),70%컷(최종),5.64,2026,40,8.63
남부대,사회복지학과,교과,학생부교과(일반학생전형),70%컷(최종),5.94,2026,17,4.18
남부대,스포츠레저학과,교과,학생부교과(일반학생전형),70%컷(최종),6.6,2026,35,1.71
남부대,식품영양학과,교과,학생부교과(일반학생전형),70%컷(최종),6,2026,15,3.27
남부대,유아교육과,교과,학생부교과(일반학생전형),70%컷(최종),6,2026,22,1.64
남부대,응급구조학과,교과,학생부교과(일반학생전형),70%컷(최종),7.11,2026,26,6.4
남부대,초등특수교육과,교과,학생부교과(일반학생전형),70%컷(최종),6.35,2026,22,1.96
남부대,향장미용학과,교과,학생부교과(일반학생전형),70%컷(최종),7.4,2026,25,2.96
남부대,호텔조리학과,교과,학생부교과(일반학생전형),70%컷(최종),7.04,2026,25,3.96
남부대,간호학과,교과,학생부교과(지역인재전형),70%컷(최종),6.26,2026,20,5.75
남부대,물리치료학과,교과,학생부교과(지역인재전형),70%컷(최종),5.9,2026,9,6.11
남서울대,경영학과,교과,학생부교과(교과+면접전형),70%컷(최종),4.3,2025,15,3.43
남서울대,관광경영학과,교과,학생부교과(교과+면접전형),70%컷(최종),5.57,2025,13,4.38
남서울대,광고홍보학과,교과,학생부교과(교과+면접전형),70%컷(최종),3.87,2025,15,3.19
남서울대,글로벌무역학과,교과,학생부교과(교과+면접전형),70%컷(최종),4.5,2025,13,2.23
남서울대,부동산학과,교과,학생부교과(교과+면접전형),70%컷(최종),5.4,2025,6,2.71
남서울대,사회복지학과,교과,학생부교과(교과+면접전형),70%컷(최종),4.33,2025,14,5.54
남서울대,세무학과,교과,학생부교과(교과+면접전형),70%컷(최종),4.93,2025,6,3.14
남서울대,아동복지학과,교과,학생부교과(교과+면접전형),70%컷(최종),5.1,2025,15,4
남서울대,영어과,교과,학생부교과(교과+면접전형),70%컷(최종),5.57,2025,6,3
남서울대,유통마케팅학과,교과,학생부교과(교과+면접전형),70%컷(최종),4.97,2025,13,3
남서울대,일어일문학과,교과,학생부교과(교과+면접전형),70%컷(최종),4.03,2025,6,5.33
남서울대,중국학과,교과,학생부교과(교과+면접전형),70%컷(최종),5.83,2025,6,2.83
남서울대,호텔경영학과,교과,학생부교과(교과+면접전형),70%컷(최종),4.87,2025,13,4.75
남서울대,휴먼케어학과,교과,학생부교과(교과+면접전형),70%컷(최종),5.47,2025,14,2.27
남서울대,AI융합미디어학과,교과,학생부교과(교과+면접전형),70%컷(최종),4.3,2025,15,2.94
남서울대,가상현실학과,교과,학생부교과(교과+면접전형),70%컷(최종),6.57,2025,15,2.38
남서울대,간호학과,교과,학생부교과(교과+면접전형),70%컷(최종),2.37,2025,15,20.75
남서울대,건축공학과,교과,학생부교과(교과+면접전형),70%컷(최종),5.53,2025,10,4.33
남서울대,건축학과(5년제),교과,학생부교과(교과+면접전형),70%컷(최종),3.67,2025,10,5.33
남서울대,공간정보공학과,교과,학생부교과(교과+면접전형),70%컷(최종),6,2025,15,2.25
남서울대,물리치료학과,교과,학생부교과(교과+면접전형),70%컷(최종),2.3,2025,9,13
남서울대,보건행정학과,교과,학생부교과(교과+면접전형),70%컷(최종),4.37,2025,15,5.26
남서울대,뷰티보건학과,교과,학생부교과(교과+면접전형),70%컷(최종),4.63,2025,8,12
남서울대,빅데이터경영공학과,교과,학생부교과(교과+면접전형),70%컷(최종),6.3,2025,15,2.93
남서울대,스마트팜학과,교과,학생부교과(교과+면접전형),70%컷(최종),5.33,2025,6,3
남서울대,응급구조학과,교과,학생부교과(교과+면접전형),70%컷(최종),3.33,2025,9,12.45
남서울대,인공지능소프트웨어학과,교과,학생부교과(교과+면접전형),70%컷(최종),4.97,2025,15,3
남서울대,임상병리학과,교과,학생부교과(교과+면접전형),70%컷(최종),3.17,2025,9,15.78
남서울대,전자공학과,교과,학생부교과(교과+면접전형),70%컷(최종),4.87,2025,15,2.76
남서울대,지능정보통신공학과,교과,학생부교과(교과+면접전형),70%컷(최종),6.1,2025,15,2.29
남서울대,치위생학과,교과,학생부교과(교과+면접전형),70%컷(최종),3.7,2025,10,26.6
남서울대,경영학과,교과,학생부교과(일반전형),70%컷(최종),3.63,2025,37,6.97
남서울대,관광경영학과,교과,학생부교과(일반전형),70%컷(최종),4.27,2025,26,5.37
남서울대,광고홍보학과,교과,학생부교과(일반전형),70%컷(최종),3.63,2025,47,6.02
남서울대,글로벌무역학과,교과,학생부교과(일반전형),70%컷(최종),4.6,2025,29,4.77
남서울대,부동산학과,교과,학생부교과(일반전형),70%컷(최종),4.17,2025,15,3.63
남서울대,사회복지학과,교과,학생부교과(일반전형),70%컷(최종),3.53,2025,32,8.45
남서울대,세무학과,교과,학생부교과(일반전형),70%컷(최종),3.73,2025,20,3.91
남서울대,아동복지학과,교과,학생부교과(일반전형),70%컷(최종),2.23,2025,43,3.74
남서울대,영어과,교과,학생부교과(일반전형),70%컷(최종),4.53,2025,15,7.31
남서울대,유통마케팅학과,교과,학생부교과(일반전형),70%컷(최종),4.6,2025,30,7.4
남서울대,일어일문학과,교과,학생부교과(일반전형),70%컷(최종),3.3,2025,15,6.94
남서울대,중국학과,교과,학생부교과(일반전형),70%컷(최종),4.2,2025,15,4.81
남서울대,호텔경영학과,교과,학생부교과(일반전형),70%컷(최종),4.7,2025,26,9.5
남서울대,휴먼케어학과,교과,학생부교과(일반전형),70%컷(최종),5.3,2025,24,6.85
남서울대,AI융합미디어학과,교과,학생부교과(일반전형),70%컷(최종),3.73,2025,48,5.26
남서울대,가상현실학과,교과,학생부교과(일반전형),70%컷(최종),5.13,2025,32,5.06
남서울대,간호학과,교과,학생부교과(일반전형),70%컷(최종),2.03,2025,23,9.25
남서울대,건축공학과,교과,학생부교과(일반전형),70%컷(최종),4.27,2025,28,6.13
남서울대,건축학과(5년제),교과,학생부교과(일반전형),70%컷(최종),3.57,2025,23,7.04
남서울대,공간정보공학과,교과,학생부교과(일반전형),70%컷(최종),4.83,2025,44,4.2
남서울대,물리치료학과,교과,학생부교과(일반전형),70%컷(최종),2.07,2025,17,11
남서울대,보건행정학과,교과,학생부교과(일반전형),70%컷(최종),3.77,2025,60,7.24
남서울대,뷰티보건학과,교과,학생부교과(일반전형),70%컷(최종),3.83,2025,22,9.11
남서울대,빅데이터경영공학과,교과,학생부교과(일반전형),70%컷(최종),4.43,2025,39,3.69
남서울대,스마트팜학과,교과,학생부교과(일반전형),70%컷(최종),3.93,2025,26,3.81
남서울대,응급구조학과,교과,학생부교과(일반전형),70%컷(최종),3.1,2025,18,9.92
남서울대,인공지능소프트웨어학과,교과,학생부교과(일반전형),70%컷(최종),4.2,2025,53,6.17
남서울대,임상병리학과,교과,학생부교과(일반전형),70%컷(최종),2.33,2025,20,8.87
남서울대,전자공학과,교과,학생부교과(일반전형),70%컷(최종),3.93,2025,48,4.84
남서울대,지능정보통신공학과,교과,학생부교과(일반전형),70%컷(최종),5.47,2025,48,7.23
남서울대,치위생학과,교과,학생부교과(일반전형),70%컷(최종),2.87,2025,26,13.05
남서울대,경영학과,교과,학생부교과(지역인재전형),평균등급컷,4.3,2025,2,6.33
남서울대,관광경영학과,교과,학생부교과(지역인재전형),평균등급컷,5.2,2025,3,4.5
남서울대,광고홍보학과,교과,학생부교과(지역인재전형),70%컷(최종),3.87,2025,2,4
남서울대,글로벌무역학과,교과,학생부교과(지역인재전형),평균등급컷,6.3,2025,2,4
남서울대,부동산학과,교과,학생부교과(지역인재전형),평균등급컷,4.9,2025,2,2.5
남서울대,세무학과,교과,학생부교과(지역인재전형),70%컷(최종),4,2024,2,2
남서울대,아동복지학과,교과,학생부교과(지역인재전형),평균등급컷,4.4,2025,3,4
남서울대,영어과,교과,학생부교과(지역인재전형),평균등급컷,4.8,2025,2,3.5
남서울대,유통마케팅학과,교과,학생부교과(지역인재전형),70%컷(최종),4.93,2024,2,3
남서울대,일어일문학과,교과,학생부교과(지역인재전형),평균등급컷,3.7,2025,2,4.5
남서울대,중국학과,교과,학생부교과(지역인재전형),70%컷(최종),5.63,2024,2,2
남서울대,호텔경영학과,교과,학생부교과(지역인재전형),평균등급컷,4.9,2025,3,2.5
남서울대,휴먼케어학과,교과,학생부교과(지역인재전형),70%컷(최종),5.1,2024,3,3
남서울대,AI융합미디어학과,교과,학생부교과(지역인재전형),70%컷(최종),4.67,2025,3,5.67
남서울대,가상현실학과,교과,학생부교과(지역인재전형),평균등급컷,6.1,2025,2,3.5
남서울대,간호학과,교과,학생부교과(지역인재전형),70%컷(최종),2.3,2025,28,3.1
남서울대,건축공학과,교과,학생부교과(지역인재전형),70%컷(최종),5.13,2024,3,3.5
남서울대,건축학과(5년제),교과,학생부교과(지역인재전형),평균등급컷,4.2,2025,2,3.5
남서울대,공간정보공학과,교과,학생부교과(지역인재전형),70%컷(최종),6,2024,2,2.67
남서울대,물리치료학과,교과,학생부교과(지역인재전형),평균등급컷,2.6,2025,3,6.5
남서울대,보건행정학과,교과,학생부교과(지역인재전형),평균등급컷,3.7,2025,3,2.8
남서울대,뷰티보건학과,교과,학생부교과(지역인재전형),평균등급컷,4.2,2025,2,5.5
남서울대,빅데이터경영공학과,교과,학생부교과(지역인재전형),평균등급컷,6.7,2025,2,5
남서울대,스마트팜학과,교과,학생부교과(지역인재전형),평균등급컷,5.8,2025,2,4
남서울대,응급구조학과,교과,학생부교과(지역인재전형),70%컷(최종),3.37,2025,2,5.33
남서울대,인공지능소프트웨어학과,교과,학생부교과(지역인재전형),70%컷(최종),3.8,2025,3,2.67
남서울대,임상병리학과,교과,학생부교과(지역인재전형),평균등급컷,2.7,2025,2,4.5
남서울대,전자공학과,교과,학생부교과(지역인재전형),평균등급컷,4.4,2025,3,4
남서울대,지능정보통신공학과,교과,학생부교과(지역인재전형),평균등급컷,5.2,2025,3,3.33
남서울대,치위생학과,교과,학생부교과(지역인재전형),평균등급컷,3,2025,3,7
단국대(죽전),경영학부,논술,논술(논술우수자),70%컷(최종),5.19,2026,17,36.17
단국대(죽전),경제학과,논술,논술(논술우수자),70%컷(최종),5.47,2026,7,33.5
단국대(죽전),국어국문학과,논술,논술(논술우수자),70%컷(최종),5.77,2026,4,35.57
단국대(죽전),도시계획·부동산학부,논술,논술(논술우수자),70%컷(최종),5.13,2026,5,33.38
단국대(죽전),무역학과,논술,논술(논술우수자),70%컷(최종),5.17,2026,7,34.86
단국대(죽전),미디어커뮤니케이션학부,논술,논술(논술우수자),70%컷(최종),5.15,2026,7,41.09
단국대(죽전),법학과,논술,논술(논술우수자),70%컷(최종),5.55,2026,10,35.19
단국대(죽전),사학과,논술,논술(논술우수자),70%컷(최종),4.25,2026,4,33.29
단국대(죽전),상담학과,논술,논술(논술우수자),70%컷(최종),5.15,2026,6,32.6
단국대(죽전),영미인문학과,논술,논술(논술우수자),70%컷(최종),4.04,2026,4,33.25
단국대(죽전),정치외교학과,논술,논술(논술우수자),70%컷(최종),5.15,2026,4,32.4
단국대(죽전),철학과,논술,논술(논술우수자),최저(최종),4.81,2025,2,32.33
단국대(죽전),특수교육과,논술,논술(논술우수자),70%컷(최종),4.96,2026,4,26.75
단국대(죽전),한문교육과,논술,논술(논술우수자),70%컷(최종),5.51,2026,4,26.5
단국대(죽전),행정학과,논술,논술(논술우수자),70%컷(최종),5.43,2026,4,34.43
단국대(죽전),건축학부,논술,논술(논술우수자),70%컷(최종),5.96,2026,5,19.43
단국대(죽전),과학교육과,논술,논술(논술우수자),70%컷(최종),4.46,2026,4,10.75
단국대(죽전),사이버보안학과,논술,논술(논술우수자),70%컷(최종),4.6,2026,3,14.6
단국대(죽전),소프트웨어학과,논술,논술(논술우수자),70%컷(최종),5.56,2026,3,13.58
단국대(죽전),수학교육과,논술,논술(논술우수자),70%컷(최종),6.7,2026,3,18.14
단국대(죽전),인공지능학과,논술,논술(논술우수자),70%컷(최종),5.19,2026,4,14
단국대(죽전),컴퓨터공학과,논술,논술(논술우수자),70%컷(최종),5.36,2026,3,13.5
단국대(죽전),통계데이터사이언스학과,논술,논술(논술우수자),70%컷(최종),4.35,2026,3,16.4
단국대(죽전),국어국문학과,교과,학생부교과(지역균형선발),70%컷(최종),2.39,2026,4,10
단국대(죽전),국제경영학과,교과,학생부교과(지역균형선발),70%컷(최종),2.41,2026,5,6.6
단국대(죽전),사학과,교과,학생부교과(지역균형선발),70%컷(최종),2.39,2026,4,12.75
단국대(죽전),영미인문학과,교과,학생부교과(지역균형선발),70%컷(최종),2.64,2026,4,8.4
단국대(죽전),철학과,교과,학생부교과(지역균형선발),평균(최종),2.24,2025,2,8
단국대(죽전),특수교육과,교과,학생부교과(지역균형선발),70%컷(최종),2.36,2026,4,5.75
단국대(죽전),한문교육과,교과,학생부교과(지역균형선발),70%컷(최종),2.54,2026,3,7
단국대(죽전),건축학부,교과,학생부교과(지역균형선발),70%컷(최종),2.4,2026,5,8.2
단국대(죽전),고분자시스템공학부,교과,학생부교과(지역균형선발),70%컷(최종),2.21,2026,5,7.43
단국대(죽전),과학교육과,교과,학생부교과(지역균형선발),70%컷(최종),2.11,2026,5,6.29
단국대(죽전),기계공학과,교과,학생부교과(지역균형선발),70%컷(최종),2.25,2026,6,14.75
단국대(죽전),사이버보안학과,교과,학생부교과(지역균형선발),70%컷(최종),2.5,2026,4,6.67
단국대(죽전),소프트웨어학과,교과,학생부교과(지역균형선발),70%컷(최종),2.3,2026,4,7.75
단국대(죽전),수학교육과,교과,학생부교과(지역균형선발),70%컷(최종),2.4,2026,5,5.2
단국대(죽전),융합반도체공학과,교과,학생부교과(지역균형선발),70%컷(최종),2.26,2026,5,7.08
단국대(죽전),인공지능학과,교과,학생부교과(지역균형선발),70%컷(최종),2.51,2026,6,10.2
단국대(죽전),인프라건설공학과,교과,학생부교과(지역균형선발),70%컷(최종),2.36,2026,7,9.25
단국대(죽전),전자전기공학과,교과,학생부교과(지역균형선발),70%컷(최종),2.3,2026,8,6.57
단국대(죽전),컴퓨터공학과,교과,학생부교과(지역균형선발),70%컷(최종),2.41,2026,4,24
단국대(죽전),통계데이터사이언스학과,교과,학생부교과(지역균형선발),70%컷(최종),2.48,2026,4,5.83
단국대(죽전),화학공학과,교과,학생부교과(지역균형선발),70%컷(최종),2.1,2026,7,6.36
단국대(죽전),경영학부,종합,학생부종합(DKU인재(면접형)),70%컷(최종),2.94,2026,12,21.73
단국대(죽전),경제학과,종합,학생부종합(DKU인재(면접형)),70%컷(최종),2.87,2026,8,11.56
단국대(죽전),국어국문학과,종합,학생부종합(DKU인재(면접형)),70%컷(최종),2.82,2026,4,8.57
단국대(죽전),국제경영학과,종합,학생부종합(DKU인재(면접형)),70%컷(최종),3.11,2026,5,16.5
단국대(죽전),도시계획·부동산학부,종합,학생부종합(DKU인재(면접형)),70%컷(최종),3.01,2026,6,10.71
단국대(죽전),무역학과,종합,학생부종합(DKU인재(면접형)),70%컷(최종),4.77,2026,8,16.7
단국대(죽전),미디어커뮤니케이션학부,종합,학생부종합(DKU인재(면접형)),70%컷(최종),2.74,2026,6,28.86
단국대(죽전),법학과,종합,학생부종합(DKU인재(면접형)),70%컷(최종),2.86,2026,10,10.27
단국대(죽전),사학과,종합,학생부종합(DKU인재(면접형)),70%컷(최종),2.87,2026,4,14.8
단국대(죽전),상담학과,종합,학생부종합(DKU인재(면접형)),70%컷(최종),3.33,2026,5,14.29
단국대(죽전),영미인문학과,종합,학생부종합(DKU인재(면접형)),70%컷(최종),3.03,2026,3,8.86
단국대(죽전),정치외교학과,종합,학생부종합(DKU인재(면접형)),70%컷(최종),3.61,2026,5,21.33
단국대(죽전),철학과,종합,학생부종합(DKU인재(면접형)),70%컷(최종),2.85,2026,3,13
단국대(죽전),특수교육과,종합,학생부종합(DKU인재(면접형)),70%컷(최종),3.37,2026,10,6.9
단국대(죽전),한문교육과,종합,학생부종합(DKU인재(면접형)),70%컷(최종),3.19,2026,3,7.25
단국대(죽전),행정학과,종합,학생부종합(DKU인재(면접형)),70%컷(최종),3.87,2026,6,19.17
단국대(죽전),건축학부,종합,학생부종합(DKU인재(면접형)),70%컷(최종),2.98,2026,6,15.38
단국대(죽전),고분자시스템공학부,종합,학생부종합(DKU인재(면접형)),70%컷(최종),2.93,2026,6,17.38
단국대(죽전),과학교육과,종합,학생부종합(DKU인재(면접형)),70%컷(최종),2.72,2026,4,14.25
단국대(죽전),기계공학과,종합,학생부종합(DKU인재(면접형)),70%컷(최종),2.98,2026,6,16.63
단국대(죽전),모바일시스템공학과,종합,학생부종합(DKU인재(면접형)),70%컷(최종),3.07,2026,3,9.75
단국대(죽전),수학교육과,종합,학생부종합(DKU인재(면접형)),70%컷(최종),2.33,2026,6,11
단국대(죽전),융합반도체공학과,종합,학생부종합(DKU인재(면접형)),70%컷(최종),3.43,2026,5,15
단국대(죽전),인프라건설공학과,종합,학생부종합(DKU인재(면접형)),70%컷(최종),3.12,2026,5,20.25
단국대(죽전),전자전기공학과,종합,학생부종합(DKU인재(면접형)),70%컷(최종),2.82,2026,6,27.13
단국대(죽전),화학공학과,종합,학생부종합(DKU인재(면접형)),70%컷(최종),3.06,2026,6,15
단국대(죽전),경영학부,종합,학생부종합(DKU인재(서류형)),70%컷(최종),2.78,2026,12,12.31
단국대(죽전),경제학과,종합,학생부종합(DKU인재(서류형)),70%컷(최종),2.75,2026,8,7
단국대(죽전),국제경영학과,종합,학생부종합(DKU인재(서류형)),70%컷(최종),3.03,2026,5,10.75
단국대(죽전),도시계획·부동산학부,종합,학생부종합(DKU인재(서류형)),70%컷(최종),2.63,2026,6,8.14
단국대(죽전),무역학과,종합,학생부종합(DKU인재(서류형)),70%컷(최종),2.92,2026,8,6.9
단국대(죽전),미디어커뮤니케이션학부,종합,학생부종합(DKU인재(서류형)),70%컷(최종),2.53,2026,6,13.86
단국대(죽전),법학과,종합,학생부종합(DKU인재(서류형)),70%컷(최종),2.67,2026,10,7.46
단국대(죽전),상담학과,종합,학생부종합(DKU인재(서류형)),70%컷(최종),3.11,2026,6,10.14
단국대(죽전),정치외교학과,종합,학생부종합(DKU인재(서류형)),70%컷(최종),2.77,2026,5,8.17
단국대(죽전),특수교육과,종합,학생부종합(DKU인재(서류형)),70%컷(최종),2.11,2026,4,8.25
단국대(죽전),한문교육과,종합,학생부종합(DKU인재(서류형)),70%컷(최종),2.86,2026,3,6
단국대(죽전),행정학과,종합,학생부종합(DKU인재(서류형)),70%컷(최종),2.74,2026,6,13.5
단국대(죽전),건축학부,종합,학생부종합(DKU인재(서류형)),70%컷(최종),2.95,2026,6,10.38
