대학명,모집단위,유형,전형명,기준,컷70,연도,모집인원27,경쟁률26
서원대,생물교육과,교과,학생부교과(일반전형),70%컷(최종),3.9,2026,20,5.55
서원대,수학교육과,교과,학생부교과(일반전형),70%컷(최종),3.2,2026,20,5.35
서원대,식품공학과,교과,학생부교과(일반전형),70%컷(최종),6.9,2026,30,3.6
서원대,식품영양학과,교과,학생부교과(일반전형),70%컷(최종),4.9,2026,30,5.67
서원대,응급구조학과,교과,학생부교과(일반전형),70%컷(최종),4.3,2026,30,9.71
서원대,제약공학과,교과,학생부교과(일반전형),70%컷(최종),5.4,2026,40,4.23
서원대,컴퓨터공학과,교과,학생부교과(일반전형),70%컷(최종),6.5,2026,30,4.15
서원대,호텔외식조리학부,교과,학생부교과(일반전형),70%컷(최종),4.2,2026,50,7.64
서원대,환경안전학과,교과,학생부교과(일반전형),70%컷(최종),6.9,2026,25,3.6
서원대,디자인학과,교과,학생부교과(일반전형),70%컷(최종),4.1,2026,10,4.6
서원대,레저스포츠학부,교과,학생부교과(일반전형),70%컷(최종),3.9,2026,10,8.7
서원대,미디어콘텐츠학부,교과,학생부교과(일반전형),70%컷(최종),4.5,2026,45,6.38
서원대,뷰티학과,교과,학생부교과(일반전형),70%컷(최종),4.6,2026,10,7.9
서원대,헬스케어운동학과,교과,학생부교과(일반전형),70%컷(최종),3.7,2026,15,7.9
서원대,[유형1] 자유전공학부,교과,학생부교과(일반전형),70%컷(최종),5.1,2026,30,5.93
서원대,경찰행정학부,교과,학생부교과(창의면접전형),70%컷(최종),5,2026,20,5.55
서원대,사회복지학과,교과,학생부교과(창의면접전형),70%컷(최종),6.2,2026,10,5.5
서원대,상담심리학과,교과,학생부교과(창의면접전형),70%컷(최종),6.1,2026,10,4.6
서원대,소방행정학과,교과,학생부교과(창의면접전형),70%컷(최종),5.6,2026,10,4.1
서원대,패션의류학과,교과,학생부교과(창의면접전형),70%컷(최종),5.3,2026,18,7.89
서원대,항공관광학과,교과,학생부교과(창의면접전형),70%컷(최종),6.7,2026,30,8.72
서원대,컴퓨터공학과,교과,학생부교과(창의면접전형),70%컷(최종),6.6,2026,10,2.71
서원대,호텔외식조리학부,교과,학생부교과(창의면접전형),70%컷(최종),7.5,2026,30,6.03
서원대,레저스포츠학부,교과,학생부교과(창의면접전형),70%컷(최종),7,2026,20,5.1
서원대,뷰티학과,교과,학생부교과(창의면접전형),70%컷(최종),6,2026,30,9.5
서원대,웹툰콘텐츠학과,교과,학생부교과(창의면접전형),70%컷(최종),6,2026,5,10.4
서원대,헬스케어운동학과,교과,학생부교과(창의면접전형),70%컷(최종),7.1,2026,10,6.08
서원대,교육학과,교과,학생부교과(지역인재전형),70%컷(최종),3,2026,5,10.2
서원대,국어교육과,교과,학생부교과(지역인재전형),70%컷(최종),2.9,2026,5,6.2
서원대,사회교육과,교과,학생부교과(지역인재전형),70%컷(최종),3,2026,5,10.4
서원대,역사교육과,교과,학생부교과(지역인재전형),70%컷(최종),2.5,2026,5,6.4
서원대,영어교육과,교과,학생부교과(지역인재전형),70%컷(최종),2.6,2026,5,6.4
서원대,유아교육과,교과,학생부교과(지역인재전형),70%컷(최종),3.4,2026,5,9
서원대,윤리교육과,교과,학생부교과(지역인재전형),70%컷(최종),2.6,2026,5,8.2
서원대,생물교육과,교과,학생부교과(지역인재전형),70%컷(최종),3.6,2026,5,7.2
서원대,수학교육과,교과,학생부교과(지역인재전형),70%컷(최종),3,2026,5,8
선문대,AI모빌리티융합공학과,교과,학생부교과(면접전형(정원외)(계약학과/계약정원제)),70%컷(최종),4.43,2026,30,0.4
선문대,모빌리티시스템공학과,교과,학생부교과(면접전형(정원외)(계약학과/계약정원제)),70%컷(최종),5.17,2026,20,1.2
선문대,스마트팩토리융합공학과,교과,학생부교과(면접전형(정원외)(계약학과/계약정원제)),70%컷(최종),5.23,2026,30,0.17
선문대,신학과,교과,학생부교과(면접전형),70%컷(최종),3.77,2026,30,1.47
선문대,항공서비스학과,교과,학생부교과(면접전형),70%컷(최종),5.7,2026,23,1.64
선문대,간호학과,교과,학생부교과(면접전형),70%컷(최종),3.3,2026,15,16.2
선문대,물리치료학과,교과,학생부교과(면접전형),70%컷(최종),3.23,2026,14,11.21
선문대,응급구조학과,교과,학생부교과(면접전형),70%컷(최종),4.5,2026,18,3.78
선문대,치위생학과,교과,학생부교과(면접전형),70%컷(최종),4.1,2026,10,4.26
선문대,IT경영학과,교과,학생부교과(일반전형),70%컷(최종),5.77,2026,28,2.22
선문대,경영학과,교과,학생부교과(일반전형),70%컷(최종),5.43,2026,70,2.8
선문대,경찰행정법학과,교과,학생부교과(일반전형),70%컷(최종),4.43,2026,41,3.98
선문대,관광호텔경영학과,교과,학생부교과(일반전형),70%컷(최종),5.5,2026,25,4.15
선문대,글로벌경제학과,교과,학생부교과(일반전형),70%컷(최종),6.23,2026,29,2.1
선문대,디지털콘텐츠학과,교과,학생부교과(일반전형),70%컷(최종),5.1,2026,28,2.93
선문대,미디어커뮤니케이션학부,교과,학생부교과(일반전형),70%컷(최종),4.5,2026,42,4.39
선문대,사학과,교과,학생부교과(일반전형),70%컷(최종),4.43,2026,18,3.17
선문대,사회복지학과,교과,학생부교과(일반전형),70%컷(최종),4.77,2026,28,4.86
선문대,상담심리학과,교과,학생부교과(일반전형),70%컷(최종),4.37,2026,27,2.86
선문대,아시아문화학부,교과,학생부교과(일반전형),70%컷(최종),6.37,2026,27,1.6
선문대,외국어학부(스페인어중남미전공),교과,학생부교과(일반전형),70%컷(최종),4.9,2026,14,1.75
선문대,외국어학부(영어학전공),교과,학생부교과(일반전형),70%컷(최종),4.97,2026,24,1.96
선문대,외국어학부(일본어전공),교과,학생부교과(일반전형),70%컷(최종),4.03,2026,32,4.39
선문대,항공서비스학과,교과,학생부교과(일반전형),70%컷(최종),4.77,2026,4,3
선문대,AI소프트웨어학과,교과,학생부교과(일반전형),70%컷(최종),6.5,2026,40,1.63
선문대,간호학과,교과,학생부교과(일반전형),70%컷(최종),2.57,2026,26,4.38
선문대,건축학부,교과,학생부교과(일반전형),70%컷(최종),4.63,2026,41,2.66
선문대,기계공학과,교과,학생부교과(일반전형),70%컷(최종),4.9,2026,43,2.56
선문대,디스플레이반도체공학과,교과,학생부교과(일반전형),70%컷(최종),5.63,2026,27,1.59
선문대,물리치료학과,교과,학생부교과(일반전형),70%컷(최종),2.23,2026,9,6.86
선문대,미래자동차공학부,교과,학생부교과(일반전형),70%컷(최종),5.37,2026,38,2.87
선문대,반도체소재공학과,교과,학생부교과(일반전형),70%컷(최종),5.3,2026,38,1.47
선문대,산업경영공학과,교과,학생부교과(일반전형),70%컷(최종),5.86,2026,26,1.73
선문대,소방방재안전학과,교과,학생부교과(일반전형),70%컷(최종),5.03,2026,25,4.4
선문대,수산생명의학과,교과,학생부교과(일반전형),70%컷(최종),5.1,2026,26,1.46
선문대,식품공학·영양학부,교과,학생부교과(일반전형),70%컷(최종),4.43,2026,31,2.39
선문대,응급구조학과,교과,학생부교과(일반전형),70%컷(최종),4.23,2026,10,5.11
선문대,전자공학과,교과,학생부교과(일반전형),70%컷(최종),5.1,2026,41,1.78
선문대,제약생명공학과,교과,학생부교과(일반전형),70%컷(최종),4.9,2026,41,1.92
선문대,지능로봇공학과,교과,학생부교과(일반전형),70%컷(최종),6.1,2026,23,2.52
선문대,치위생학과,교과,학생부교과(일반전형),70%컷(최종),3.37,2026,17,6.63
선문대,컴퓨터공학부,교과,학생부교과(일반전형),70%컷(최종),5.57,2026,74,1.6
선문대,영화영상학과,교과,학생부교과(일반전형),70%컷(최종),5.37,2026,28,1.94
선문대,[유형1] 자유전공학부,교과,학생부교과(일반전형),70%컷(최종),4.63,2026,60,5.89
선문대,경영학과,종합,학생부종합(서류전형),70%컷(최종),6.78,2026,14,3.23
선문대,경찰행정법학과,종합,학생부종합(서류전형),70%컷(최종),6.48,2026,10,4.78
선문대,관광호텔경영학과,종합,학생부종합(서류전형),70%컷(최종),6.98,2026,7,2.43
선문대,글로벌경제학과,종합,학생부종합(서류전형),70%컷(최종),6.95,2026,4,2.75
선문대,디지털콘텐츠학과,종합,학생부종합(서류전형),70%컷(최종),6.47,2026,5,3.5
선문대,미디어커뮤니케이션학부,종합,학생부종합(서류전형),70%컷(최종),5.88,2026,14,5.46
선문대,사학과,종합,학생부종합(서류전형),70%컷(최종),5.08,2026,4,3.67
선문대,사회복지학과,종합,학생부종합(서류전형),70%컷(최종),6.31,2026,12,4.45
선문대,상담심리학과,종합,학생부종합(서류전형),70%컷(최종),5.88,2026,10,5
선문대,아시아문화학부,종합,학생부종합(서류전형),70%컷(최종),6.29,2026,4,2.25
선문대,외국어학부(스페인어중남미전공),종합,학생부종합(서류전형),70%컷(최종),6.83,2026,3,3.67
선문대,외국어학부(영어학전공),종합,학생부종합(서류전형),70%컷(최종),6.68,2026,3,2.33
선문대,외국어학부(일본어전공),종합,학생부종합(서류전형),70%컷(최종),6.67,2026,8,4.63
선문대,AI소프트웨어학과,종합,학생부종합(서류전형),70%컷(최종),6.8,2026,4,3
선문대,간호학과,종합,학생부종합(서류전형),70%컷(최종),3.94,2026,12,11.92
선문대,건축학부,종합,학생부종합(서류전형),70%컷(최종),6.59,2026,11,3
선문대,기계공학과,종합,학생부종합(서류전형),70%컷(최종),6.98,2026,7,2.14
선문대,디스플레이반도체공학과,종합,학생부종합(서류전형),70%컷(최종),6.67,2026,4,2.5
선문대,물리치료학과,종합,학생부종합(서류전형),70%컷(최종),4.5,2026,8,9.88
선문대,미래자동차공학부,종합,학생부종합(서류전형),70%컷(최종),6.62,2026,8,4.57
선문대,산업경영공학과,종합,학생부종합(서류전형),70%컷(최종),6.81,2026,3,3
선문대,소방방재안전학과,종합,학생부종합(서류전형),70%컷(최종),6.52,2026,3,7.67
선문대,수산생명의학과,종합,학생부종합(서류전형),70%컷(최종),5.83,2026,7,3.2
선문대,식품공학·영양학부,종합,학생부종합(서류전형),70%컷(최종),5.94,2026,6,2.67
선문대,응급구조학과,종합,학생부종합(서류전형),70%컷(최종),5.29,2026,8,10.14
선문대,전자공학과,종합,학생부종합(서류전형),70%컷(최종),6.39,2026,6,2.67
선문대,제약생명공학과,종합,학생부종합(서류전형),70%컷(최종),6.23,2026,10,2.5
선문대,지능로봇공학과,종합,학생부종합(서류전형),70%컷(최종),6.88,2026,3,2
선문대,치위생학과,종합,학생부종합(서류전형),70%컷(최종),5.73,2026,6,8.17
선문대,컴퓨터공학부,종합,학생부종합(서류전형),70%컷(최종),6.8,2026,20,1.95
선문대,디자인학부(방송콘텐츠디자인전공),종합,학생부종합(서류전형),70%컷(최종),6.24,2026,10,2.2
선문대,디자인학부(시각디자인전공),종합,학생부종합(서류전형),70%컷(최종),5.76,2026,14,2.64
선문대,영화영상학과,종합,학생부종합(서류전형),70%컷(최종),5.97,2026,7,5.25
선문대,[유형1] 자유전공학부,종합,학생부종합(서류전형),70%컷(최종),6.91,2026,13,5.38
선문대,IT경영학과,교과,학생부교과(지역학생전형),70%컷(최종),6.03,2026,4,2.33
선문대,경영학과,교과,학생부교과(지역학생전형),70%컷(최종),5.77,2026,19,2.56
선문대,경찰행정법학과,교과,학생부교과(지역학생전형),70%컷(최종),5.17,2026,10,2.8
선문대,관광호텔경영학과,교과,학생부교과(지역학생전형),70%컷(최종),5.9,2026,7,3.17
선문대,글로벌경제학과,교과,학생부교과(지역학생전형),70%컷(최종),7.3,2026,5,2
선문대,디지털콘텐츠학과,교과,학생부교과(지역학생전형),70%컷(최종),4.43,2026,6,3.33
선문대,미디어커뮤니케이션학부,교과,학생부교과(지역학생전형),70%컷(최종),5.23,2026,13,2.21
선문대,사학과,교과,학생부교과(지역학생전형),70%컷(최종),4.43,2026,4,1.4
선문대,사회복지학과,교과,학생부교과(지역학생전형),70%컷(최종),5.29,2026,7,3.5
선문대,상담심리학과,교과,학생부교과(지역학생전형),70%컷(최종),3.83,2026,5,4.75
선문대,아시아문화학부,교과,학생부교과(지역학생전형),70%컷(최종),6.14,2026,8,2.2
선문대,AI소프트웨어학과,교과,학생부교과(지역학생전형),70%컷(최종),5.77,2026,8,1.63
선문대,간호학과,교과,학생부교과(지역학생전형),70%컷(최종),3.3,2026,26,3.08
선문대,건축학부,교과,학생부교과(지역학생전형),70%컷(최종),4.9,2026,11,2.45
선문대,기계공학과,교과,학생부교과(지역학생전형),70%컷(최종),4.97,2026,11,3
선문대,디스플레이반도체공학과,교과,학생부교과(지역학생전형),70%컷(최종),6.17,2026,5,1.6
선문대,물리치료학과,교과,학생부교과(지역학생전형),70%컷(최종),3.5,2026,4,4.25
선문대,미래자동차공학부,교과,학생부교과(지역학생전형),70%컷(최종),5.83,2026,4,3.75
선문대,반도체소재공학과,교과,학생부교과(지역학생전형),70%컷(최종),7.03,2026,6,1.33
선문대,산업경영공학과,교과,학생부교과(지역학생전형),70%컷(최종),6.37,2026,5,2.8
선문대,소방방재안전학과,교과,학생부교과(지역학생전형),70%컷(최종),5.03,2026,5,5.2
선문대,수산생명의학과,교과,학생부교과(지역학생전형),70%컷(최종),4.9,2026,5,1.8
선문대,식품공학·영양학부,교과,학생부교과(지역학생전형),70%컷(최종),4.5,2026,10,2.6
선문대,응급구조학과,교과,학생부교과(지역학생전형),70%컷(최종),4.83,2026,3,3
선문대,전자공학과,교과,학생부교과(지역학생전형),70%컷(최종),6.03,2026,9,1.67
선문대,제약생명공학과,교과,학생부교과(지역학생전형),70%컷(최종),4.77,2026,11,1.7
선문대,지능로봇공학과,교과,학생부교과(지역학생전형),70%컷(최종),6.57,2026,4,2
선문대,치위생학과,교과,학생부교과(지역학생전형),70%컷(최종),3.1,2026,4,6
선문대,컴퓨터공학부,교과,학생부교과(지역학생전형),70%컷(최종),5.9,2026,21,1.2
선문대,영화영상학과,교과,학생부교과(지역학생전형),70%컷(최종),5.36,2026,5,2
선문대,[유형1] 자유전공학부,교과,학생부교과(지역학생전형),70%컷(최종),5.37,2026,11,3.33
성결대,경영학과,교과,학생부교과(SKU창의),70%컷(최종),4.40,2026,8,9
성결대,국제교류·개발협력학과,교과,학생부교과(SKU창의),70%컷(최종),5.40,2026,8,5.64
성결대,글로벌물류학과,교과,학생부교과(SKU창의),70%컷(최종),5.60,2026,12,6.95
성결대,사회복지학과,교과,학생부교과(SKU창의),70%컷(최종),4.60,2026,10,11.2
성결대,스마트관광항공학부 관광학전공,교과,학생부교과(SKU창의),70%컷(최종),5.00,2026,6,8.27
성결대,영미언어문화학과,교과,학생부교과(SKU창의),70%컷(최종),5.00,2026,8,6.36
성결대,유아교육과,교과,학생부교과(SKU창의),70%컷(최종),3.80,2026,12,17.36
성결대,인문사회계열자율전공학부,교과,학생부교과(SKU창의),70%컷(최종),5.00,2026,20,8.2
성결대,중국어문화학과,교과,학생부교과(SKU창의),70%컷(최종),5.20,2026,9,6.45
성결대,한국어문화학과,교과,학생부교과(SKU창의),70%컷(최종),4.80,2026,6,7.3
성결대,행정학부,교과,학생부교과(SKU창의),70%컷(최종),5.60,2026,15,5.71
성결대,ICT공학과,교과,학생부교과(SKU창의),70%컷(최종),5.80,2026,17,6.25
성결대,공학계열자율전공학부,교과,학생부교과(SKU창의),70%컷(최종),5.60,2026,10,5.9
성결대,미디어소프트웨어학과,교과,학생부교과(SKU창의),70%컷(최종),5.00,2026,10,6.25
성결대,산업시스템공학과,교과,학생부교과(SKU창의),70%컷(최종),5.60,2026,12,7.79
성결대,스마트도시공학과,교과,학생부교과(SKU창의),70%컷(최종),5.20,2026,15,6.64
성결대,컴퓨터AI공학과,교과,학생부교과(SKU창의),70%컷(최종),5.00,2026,16,6.95
성결대,뷰티디자인학과,교과,학생부교과(SKU창의),70%컷(최종),4.00,2026,10,29.36
성결대,경영학과,교과,학생부교과(교과성적우수자),70%컷(최종),2.40,2026,11,15.42
성결대,국제교류·개발협력학과,교과,학생부교과(교과성적우수자),70%컷(최종),3.60,2026,9,8.38
성결대,글로벌물류학과,교과,학생부교과(교과성적우수자),70%컷(최종),3.60,2026,14,7.66
성결대,기독교교육상담학과,교과,학생부교과(교과성적우수자),70%컷(최종),4.20,2026,40,11.27
성결대,사회복지학과,교과,학생부교과(교과성적우수자),70%컷(최종),3.00,2026,17,13.97
성결대,스마트관광항공학부 관광학전공,교과,학생부교과(교과성적우수자),70%컷(최종),3.40,2026,9,10.73
성결대,영미언어문화학과,교과,학생부교과(교과성적우수자),70%컷(최종),3.40,2026,8,10.89
성결대,유아교육과,교과,학생부교과(교과성적우수자),70%컷(최종),2.80,2026,19,11.78
성결대,인문사회계열자율전공학부,교과,학생부교과(교과성적우수자),70%컷(최종),3.40,2026,30,38.97
성결대,중국어문화학과,교과,학생부교과(교과성적우수자),70%컷(최종),3.20,2026,14,9.38
성결대,한국어문화학과,교과,학생부교과(교과성적우수자),70%컷(최종),2.80,2026,7,13.55
성결대,행정학부,교과,학생부교과(교과성적우수자),70%컷(최종),3.40,2026,23,8.56
성결대,ICT공학과,교과,학생부교과(교과성적우수자),70%컷(최종),3.40,2026,19,7.71
성결대,공학계열자율전공학부,교과,학생부교과(교과성적우수자),70%컷(최종),3.40,2026,16,17.19
성결대,미디어소프트웨어학과,교과,학생부교과(교과성적우수자),70%컷(최종),3.40,2026,14,9.42
성결대,산업시스템공학과,교과,학생부교과(교과성적우수자),70%컷(최종),3.80,2026,24,10.28
성결대,스마트도시공학과,교과,학생부교과(교과성적우수자),70%컷(최종),3.20,2026,17,10.08
성결대,컴퓨터AI공학과,교과,학생부교과(교과성적우수자),70%컷(최종),2.80,2026,23,7.13
성결대,뷰티디자인학과,교과,학생부교과(교과성적우수자),70%컷(최종),2.60,2026,16,21.39
성결대,SK자율전공학부,교과,학생부교과(교과성적우수자),70%컷(최종),3.20,2026,66,26.48
성결대,융합학부,교과,학생부교과(교과성적우수자),70%컷(최종),3.40,2026,10,14.4
성결대,신학과,교과,학생부교과(목회자추천자),70%컷(최종),7.00,2026,15,4.4
성결대,신학과,교과,학생부교과(미래인재),70%컷(최종),7.00,2026,30,2.47
성결대,인문사회계열자율전공학부,종합,학생부종합(영암인재),70%컷(최종),5.00,2026,30,10.1
성결대,공학계열자율전공학부,종합,학생부종합(영암인재),70%컷(최종),5.00,2026,16,6.44
성결대,SK자율전공학부,종합,학생부종합(영암인재),70%컷(최종),5.40,2026,35,9.94
성공회대,경영학부,교과,학생부교과(교과성적전형),70%컷(최종),2,2026,7,7.29
성공회대,미디어콘텐츠융합학부,교과,학생부교과(교과성적전형),70%컷(최종),2.13,2026,11,8.45
성공회대,미래융합학부,교과,학생부교과(교과성적전형),70%컷(최종),3,2026,7,7.86
성공회대,사회융합학부,교과,학생부교과(교과성적전형),70%컷(최종),2.63,2026,15,4.93
성공회대,인문융합콘텐츠학부,교과,학생부교과(교과성적전형),70%컷(최종),2.88,2026,14,5.79
성공회대,소프트웨어융합학부,교과,학생부교과(교과성적전형),70%컷(최종),2.75,2026,22,4.05
성공회대,[유형1] 자유전공학부,교과,학생부교과(교과성적전형),70%컷(최종),2.88,2026,109,5.72
성공회대,미디어콘텐츠융합학부,종합,학생부종합(대안학교출신자전형),70%컷(최종),3.07,2026,5,4
성공회대,사회융합학부,종합,학생부종합(대안학교출신자전형),70%컷(최종),4.5,2026,10,3
성공회대,경영학부,종합,학생부종합(열린인재전형),70%컷(최종),4.09,2026,22,7.36
성공회대,미디어콘텐츠융합학부,종합,학생부종합(열린인재전형),70%컷(최종),4.13,2026,33,10.27
성공회대,미래융합학부,종합,학생부종합(열린인재전형),70%컷(최종),5.64,2026,20,3.62
성공회대,사회융합학부,종합,학생부종합(열린인재전형),70%컷(최종),4.33,2026,33,7.94
성공회대,인문융합콘텐츠학부,종합,학생부종합(열린인재전형),70%컷(최종),4.5,2026,36,5.44
성공회대,소프트웨어융합학부,종합,학생부종합(열린인재전형),70%컷(최종),4.77,2026,52,3.42
성균관대,경영학과,교과,학생부교과(추천인재),70%컷(최종),1.74,2026,20,8.75
성균관대,교육학과,교과,학생부교과(추천인재),70%컷(최종),1.76,2026,10,16
성균관대,국어국문학과,교과,학생부교과(추천인재),70%컷(최종),1.77,2026,6,5.5
성균관대,글로벌경영학과,교과,학생부교과(추천인재),70%컷(최종),1.61,2026,10,11.6
성균관대,글로벌경제학과,교과,학생부교과(추천인재),70%컷(최종),1.62,2026,10,13.2
성균관대,글로벌리더학부,교과,학생부교과(추천인재),70%컷(최종),1.62,2026,10,14
성균관대,사학과,교과,학생부교과(추천인재),70%컷(최종),1.9,2026,6,5.42
성균관대,사회과학계열,교과,학생부교과(추천인재),70%컷(최종),1.58,2026,20,12.3
성균관대,사회복지학과,교과,학생부교과(추천인재),70%컷(최종),1.74,2026,12,6.92
성균관대,사회학과,교과,학생부교과(추천인재),70%컷(최종),1.73,2026,12,6.42
성균관대,심리학과,교과,학생부교과(추천인재),70%컷(최종),1.62,2026,6,7.5
성균관대,아동·청소년학과,교과,학생부교과(추천인재),70%컷(최종),1.75,2026,12,5.25
성균관대,유학·동양학과,교과,학생부교과(추천인재),70%컷(최종),1.76,2026,15,7.17
성균관대,인문과학계열,교과,학생부교과(추천인재),70%컷(최종),1.67,2026,20,7.35
성균관대,철학과,교과,학생부교과(추천인재),70%컷(최종),1.75,2026,6,7.42
성균관대,통계학과,교과,학생부교과(추천인재),70%컷(최종),1.58,2026,6,7.5
성균관대,한문교육과,교과,학생부교과(추천인재),70%컷(최종),1.72,2026,10,7.6
성균관대,한문학과,교과,학생부교과(추천인재),70%컷(최종),1.78,2026,10,7.67
성균관대,건설환경공학부,교과,학생부교과(추천인재),70%컷(최종),1.69,2026,15,7.47
성균관대,건축학과(5년제),교과,학생부교과(추천인재),70%컷(최종),1.74,2026,15,6.06
성균관대,공학계열,교과,학생부교과(추천인재),70%컷(최종),1.48,2026,54,9.9
성균관대,글로벌바이오메디컬공학과,교과,학생부교과(추천인재),70%컷(최종),1.5,2026,6,13.8
성균관대,물리학과,교과,학생부교과(추천인재),70%컷(최종),1.66,2026,6,11
성균관대,바이오신약·규제과학과,교과,학생부교과(추천인재),70%컷(최종),1.51,2026,5,16.6
성균관대,반도체융합공학과,교과,학생부교과(추천인재),70%컷(최종),1.52,2026,7,18.71
성균관대,생명과학과,교과,학생부교과(추천인재),70%컷(최종),1.44,2026,6,7.71
성균관대,수학과,교과,학생부교과(추천인재),70%컷(최종),1.72,2026,6,6.43
성균관대,수학교육과,교과,학생부교과(추천인재),70%컷(최종),1.72,2026,10,11.8
성균관대,에너지학과,교과,학생부교과(추천인재),70%컷(최종),1.58,2026,7,15.71
성균관대,자연과학계열,교과,학생부교과(추천인재),70%컷(최종),1.44,2026,20,10.6
성균관대,전자전기정보공학부,교과,학생부교과(추천인재),70%컷(최종),1.39,2026,10,13.9
성균관대,컴퓨터교육과,교과,학생부교과(추천인재),70%컷(최종),1.63,2026,10,8.6
성균관대,화학과,교과,학생부교과(추천인재),70%컷(최종),1.49,2026,6,6.86
성균관대,영상학과,교과,학생부교과(추천인재),70%컷(최종),1.72,2026,5,6.8
성균관대,의상학과,교과,학생부교과(추천인재),70%컷(최종),1.75,2026,5,6.8
성균관대,[유형1] 자유전공계열,교과,학생부교과(추천인재),70%컷(최종),1.51,2026,20,16.5
성균관대,공학계열,종합,학생부종합(과학인재),70%컷(최종),4.61,2026,25,12.6
성균관대,글로벌바이오메디컬공학과,종합,학생부종합(과학인재),70%컷(최종),4.55,2026,15,8.27
성균관대,반도체시스템공학과,종합,학생부종합(과학인재),70%컷(최종),4.52,2026,25,8.87
성균관대,반도체융합공학과,종합,학생부종합(과학인재),70%컷(최종),5.55,2026,10,11.1
성균관대,배터리학과,종합,학생부종합(과학인재),70%컷(최종),4.95,2026,10,10.6
성균관대,양자정보공학과,종합,학생부종합(과학인재),70%컷(최종),5.73,2026,5,9.6
성균관대,에너지학과,종합,학생부종합(과학인재),70%컷(최종),5.83,2026,10,11.3
성균관대,자연과학계열,종합,학생부종합(과학인재),70%컷(최종),5.4,2026,20,12.5
성균관대,전자전기정보공학부,종합,학생부종합(과학인재),70%컷(최종),5.23,2026,10,8.3
성균관대,지능형소프트웨어학과,종합,학생부종합(과학인재),70%컷(최종),4.84,2026,15,8.07
성균관대,교육학과,종합,학생부종합(성균인재),70%컷(최종),3.44,2026,15,14.6
성균관대,한문교육과,종합,학생부종합(성균인재),70%컷(최종),3.1,2026,15,13.87
성균관대,글로벌AI융합학부,종합,학생부종합(성균인재),70%컷(최종),4.01,2026,24,25.63
성균관대,수학교육과,종합,학생부종합(성균인재),70%컷(최종),2.55,2026,16,12.27
성균관대,의예과,종합,학생부종합(성균인재),70%컷(최종),2.43,2026,20,33.25
성균관대,컴퓨터교육과,종합,학생부종합(성균인재),70%컷(최종),2.08,2026,15,15.93
성균관대,스포츠과학과,종합,학생부종합(성균인재),70%컷(최종),2.65,2026,12,37
성균관대,[유형1] 자유전공계열,종합,학생부종합(성균인재),70%컷(최종),2.96,2026,70,31.32
성균관대,경영학과,종합,학생부종합(융합인재),70%컷(최종),3.35,2026,35,14.07
성균관대,사회과학계열,종합,학생부종합(융합인재),70%컷(최종),3.03,2026,30,27.15
성균관대,인문과학계열,종합,학생부종합(융합인재),70%컷(최종),3.31,2026,30,22.74
성균관대,공학계열,종합,학생부종합(융합인재),70%컷(최종),2.25,2026,64,26.29
성균관대,자연과학계열,종합,학생부종합(융합인재),70%컷(최종),2.76,2026,35,37.24
성균관대,전자전기정보공학부,종합,학생부종합(융합인재),70%컷(최종),2.04,2024,30,16.35
성균관대,글로벌경영학과,종합,학생부종합(탐구인재),70%컷(최종),3.38,2026,16,14.45
성균관대,글로벌경제학과,종합,학생부종합(탐구인재),70%컷(최종),3.22,2026,18,10.37
성균관대,글로벌리더학부,종합,학생부종합(탐구인재),70%컷(최종),3.13,2026,10,19.4
성균관대,독어독문학과,종합,학생부종합(탐구인재),70%컷(최종),3.51,2026,12,10.83
성균관대,러시아어문학과,종합,학생부종합(탐구인재),70%컷(최종),3.29,2026,12,10.25
성균관대,사회복지학과,종합,학생부종합(탐구인재),70%컷(최종),3.18,2026,8,14.88
성균관대,사회학과,종합,학생부종합(탐구인재),70%컷(최종),3.65,2026,8,15.88
성균관대,아동·청소년학과,종합,학생부종합(탐구인재),70%컷(최종),2.86,2026,8,15.75
성균관대,유학·동양학과,종합,학생부종합(탐구인재),70%컷(최종),3.03,2026,15,15
성균관대,프랑스어문학과,종합,학생부종합(탐구인재),70%컷(최종),3.41,2026,12,9.08
성균관대,한문학과,종합,학생부종합(탐구인재),70%컷(최종),3.42,2026,10,14
성균관대,건설환경공학부,종합,학생부종합(탐구인재),70%컷(최종),2.64,2026,20,18
성균관대,건축학과(5년제),종합,학생부종합(탐구인재),70%컷(최종),3.17,2024,17,11.32
성균관대,글로벌바이오메디컬공학과,종합,학생부종합(탐구인재),70%컷(최종),3.05,2026,10,28.18
성균관대,바이오신약·규제과학과,종합,학생부종합(탐구인재),70%컷(최종),2.91,2026,12,34.25
성균관대,반도체시스템공학과,종합,학생부종합(탐구인재),70%컷(최종),3.66,2026,15,25.93
성균관대,반도체융합공학과,종합,학생부종합(탐구인재),70%컷(최종),3.16,2026,15,16.07
성균관대,배터리학과,종합,학생부종합(탐구인재),70%컷(최종),2.93,2026,10,24.5
성균관대,약학과,종합,학생부종합(탐구인재),70%컷(최종),2.59,2026,20,22.17
성균관대,양자정보공학과,종합,학생부종합(탐구인재),70%컷(최종),3.41,2026,13,16
성균관대,에너지학과,종합,학생부종합(탐구인재),70%컷(최종),3.44,2026,15,19.67
성균관대,지능형소프트웨어학과,종합,학생부종합(탐구인재),70%컷(최종),2.82,2026,10,17.93
성균관대,영상학과,종합,학생부종합(탐구인재),70%컷(최종),3.63,2026,13,18.17
